inventory_id,authority_type,title,primary_epic_id,primary_story_id,story_title,source_release_scope,story_release_disposition,story_release_1_role,primary_specs,active_blockers,gate_refs,story_implementation_gate_status,completion_receipt,assignment_basis
FR-102,FUNCTIONAL_REQUIREMENT,Preserve deterministic assembly and bounded stochastic execution,EP-05,ST-05.05,Pin and Dispose of Capsules Reproducibly,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-09,BD-010,BD-010;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-05.05:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-103,FUNCTIONAL_REQUIREMENT,Evaluate every skill-system layer,EP-08,ST-08.01,Measure Behavior Against Controls in Fresh Contexts,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-10,BD-004;BD-008,BD-004;BD-008;HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-08.01:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-104,FUNCTIONAL_REQUIREMENT,Require a no-guidance control,EP-08,ST-08.01,Measure Behavior Against Controls in Fresh Contexts,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-10,BD-004;BD-008,BD-004;BD-008;HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-08.01:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-105,FUNCTIONAL_REQUIREMENT,Run repeated fresh-context trials,EP-08,ST-08.01,Measure Behavior Against Controls in Fresh Contexts,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-10,BD-004;BD-008,BD-004;BD-008;HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-08.01:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-106,FUNCTIONAL_REQUIREMENT,"Generate positive, adversarial, missing-evidence, and pressure cases",EP-08,ST-08.01,Measure Behavior Against Controls in Fresh Contexts,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-10,BD-004;BD-008,BD-004;BD-008;HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-08.01:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-107,FUNCTIONAL_REQUIREMENT,Promote maturity only through stored receipts,EP-08,ST-08.02,Promote Maturity Only Through Protected Receipts,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-10,BD-004;BD-008,BD-004;BD-008;HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-08.02:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-108,FUNCTIONAL_REQUIREMENT,Verify evaluated artifact identity,EP-08,ST-08.02,Promote Maturity Only Through Protected Receipts,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-10,BD-004;BD-008,BD-004;BD-008;HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-08.02:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-109,FUNCTIONAL_REQUIREMENT,Maintain a staged benchmark portfolio,EP-08,ST-08.02,Promote Maturity Only Through Protected Receipts,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-10,BD-004;BD-008,BD-004;BD-008;HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-08.02:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-110,FUNCTIONAL_REQUIREMENT,Maintain a layered versioned benchmark corpus,EP-08,ST-08.02,Promote Maturity Only Through Protected Receipts,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-10,BD-004;BD-008,BD-004;BD-008;HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-08.02:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-111,FUNCTIONAL_REQUIREMENT,Generate controlled mutation tests,EP-08,ST-08.03,Score Independent Dimensions and Controlled Mutations,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-10,BD-004;BD-008,BD-004;BD-008;HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-08.03:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-112,FUNCTIONAL_REQUIREMENT,Protect release-gate benchmark integrity,EP-08,ST-08.03,Score Independent Dimensions and Controlled Mutations,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-10,BD-004;BD-008,BD-004;BD-008;HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-08.03:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-113,FUNCTIONAL_REQUIREMENT,Score independent quality dimensions,EP-08,ST-08.03,Score Independent Dimensions and Controlled Mutations,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-10,BD-004;BD-008,BD-004;BD-008;HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-08.03:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-114,FUNCTIONAL_REQUIREMENT,Enforce hard release gates,EP-08,ST-08.03,Score Independent Dimensions and Controlled Mutations,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-10,BD-004;BD-008,BD-004;BD-008;HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-08.03:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-115,FUNCTIONAL_REQUIREMENT,Report repeated-run stability,EP-08,ST-08.03,Score Independent Dimensions and Controlled Mutations,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-10,BD-004;BD-008,BD-004;BD-008;HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-08.03:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-116,FUNCTIONAL_REQUIREMENT,Ingest downstream implementation and harness results,EP-08,ST-08.03,Score Independent Dimensions and Controlled Mutations,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-10,BD-004;BD-008,BD-004;BD-008;HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-08.03:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-117,FUNCTIONAL_REQUIREMENT,Show a run overview,EP-10,ST-10.01,Open a Trustworthy Run Index and Overview,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-12,,,CONDITIONAL_EXTERNAL_DEPENDENCY,ST-10.01:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-118,FUNCTIONAL_REQUIREMENT,Render the Phase and Context Graphs,EP-10,ST-10.02,"Explore Phase, Context, and Dependency Graphs",RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-12,,,CONDITIONAL_EXTERNAL_DEPENDENCY,ST-10.02:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-119,FUNCTIONAL_REQUIREMENT,Expose evidence and visual understanding,EP-10,ST-10.03,Inspect Evidence and Syntax Behind Decisions,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-12,,,CONDITIONAL_EXTERNAL_DEPENDENCY,ST-10.03:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-120,FUNCTIONAL_REQUIREMENT,Expose Genesis decisions and authority,EP-10,ST-10.04,Review Genesis Decisions and Human Authority,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-12,,,CONDITIONAL_EXTERNAL_DEPENDENCY,ST-10.04:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-121,FUNCTIONAL_REQUIREMENT,"Expose skills, recipes, and capsules",EP-10,ST-10.05,"Trace Skills, Recipes, and Runtime Capsules",RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-12,,,CONDITIONAL_EXTERNAL_DEPENDENCY,ST-10.05:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-122,FUNCTIONAL_REQUIREMENT,Expose contracts and module ownership,EP-10,ST-10.06,"Inspect Ownership, Modules, and Contracts",RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-12,,,CONDITIONAL_EXTERNAL_DEPENDENCY,ST-10.06:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-123,FUNCTIONAL_REQUIREMENT,Expose evaluations and repair history,EP-10,ST-10.07,"Judge Evaluations, Repairs, and Authorization Trajectory",RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-12,,,CONDITIONAL_EXTERNAL_DEPENDENCY,ST-10.07:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-124,FUNCTIONAL_REQUIREMENT,"Track cost, latency, and context usage",EP-10,ST-10.08,"Monitor Workflow, Incidents, Cost, and Context",RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-12,,,CONDITIONAL_EXTERNAL_DEPENDENCY,ST-10.08:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-125,FUNCTIONAL_REQUIREMENT,Provide governed human actions,EP-10,ST-10.09,Execute Governed Commands and Export Receipts,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-12,,,CONDITIONAL_EXTERNAL_DEPENDENCY,ST-10.09:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-126,FUNCTIONAL_REQUIREMENT,Prevent the UI from becoming a second source of truth,EP-10,ST-10.13,"Contain Partial, Redacted, Failed, and Invalidated Projections",RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-12,,,CONDITIONAL_EXTERNAL_DEPENDENCY,ST-10.13:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-127,FUNCTIONAL_REQUIREMENT,Define a typed failure taxonomy,EP-08,ST-08.04,Diagnose Root Cause Before Selecting Repair,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-13,BD-008,BD-008;HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-08.04:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-128,FUNCTIONAL_REQUIREMENT,Require root-cause investigation before repair,EP-08,ST-08.04,Diagnose Root Cause Before Selecting Repair,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-13,BD-008,BD-008;HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-08.04:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-129,FUNCTIONAL_REQUIREMENT,Compile a Repair and Invalidation Graph,EP-08,ST-08.04,Diagnose Root Cause Before Selecting Repair,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-13,BD-008,BD-008;HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-08.04:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-130,FUNCTIONAL_REQUIREMENT,Preserve unaffected upstream state,EP-08,ST-08.05,Repair Selectively and Rerun Only Affected Regressions,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-13,BD-008,BD-008;HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-08.05:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-131,FUNCTIONAL_REQUIREMENT,Rerun targeted regression suites,EP-08,ST-08.05,Repair Selectively and Rerun Only Affected Regressions,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-13,BD-008,BD-008;HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-08.05:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-132,FUNCTIONAL_REQUIREMENT,Escalate repeated or constitutional failures,EP-08,ST-08.05,Repair Selectively and Rerun Only Affected Regressions,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-13,BD-008,BD-008;HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-08.05:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-133,FUNCTIONAL_REQUIREMENT,Evaluate an evidence-backed readiness gate,EP-08,ST-08.06,Issue Evidence-Backed Readiness and Authorization Receipts,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-13,BD-008,BD-008;HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-08.06:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-134,FUNCTIONAL_REQUIREMENT,Issue typed authorization outcomes,EP-08,ST-08.06,Issue Evidence-Backed Readiness and Authorization Receipts,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-13,BD-008,BD-008;HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-08.06:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-135,FUNCTIONAL_REQUIREMENT,Govern prototype-only authorization,EP-08,ST-08.06,Issue Evidence-Backed Readiness and Authorization Receipts,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-13,BD-008,BD-008;HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-08.06:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-136,FUNCTIONAL_REQUIREMENT,Generate immutable readiness and authorization receipts,EP-08,ST-08.06,Issue Evidence-Backed Readiness and Authorization Receipts,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-13,BD-008,BD-008;HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-08.06:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-137,FUNCTIONAL_REQUIREMENT,Define a constitution-complete Shared Activative Core,EP-06,ST-06.01,Bind Every Harness to One of Five Canonical Categories,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,RELEASE_1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL_UNCERTIFIED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-11,BD-004;BD-007;BD-008;BD-010;BD-014,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-06.01:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-138,FUNCTIONAL_REQUIREMENT,Insert a mandatory category layer,EP-06,ST-06.01,Bind Every Harness to One of Five Canonical Categories,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,RELEASE_1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL_UNCERTIFIED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-11,BD-004;BD-007;BD-008;BD-010;BD-014,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-06.01:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-139,FUNCTIONAL_REQUIREMENT,Support five canonical categories,EP-06,ST-06.01,Bind Every Harness to One of Five Canonical Categories,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,RELEASE_1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL_UNCERTIFIED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-11,BD-004;BD-007;BD-008;BD-010;BD-014,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-06.01:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-140,FUNCTIONAL_REQUIREMENT,Govern versioned category constitutions,EP-06,ST-06.01,Bind Every Harness to One of Five Canonical Categories,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,RELEASE_1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL_UNCERTIFIED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-11,BD-004;BD-007;BD-008;BD-010;BD-014,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-06.01:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-141,FUNCTIONAL_REQUIREMENT,Support category-local format profiles,EP-06,ST-06.01,Bind Every Harness to One of Five Canonical Categories,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,RELEASE_1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL_UNCERTIFIED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-11,BD-004;BD-007;BD-008;BD-010;BD-014,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-06.01:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-142,FUNCTIONAL_REQUIREMENT,Represent the edited-video format mapping,EP-06,ST-06.02,Compile Category-Local Format and Performance Profiles,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,RELEASE_1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL_UNCERTIFIED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-11,BD-004;BD-007;BD-008;BD-010;BD-014,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-06.02:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-143,FUNCTIONAL_REQUIREMENT,Represent Format 02 under 2D Character Animation,EP-06,ST-06.02,Compile Category-Local Format and Performance Profiles,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,RELEASE_1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL_UNCERTIFIED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-11,BD-004;BD-007;BD-008;BD-010;BD-014,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-06.02:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-144,FUNCTIONAL_REQUIREMENT,Compile 2D character-performance registries,EP-06,ST-06.02,Compile Category-Local Format and Performance Profiles,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,RELEASE_1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL_UNCERTIFIED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-11,BD-004;BD-007;BD-008;BD-010;BD-014,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-06.02:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-145,FUNCTIONAL_REQUIREMENT,Use category-specific syntax parsing,EP-06,ST-06.03,Compile Category-Native Syntax and Activative Sequencing,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,RELEASE_1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL_UNCERTIFIED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-11,BD-004;BD-007;BD-008;BD-010;BD-014,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-06.03:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-146,FUNCTIONAL_REQUIREMENT,"Use category-specific temporal, conversational, and sequence parsing",EP-06,ST-06.03,Compile Category-Native Syntax and Activative Sequencing,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,RELEASE_1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL_UNCERTIFIED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-11,BD-004;BD-007;BD-008;BD-010;BD-014,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-06.03:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-147,FUNCTIONAL_REQUIREMENT,Compile category-adapted Activative Sequencing Intelligence,EP-06,ST-06.03,Compile Category-Native Syntax and Activative Sequencing,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,RELEASE_1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL_UNCERTIFIED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-11,BD-004;BD-007;BD-008;BD-010;BD-014,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-06.03:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-148,FUNCTIONAL_REQUIREMENT,"Compile category-owned runtime, evaluation, and repair rules",EP-06,ST-06.04,"Own Category Runtime, Evaluation, Repair, and Migration Rules",R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,RELEASE_1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL_UNCERTIFIED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-11,BD-004;BD-007;BD-008;BD-010;BD-014,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-06.04:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-149,FUNCTIONAL_REQUIREMENT,Preserve atomic creative ownership,EP-06,ST-06.04,"Own Category Runtime, Evaluation, Repair, and Migration Rules",R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,RELEASE_1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL_UNCERTIFIED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-11,BD-004;BD-007;BD-008;BD-010;BD-014,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-06.04:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-150,FUNCTIONAL_REQUIREMENT,Govern category and profile migration,EP-06,ST-06.04,"Own Category Runtime, Evaluation, Repair, and Migration Rules",R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,RELEASE_1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL_UNCERTIFIED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-11,BD-004;BD-007;BD-008;BD-010;BD-014,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-06.04:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-151,FUNCTIONAL_REQUIREMENT,Generate a versioned Development Capsule,EP-11,ST-11.01,Generate a Versioned Traceable Development Capsule,RELEASE_1,RELEASE_1_INCLUDED_HANDOFF_ONLY_NO_IMPLEMENTATION_AUTHORIZATION,IMPLEMENTATION_HANDOFF_PLANNING_ONLY,TS-13,BD-008,BD-008;HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-11.01:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-152,FUNCTIONAL_REQUIREMENT,Maintain requirement-to-artifact traceability,EP-11,ST-11.01,Generate a Versioned Traceable Development Capsule,RELEASE_1,RELEASE_1_INCLUDED_HANDOFF_ONLY_NO_IMPLEMENTATION_AUTHORIZATION,IMPLEMENTATION_HANDOFF_PLANNING_ONLY,TS-13,BD-008,BD-008;HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-11.01:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-153,FUNCTIONAL_REQUIREMENT,Generate only justified scaffolding,EP-11,ST-11.01,Generate a Versioned Traceable Development Capsule,RELEASE_1,RELEASE_1_INCLUDED_HANDOFF_ONLY_NO_IMPLEMENTATION_AUTHORIZATION,IMPLEMENTATION_HANDOFF_PLANNING_ONLY,TS-13,BD-008,BD-008;HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-11.01:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-154,FUNCTIONAL_REQUIREMENT,Provide typed interfaces and contract examples,EP-11,ST-11.01,Generate a Versioned Traceable Development Capsule,RELEASE_1,RELEASE_1_INCLUDED_HANDOFF_ONLY_NO_IMPLEMENTATION_AUTHORIZATION,IMPLEMENTATION_HANDOFF_PLANNING_ONLY,TS-13,BD-008,BD-008;HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-11.01:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
