inventory_id,authority_type,title,primary_epic_id,primary_epic_title,secondary_epic_ids,source_release_scope,epic_release_disposition,active_blockers,carried_gate_refs,assignment_basis
FR-208,FUNCTIONAL_REQUIREMENT,Provide specialized incident and hotfix workflows,EP-09,Governed Builder Workflow Factory,,RELEASE_1,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,feature outcome F18
FR-209,FUNCTIONAL_REQUIREMENT,"Measure workflow cost, latency, quality, and intervention",EP-09,Governed Builder Workflow Factory,,RELEASE_1,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,feature outcome F18
FR-210,FUNCTIONAL_REQUIREMENT,Reject monolithic skill-owned production workflows,EP-09,Governed Builder Workflow Factory,,RELEASE_1,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,feature outcome F18
HG-001,READINESS_HARD_GATE,Unsupported Constitutional Decision,EP-03,Human-Ratified Genesis and Canonical Harness Definition,EP-01;EP-08,CROSS_CUTTING,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-014,explicit readiness hard gate ownership
HG-002,READINESS_HARD_GATE,Critical Claim Without Evidence,EP-01,Governed Run Intake and Evidence Readiness,EP-02;EP-08,CROSS_CUTTING,RELEASE_1_INCLUDED,,BD-004;BD-014;HD-006,explicit readiness hard gate ownership
HG-003,READINESS_HARD_GATE,Incorrect Atomic Harness Boundary,EP-02,Syntax-Grounded Understanding and Atomic Boundary,EP-06;EP-12,CROSS_CUTTING,RELEASE_1_INCLUDED,,BD-004;BD-007;BD-008;HD-006,explicit readiness hard gate ownership
HG-004,READINESS_HARD_GATE,Unresolved Contract Contradiction,EP-04,Owned Capability Graphs and Minimum Complete Context,EP-03;EP-08;EP-09,CROSS_CUTTING,RELEASE_1_INCLUDED,,BD-010;BD-014,explicit readiness hard gate ownership
HG-005,READINESS_HARD_GATE,Silent Upstream Contract Rewrite,EP-04,Owned Capability Graphs and Minimum Complete Context,EP-03;EP-08,CROSS_CUTTING,RELEASE_1_INCLUDED,,BD-010;BD-014,explicit readiness hard gate ownership
HG-006,READINESS_HARD_GATE,Required Skill Without Behavioral Evaluation,EP-05,Reusable Evaluated Skills and Deterministic JIT Capsules,EP-08,CROSS_CUTTING,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;HD-007,explicit readiness hard gate ownership
HG-007,READINESS_HARD_GATE,Missing Required Dependency Or Authority,EP-04,Owned Capability Graphs and Minimum Complete Context,EP-01;EP-03;EP-08;EP-09,CROSS_CUTTING,RELEASE_1_INCLUDED,,BD-010;BD-014,explicit readiness hard gate ownership
HG-008,READINESS_HARD_GATE,Benchmark Leakage,EP-08,"Behavioral Proof, Repair, and Readiness Authorization",EP-09,CROSS_CUTTING,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,explicit readiness hard gate ownership
HG-009,READINESS_HARD_GATE,False Readiness Pass,EP-08,"Behavioral Proof, Repair, and Readiness Authorization",,CROSS_CUTTING,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,explicit readiness hard gate ownership
HG-010,READINESS_HARD_GATE,Binding Anti Goal Violation,EP-08,"Behavioral Proof, Repair, and Readiness Authorization",,CROSS_CUTTING,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,explicit readiness hard gate ownership
HG-011,READINESS_HARD_GATE,Production Workflow Hidden Inside Monolithic Skill,EP-09,Governed Builder Workflow Factory,EP-04,CROSS_CUTTING,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,explicit readiness hard gate ownership
HG-012,READINESS_HARD_GATE,Unbounded Retry Or Feedback Loop,EP-09,Governed Builder Workflow Factory,,CROSS_CUTTING,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,explicit readiness hard gate ownership
HG-013,READINESS_HARD_GATE,Workflow Node Output Released Without Declared Validation,EP-09,Governed Builder Workflow Factory,,CROSS_CUTTING,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,explicit readiness hard gate ownership
HG-014,READINESS_HARD_GATE,Workflow Promotion Without End To End And Fault Tests,EP-09,Governed Builder Workflow Factory,EP-08,CROSS_CUTTING,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,explicit readiness hard gate ownership
HG-015,READINESS_HARD_GATE,Constitutional Semantic Stack Or Conversational Category Missing,EP-06,Five-Category Activative Intelligence and Expression Compilation,EP-02;EP-03;EP-08;EP-12,CROSS_CUTTING,RELEASE_1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL_UNCERTIFIED,,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,explicit readiness hard gate ownership
NFR-ARCH-001,NON_FUNCTIONAL_REQUIREMENT,Explicit ownership integrity,EP-04,Owned Capability Graphs and Minimum Complete Context,,RELEASE_1,RELEASE_1_INCLUDED,,BD-010;BD-014,primary specification TS-07
NFR-ARCH-002,NON_FUNCTIONAL_REQUIREMENT,Executable graph integrity,EP-09,Governed Builder Workflow Factory,,RELEASE_1,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,primary specification TS-14
NFR-CAT-001,NON_FUNCTIONAL_REQUIREMENT,Category isolation,EP-06,Five-Category Activative Intelligence and Expression Compilation,,RELEASE_1,RELEASE_1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL_UNCERTIFIED,,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,primary specification TS-11
NFR-CAT-002,NON_FUNCTIONAL_REQUIREMENT,Atomic creative ownership,EP-06,Five-Category Activative Intelligence and Expression Compilation,,RELEASE_1,RELEASE_1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL_UNCERTIFIED,,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,primary specification TS-11
NFR-CAT-003,NON_FUNCTIONAL_REQUIREMENT,Sequence fidelity,EP-06,Five-Category Activative Intelligence and Expression Compilation,,RELEASE_1,RELEASE_1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL_UNCERTIFIED,,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,primary specification TS-11
NFR-COMPAT-001,NON_FUNCTIONAL_REQUIREMENT,V2.1 compatibility,EP-12,Brownfield Migration and Release 1 Reference Proof,,N/A_NO_LOCAL_V2_1,RELEASE_1_FORMAT02_REFERENCE_PROOF_GENERAL_CERTIFICATION_DEFERRED,,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,primary specification IMPLEMENTATION_BASELINE
NFR-COMPAT-002,NON_FUNCTIONAL_REQUIREMENT,Schema evolution,EP-03,Human-Ratified Genesis and Canonical Harness Definition,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-014,primary specification TS-06
NFR-COMPAT-003,NON_FUNCTIONAL_REQUIREMENT,Artifact deprecation,EP-03,Human-Ratified Genesis and Canonical Harness Definition,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-014,primary specification TS-06
NFR-EVAL-001,NON_FUNCTIONAL_REQUIREMENT,Protected benchmark integrity,EP-08,"Behavioral Proof, Repair, and Readiness Authorization",,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,primary specification TS-10
NFR-EVAL-002,NON_FUNCTIONAL_REQUIREMENT,Repeated-run measurement,EP-08,"Behavioral Proof, Repair, and Readiness Authorization",,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,primary specification TS-10
NFR-EVAL-003,NON_FUNCTIONAL_REQUIREMENT,Independent evaluation,EP-08,"Behavioral Proof, Repair, and Readiness Authorization",,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,primary specification TS-10
NFR-EVAL-004,NON_FUNCTIONAL_REQUIREMENT,Category-appropriate evaluation,EP-08,"Behavioral Proof, Repair, and Readiness Authorization",,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,primary specification TS-10
NFR-MAINT-001,NON_FUNCTIONAL_REQUIREMENT,Single-source generation,EP-03,Human-Ratified Genesis and Canonical Harness Definition,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-014,primary specification TS-06
NFR-MAINT-002,NON_FUNCTIONAL_REQUIREMENT,Skill ecology maintainability,EP-05,Reusable Evaluated Skills and Deterministic JIT Capsules,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;HD-007,primary specification TS-08
NFR-MAINT-003,NON_FUNCTIONAL_REQUIREMENT,Category migration safety,EP-06,Five-Category Activative Intelligence and Expression Compilation,,RELEASE_1,RELEASE_1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL_UNCERTIFIED,,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,primary specification TS-11
NFR-OBS-001,NON_FUNCTIONAL_REQUIREMENT,Event completeness,EP-10,Evidence-Derived Human Control Tower,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,primary specification TS-12
NFR-OBS-002,NON_FUNCTIONAL_REQUIREMENT,Evidence-backed status,EP-10,Evidence-Derived Human Control Tower,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,primary specification TS-12
NFR-OBS-003,NON_FUNCTIONAL_REQUIREMENT,No second source of truth,EP-10,Evidence-Derived Human Control Tower,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,primary specification TS-12
NFR-OBS-004,NON_FUNCTIONAL_REQUIREMENT,Exportability,EP-10,Evidence-Derived Human Control Tower,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,primary specification TS-12
NFR-PERF-001,NON_FUNCTIONAL_REQUIREMENT,Interactive Control Tower,EP-10,Evidence-Derived Human Control Tower,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,primary specification TS-12
NFR-PERF-002,NON_FUNCTIONAL_REQUIREMENT,Compilation budget visibility,EP-09,Governed Builder Workflow Factory,,RELEASE_1,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,primary specification TS-14
NFR-PERF-003,NON_FUNCTIONAL_REQUIREMENT,No hidden budget overflow,EP-09,Governed Builder Workflow Factory,,RELEASE_1,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,primary specification TS-14
NFR-PERF-004,NON_FUNCTIONAL_REQUIREMENT,Parallel-safe work,EP-09,Governed Builder Workflow Factory,,RELEASE_1,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,primary specification TS-14
NFR-PORT-001,NON_FUNCTIONAL_REQUIREMENT,Portable source profiles,EP-01,Governed Run Intake and Evidence Readiness,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-014;HD-006,primary specification TS-02
NFR-PORT-002,NON_FUNCTIONAL_REQUIREMENT,Runtime adapter boundary,EP-09,Governed Builder Workflow Factory,,RELEASE_1,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,primary specification TS-14
NFR-REL-001,NON_FUNCTIONAL_REQUIREMENT,Deterministic replay,EP-03,Human-Ratified Genesis and Canonical Harness Definition,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-014,primary specification TS-06
NFR-REL-002,NON_FUNCTIONAL_REQUIREMENT,Resumability,EP-01,Governed Run Intake and Evidence Readiness,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-014;HD-006,primary specification TS-01
NFR-REL-003,NON_FUNCTIONAL_REQUIREMENT,Idempotent compilation,EP-03,Human-Ratified Genesis and Canonical Harness Definition,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-014,primary specification TS-06
NFR-REL-004,NON_FUNCTIONAL_REQUIREMENT,Failure isolation,EP-09,Governed Builder Workflow Factory,,RELEASE_1,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,primary specification TS-14
NFR-SCALE-001,NON_FUNCTIONAL_REQUIREMENT,Corpus-scale evidence processing,EP-01,Governed Run Intake and Evidence Readiness,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-014;HD-006,primary specification TS-02
NFR-SEC-001,NON_FUNCTIONAL_REQUIREMENT,Source immutability,EP-01,Governed Run Intake and Evidence Readiness,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-014;HD-006,primary specification TS-02
NFR-SEC-002,NON_FUNCTIONAL_REQUIREMENT,Path and archive safety,EP-01,Governed Run Intake and Evidence Readiness,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-014;HD-006,primary specification TS-02
NFR-SEC-003,NON_FUNCTIONAL_REQUIREMENT,Authority enforcement,EP-01,Governed Run Intake and Evidence Readiness,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-014;HD-006,primary specification TS-01
NFR-SEC-004,NON_FUNCTIONAL_REQUIREMENT,Secret isolation,EP-09,Governed Builder Workflow Factory,,RELEASE_1,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,primary specification TS-14
NFR-TEST-001,NON_FUNCTIONAL_REQUIREMENT,Public-seam testability,EP-09,Governed Builder Workflow Factory,,RELEASE_1,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,primary specification TS-14
NFR-TRACE-001,NON_FUNCTIONAL_REQUIREMENT,End-to-end provenance,EP-03,Human-Ratified Genesis and Canonical Harness Definition,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-014,primary specification TS-06
NFR-TRACE-002,NON_FUNCTIONAL_REQUIREMENT,Append-only operational history,EP-10,Evidence-Derived Human Control Tower,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,primary specification TS-12
NFR-TRACE-003,NON_FUNCTIONAL_REQUIREMENT,Evaluated artifact identity,EP-08,"Behavioral Proof, Repair, and Readiness Authorization",,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,primary specification TS-10
NFR-TRACE-004,NON_FUNCTIONAL_REQUIREMENT,Knowledge-status integrity,EP-01,Governed Run Intake and Evidence Readiness,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-014;HD-006,primary specification TS-02
NFR-UX-001,NON_FUNCTIONAL_REQUIREMENT,Accessible Control Tower,EP-10,Evidence-Derived Human Control Tower,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,primary specification TS-12
NFR-UX-002,NON_FUNCTIONAL_REQUIREMENT,Progressive disclosure,EP-10,Evidence-Derived Human Control Tower,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,primary specification TS-12
NFR-WORKFLOW-001,NON_FUNCTIONAL_REQUIREMENT,Reproducible workflow routing,EP-09,Governed Builder Workflow Factory,,RELEASE_1,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,primary specification TS-14
NFR-WORKFLOW-002,NON_FUNCTIONAL_REQUIREMENT,Explicit actor ownership,EP-09,Governed Builder Workflow Factory,,RELEASE_1,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,primary specification TS-14
NFR-WORKFLOW-003,NON_FUNCTIONAL_REQUIREMENT,Typed node handoffs,EP-09,Governed Builder Workflow Factory,,RELEASE_1,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,primary specification TS-14
NFR-WORKFLOW-004,NON_FUNCTIONAL_REQUIREMENT,Bounded control flow,EP-09,Governed Builder Workflow Factory,,RELEASE_1,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,primary specification TS-14
NFR-WORKFLOW-005,NON_FUNCTIONAL_REQUIREMENT,Idempotent workflow resume,EP-09,Governed Builder Workflow Factory,,RELEASE_1,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,primary specification TS-14
NFR-WORKFLOW-006,NON_FUNCTIONAL_REQUIREMENT,Failure containment,EP-09,Governed Builder Workflow Factory,,RELEASE_1,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,primary specification TS-14
NFR-WORKFLOW-007,NON_FUNCTIONAL_REQUIREMENT,Sandbox least privilege,EP-09,Governed Builder Workflow Factory,,RELEASE_1,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,primary specification TS-14
NFR-WORKFLOW-008,NON_FUNCTIONAL_REQUIREMENT,Bounded parallelism,EP-09,Governed Builder Workflow Factory,,RELEASE_1,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,primary specification TS-14
NFR-WORKFLOW-009,NON_FUNCTIONAL_REQUIREMENT,Risk-aware model and compute routing,EP-09,Governed Builder Workflow Factory,,RELEASE_1,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,primary specification TS-14
NFR-WORKFLOW-010,NON_FUNCTIONAL_REQUIREMENT,Workflow observability,EP-09,Governed Builder Workflow Factory,,RELEASE_1,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,primary specification TS-14
NFR-WORKFLOW-011,NON_FUNCTIONAL_REQUIREMENT,Workflow-level testability,EP-09,Governed Builder Workflow Factory,,RELEASE_1,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,primary specification TS-14
NFR-WORKFLOW-012,NON_FUNCTIONAL_REQUIREMENT,Versioned promotion and rollback,EP-09,Governed Builder Workflow Factory,,RELEASE_1,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,primary specification TS-14
UXC-001,UX_CONTRACT_CLAUSE,Authoritative state,EP-10,Evidence-Derived Human Control Tower,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,approved Control Tower user outcome
UXC-002,UX_CONTRACT_CLAUSE,Command-only mutation,EP-10,Evidence-Derived Human Control Tower,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,approved Control Tower user outcome
UXC-003,UX_CONTRACT_CLAUSE,Evidence-backed status,EP-10,Evidence-Derived Human Control Tower,EP-01;EP-03;EP-09,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,approved Control Tower user outcome
UXC-004,UX_CONTRACT_CLAUSE,Honest uncertainty,EP-10,Evidence-Derived Human Control Tower,EP-01;EP-09,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,approved Control Tower user outcome
UXC-005,UX_CONTRACT_CLAUSE,Progressive disclosure,EP-10,Evidence-Derived Human Control Tower,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,approved Control Tower user outcome
UXC-006,UX_CONTRACT_CLAUSE,Accessible operation,EP-10,Evidence-Derived Human Control Tower,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,approved Control Tower user outcome
UXC-007,UX_CONTRACT_CLAUSE,Least privilege,EP-10,Evidence-Derived Human Control Tower,EP-01;EP-09,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,approved Control Tower user outcome
UXC-008,UX_CONTRACT_CLAUSE,Responsive continuity,EP-10,Evidence-Derived Human Control Tower,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,approved Control Tower user outcome
UXC-009,UX_CONTRACT_CLAUSE,No optimistic authority,EP-10,Evidence-Derived Human Control Tower,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,approved Control Tower user outcome
UXC-010,UX_CONTRACT_CLAUSE,Addressable context,EP-10,Evidence-Derived Human Control Tower,EP-03,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,approved Control Tower user outcome
UXC-101,UX_CONTRACT_CLAUSE,Run Index,EP-10,Evidence-Derived Human Control Tower,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,approved Control Tower user outcome
UXC-102,UX_CONTRACT_CLAUSE,Run Overview,EP-10,Evidence-Derived Human Control Tower,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,approved Control Tower user outcome
UXC-103,UX_CONTRACT_CLAUSE,"Phase, Context, And Dependency Graphs",EP-10,Evidence-Derived Human Control Tower,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,approved Control Tower user outcome
UXC-104,UX_CONTRACT_CLAUSE,Evidence Workspace,EP-10,Evidence-Derived Human Control Tower,EP-01,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,approved Control Tower user outcome
UXC-105,UX_CONTRACT_CLAUSE,Genesis Decisions,EP-10,Evidence-Derived Human Control Tower,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,approved Control Tower user outcome
UXC-106,UX_CONTRACT_CLAUSE,"Skills, Recipes, And Capsules",EP-10,Evidence-Derived Human Control Tower,EP-08,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,approved Control Tower user outcome
UXC-107,UX_CONTRACT_CLAUSE,"Ownership, Modules, And Contracts",EP-10,Evidence-Derived Human Control Tower,EP-03,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,approved Control Tower user outcome
UXC-108,UX_CONTRACT_CLAUSE,Evaluation And Hard Gates,EP-10,Evidence-Derived Human Control Tower,EP-08,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,approved Control Tower user outcome
UXC-109,UX_CONTRACT_CLAUSE,Repair History,EP-10,Evidence-Derived Human Control Tower,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,approved Control Tower user outcome
UXC-110,UX_CONTRACT_CLAUSE,Workflow And Incidents,EP-10,Evidence-Derived Human Control Tower,EP-09,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,approved Control Tower user outcome
UXC-111,UX_CONTRACT_CLAUSE,"Cost, Latency, And Context",EP-10,Evidence-Derived Human Control Tower,EP-09,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,approved Control Tower user outcome
UXC-112,UX_CONTRACT_CLAUSE,"Events, Receipts, And Exports",EP-10,Evidence-Derived Human Control Tower,EP-03;EP-09,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,approved Control Tower user outcome
UXC-113,UX_CONTRACT_CLAUSE,Authorization Trajectory,EP-10,Evidence-Derived Human Control Tower,EP-08,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,approved Control Tower user outcome
UXC-201,UX_CONTRACT_CLAUSE,Stable shell,EP-10,Evidence-Derived Human Control Tower,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,approved Control Tower user outcome
UXC-202,UX_CONTRACT_CLAUSE,Operational tables,EP-10,Evidence-Derived Human Control Tower,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,approved Control Tower user outcome
UXC-203,UX_CONTRACT_CLAUSE,Graph workspace,EP-10,Evidence-Derived Human Control Tower,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,approved Control Tower user outcome
UXC-204,UX_CONTRACT_CLAUSE,Evidence viewer,EP-10,Evidence-Derived Human Control Tower,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,approved Control Tower user outcome
UXC-205,UX_CONTRACT_CLAUSE,Preserved context,EP-10,Evidence-Derived Human Control Tower,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,approved Control Tower user outcome
UXC-206,UX_CONTRACT_CLAUSE,Inspectors and dialogs,EP-10,Evidence-Derived Human Control Tower,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,approved Control Tower user outcome
UXC-207,UX_CONTRACT_CLAUSE,Keyboard model,EP-10,Evidence-Derived Human Control Tower,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,approved Control Tower user outcome
UXC-208,UX_CONTRACT_CLAUSE,Status notices,EP-10,Evidence-Derived Human Control Tower,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,approved Control Tower user outcome
UXC-209,UX_CONTRACT_CLAUSE,Compact layout,EP-10,Evidence-Derived Human Control Tower,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,approved Control Tower user outcome
UXC-301,UX_CONTRACT_CLAUSE,Server-described actions,EP-10,Evidence-Derived Human Control Tower,EP-01;EP-09,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,approved Control Tower user outcome
UXC-302,UX_CONTRACT_CLAUSE,Preflight,EP-10,Evidence-Derived Human Control Tower,EP-01,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,approved Control Tower user outcome
UXC-303,UX_CONTRACT_CLAUSE,Confirmation,EP-10,Evidence-Derived Human Control Tower,EP-01;EP-09,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,approved Control Tower user outcome
UXC-304,UX_CONTRACT_CLAUSE,Submission,EP-10,Evidence-Derived Human Control Tower,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,approved Control Tower user outcome
UXC-305,UX_CONTRACT_CLAUSE,Resolution,EP-10,Evidence-Derived Human Control Tower,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,approved Control Tower user outcome
UXC-306,UX_CONTRACT_CLAUSE,Conflict,EP-10,Evidence-Derived Human Control Tower,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,approved Control Tower user outcome
