inventory_id,authority_type,title,primary_epic_id,primary_story_id,story_title,story_global_order,primary_owner_count,planning_implementable_story,current_implementation_authorized,primary_specs,approved_adrs,story_gate_classification,gate_refs,required_test_count,observability_evidence,completion_receipt_template,coverage_result
FR-081,FUNCTIONAL_REQUIREMENT,Maintain a Canonical Skill Capability Registry,EP-05,ST-05.01,Operate a Versioned Canonical Skill Registry,20,1,true,false,IMPLEMENTATION_BASELINE;TS-06;TS-07;TS-08;TS-09;TS-10;TS-11;TS-12;TS-13;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-008;ADR-009;ADR-010;ADR-011;ADR-012;ADR-013;ADR-014;ADR-015;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-008;BD-010;HD-007,4,ST-05.01:StoryCompletionReceipt,ST-05.01:StoryCompletionReceipt:<artifact-hash>,PASS
FR-082,FUNCTIONAL_REQUIREMENT,Organize canonical skills by authority lane,EP-05,ST-05.01,Operate a Versioned Canonical Skill Registry,20,1,true,false,IMPLEMENTATION_BASELINE;TS-06;TS-07;TS-08;TS-09;TS-10;TS-11;TS-12;TS-13;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-008;ADR-009;ADR-010;ADR-011;ADR-012;ADR-013;ADR-014;ADR-015;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-008;BD-010;HD-007,4,ST-05.01:StoryCompletionReceipt,ST-05.01:StoryCompletionReceipt:<artifact-hash>,PASS
FR-083,FUNCTIONAL_REQUIREMENT,Track skill maturity and plasticity,EP-05,ST-05.01,Operate a Versioned Canonical Skill Registry,20,1,true,false,IMPLEMENTATION_BASELINE;TS-06;TS-07;TS-08;TS-09;TS-10;TS-11;TS-12;TS-13;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-008;ADR-009;ADR-010;ADR-011;ADR-012;ADR-013;ADR-014;ADR-015;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-008;BD-010;HD-007,4,ST-05.01:StoryCompletionReceipt,ST-05.01:StoryCompletionReceipt:<artifact-hash>,PASS
FR-084,FUNCTIONAL_REQUIREMENT,Run a formal skill necessity and capability-gap test,EP-05,ST-05.02,Prove a Skill Is Needed Before Designing It,21,1,true,false,TS-00;TS-07;TS-08,ADR-009;ADR-010,BLOCKED_PENDING_HUMAN_DECISION,BD-010;HD-007,4,ST-05.02:StoryCompletionReceipt,ST-05.02:StoryCompletionReceipt:<artifact-hash>,PASS
FR-085,FUNCTIONAL_REQUIREMENT,"Prefer reuse, adaptation, or adapter composition",EP-05,ST-05.02,Prove a Skill Is Needed Before Designing It,21,1,true,false,TS-00;TS-07;TS-08,ADR-009;ADR-010,BLOCKED_PENDING_HUMAN_DECISION,BD-010;HD-007,4,ST-05.02:StoryCompletionReceipt,ST-05.02:StoryCompletionReceipt:<artifact-hash>,PASS
FR-086,FUNCTIONAL_REQUIREMENT,Compile a typed Skill Design Brief,EP-05,ST-05.02,Prove a Skill Is Needed Before Designing It,21,1,true,false,TS-00;TS-07;TS-08,ADR-009;ADR-010,BLOCKED_PENDING_HUMAN_DECISION,BD-010;HD-007,4,ST-05.02:StoryCompletionReceipt,ST-05.02:StoryCompletionReceipt:<artifact-hash>,PASS
FR-087,FUNCTIONAL_REQUIREMENT,Use leading words as tested behavioral anchors,EP-05,ST-05.03,Package Portable Skills with Behavioral Anchors,22,1,true,false,TS-00;TS-07;TS-08;TS-09;TS-10;TS-12;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-009;ADR-010;ADR-011;ADR-012;ADR-016;ADR-017,BLOCKED_PENDING_HUMAN_DECISION,BD-010;HD-007,4,ST-05.03:StoryCompletionReceipt,ST-05.03:StoryCompletionReceipt:<artifact-hash>,PASS
FR-088,FUNCTIONAL_REQUIREMENT,Compile portable progressively disclosed skill packages,EP-05,ST-05.03,Package Portable Skills with Behavioral Anchors,22,1,true,false,TS-00;TS-07;TS-08;TS-09;TS-10;TS-12;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-009;ADR-010;ADR-011;ADR-012;ADR-016;ADR-017,BLOCKED_PENDING_HUMAN_DECISION,BD-010;HD-007,4,ST-05.03:StoryCompletionReceipt,ST-05.03:StoryCompletionReceipt:<artifact-hash>,PASS
FR-089,FUNCTIONAL_REQUIREMENT,Bind skill packages to evaluation assets,EP-05,ST-05.03,Package Portable Skills with Behavioral Anchors,22,1,true,false,TS-00;TS-07;TS-08;TS-09;TS-10;TS-12;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-009;ADR-010;ADR-011;ADR-012;ADR-016;ADR-017,BLOCKED_PENDING_HUMAN_DECISION,BD-010;HD-007,4,ST-05.03:StoryCompletionReceipt,ST-05.03:StoryCompletionReceipt:<artifact-hash>,PASS
FR-090,FUNCTIONAL_REQUIREMENT,"Detect skill no-ops, sediment, and redundancy",EP-05,ST-05.03,Package Portable Skills with Behavioral Anchors,22,1,true,false,TS-00;TS-07;TS-08;TS-09;TS-10;TS-12;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-009;ADR-010;ADR-011;ADR-012;ADR-016;ADR-017,BLOCKED_PENDING_HUMAN_DECISION,BD-010;HD-007,4,ST-05.03:StoryCompletionReceipt,ST-05.03:StoryCompletionReceipt:<artifact-hash>,PASS
FR-091,FUNCTIONAL_REQUIREMENT,Represent harness-local skill adaptations,EP-05,ST-05.04,Assemble a Deterministic Phase-Local JIT Capsule,23,1,true,false,TS-00;TS-05;TS-07;TS-08;TS-09;TS-10;TS-12;TS-13;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-009;ADR-010;ADR-011;ADR-012;ADR-016;ADR-017,BLOCKED_PENDING_HUMAN_DECISION,BD-010;HD-007,4,ST-05.04:StoryCompletionReceipt,ST-05.04:StoryCompletionReceipt:<artifact-hash>,PASS
FR-092,FUNCTIONAL_REQUIREMENT,Define Skill Composition Recipes,EP-05,ST-05.04,Assemble a Deterministic Phase-Local JIT Capsule,23,1,true,false,TS-00;TS-05;TS-07;TS-08;TS-09;TS-10;TS-12;TS-13;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-009;ADR-010;ADR-011;ADR-012;ADR-016;ADR-017,BLOCKED_PENDING_HUMAN_DECISION,BD-010;HD-007,4,ST-05.04:StoryCompletionReceipt,ST-05.04:StoryCompletionReceipt:<artifact-hash>,PASS
FR-093,FUNCTIONAL_REQUIREMENT,Compile runtime binding schemas,EP-05,ST-05.04,Assemble a Deterministic Phase-Local JIT Capsule,23,1,true,false,TS-00;TS-05;TS-07;TS-08;TS-09;TS-10;TS-12;TS-13;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-009;ADR-010;ADR-011;ADR-012;ADR-016;ADR-017,BLOCKED_PENDING_HUMAN_DECISION,BD-010;HD-007,4,ST-05.04:StoryCompletionReceipt,ST-05.04:StoryCompletionReceipt:<artifact-hash>,PASS
FR-094,FUNCTIONAL_REQUIREMENT,Assemble capsules through deterministic code,EP-05,ST-05.04,Assemble a Deterministic Phase-Local JIT Capsule,23,1,true,false,TS-00;TS-05;TS-07;TS-08;TS-09;TS-10;TS-12;TS-13;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-009;ADR-010;ADR-011;ADR-012;ADR-016;ADR-017,BLOCKED_PENDING_HUMAN_DECISION,BD-010;HD-007,4,ST-05.04:StoryCompletionReceipt,ST-05.04:StoryCompletionReceipt:<artifact-hash>,PASS
FR-095,FUNCTIONAL_REQUIREMENT,Resolve binding dependencies before compilation,EP-05,ST-05.04,Assemble a Deterministic Phase-Local JIT Capsule,23,1,true,false,TS-00;TS-05;TS-07;TS-08;TS-09;TS-10;TS-12;TS-13;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-009;ADR-010;ADR-011;ADR-012;ADR-016;ADR-017,BLOCKED_PENDING_HUMAN_DECISION,BD-010;HD-007,4,ST-05.04:StoryCompletionReceipt,ST-05.04:StoryCompletionReceipt:<artifact-hash>,PASS
FR-096,FUNCTIONAL_REQUIREMENT,Apply typed authority and precedence rules,EP-05,ST-05.04,Assemble a Deterministic Phase-Local JIT Capsule,23,1,true,false,TS-00;TS-05;TS-07;TS-08;TS-09;TS-10;TS-12;TS-13;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-009;ADR-010;ADR-011;ADR-012;ADR-016;ADR-017,BLOCKED_PENDING_HUMAN_DECISION,BD-010;HD-007,4,ST-05.04:StoryCompletionReceipt,ST-05.04:StoryCompletionReceipt:<artifact-hash>,PASS
FR-097,FUNCTIONAL_REQUIREMENT,Enforce approved degradation policies,EP-05,ST-05.04,Assemble a Deterministic Phase-Local JIT Capsule,23,1,true,false,TS-00;TS-05;TS-07;TS-08;TS-09;TS-10;TS-12;TS-13;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-009;ADR-010;ADR-011;ADR-012;ADR-016;ADR-017,BLOCKED_PENDING_HUMAN_DECISION,BD-010;HD-007,4,ST-05.04:StoryCompletionReceipt,ST-05.04:StoryCompletionReceipt:<artifact-hash>,PASS
FR-098,FUNCTIONAL_REQUIREMENT,Compile Minimum Complete Context,EP-05,ST-05.04,Assemble a Deterministic Phase-Local JIT Capsule,23,1,true,false,TS-00;TS-05;TS-07;TS-08;TS-09;TS-10;TS-12;TS-13;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-009;ADR-010;ADR-011;ADR-012;ADR-016;ADR-017,BLOCKED_PENDING_HUMAN_DECISION,BD-010;HD-007,4,ST-05.04:StoryCompletionReceipt,ST-05.04:StoryCompletionReceipt:<artifact-hash>,PASS
FR-099,FUNCTIONAL_REQUIREMENT,Emit a complete JIT capsule package,EP-05,ST-05.04,Assemble a Deterministic Phase-Local JIT Capsule,23,1,true,false,TS-00;TS-05;TS-07;TS-08;TS-09;TS-10;TS-12;TS-13;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-009;ADR-010;ADR-011;ADR-012;ADR-016;ADR-017,BLOCKED_PENDING_HUMAN_DECISION,BD-010;HD-007,4,ST-05.04:StoryCompletionReceipt,ST-05.04:StoryCompletionReceipt:<artifact-hash>,PASS
FR-100,FUNCTIONAL_REQUIREMENT,Bind exact versions and hashes,EP-05,ST-05.05,Pin and Dispose of Capsules Reproducibly,24,1,true,false,TS-09,ADR-004;ADR-009,BLOCKED_PENDING_HUMAN_DECISION,BD-010;HD-007,4,ST-05.05:StoryCompletionReceipt,ST-05.05:StoryCompletionReceipt:<artifact-hash>,PASS
FR-101,FUNCTIONAL_REQUIREMENT,Treat capsules as ephemeral phase-local artifacts,EP-05,ST-05.05,Pin and Dispose of Capsules Reproducibly,24,1,true,false,TS-09,ADR-004;ADR-009,BLOCKED_PENDING_HUMAN_DECISION,BD-010;HD-007,4,ST-05.05:StoryCompletionReceipt,ST-05.05:StoryCompletionReceipt:<artifact-hash>,PASS
FR-102,FUNCTIONAL_REQUIREMENT,Preserve deterministic assembly and bounded stochastic execution,EP-05,ST-05.05,Pin and Dispose of Capsules Reproducibly,24,1,true,false,TS-09,ADR-004;ADR-009,BLOCKED_PENDING_HUMAN_DECISION,BD-010;HD-007,4,ST-05.05:StoryCompletionReceipt,ST-05.05:StoryCompletionReceipt:<artifact-hash>,PASS
FR-103,FUNCTIONAL_REQUIREMENT,Evaluate every skill-system layer,EP-08,ST-08.01,Measure Behavior Against Controls in Fresh Contexts,34,1,true,false,TS-10,ADR-003;ADR-010,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-008;HD-006;HD-007,4,ST-08.01:StoryCompletionReceipt,ST-08.01:StoryCompletionReceipt:<artifact-hash>,PASS
FR-104,FUNCTIONAL_REQUIREMENT,Require a no-guidance control,EP-08,ST-08.01,Measure Behavior Against Controls in Fresh Contexts,34,1,true,false,TS-10,ADR-003;ADR-010,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-008;HD-006;HD-007,4,ST-08.01:StoryCompletionReceipt,ST-08.01:StoryCompletionReceipt:<artifact-hash>,PASS
FR-105,FUNCTIONAL_REQUIREMENT,Run repeated fresh-context trials,EP-08,ST-08.01,Measure Behavior Against Controls in Fresh Contexts,34,1,true,false,TS-10,ADR-003;ADR-010,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-008;HD-006;HD-007,4,ST-08.01:StoryCompletionReceipt,ST-08.01:StoryCompletionReceipt:<artifact-hash>,PASS
FR-106,FUNCTIONAL_REQUIREMENT,"Generate positive, adversarial, missing-evidence, and pressure cases",EP-08,ST-08.01,Measure Behavior Against Controls in Fresh Contexts,34,1,true,false,TS-10,ADR-003;ADR-010,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-008;HD-006;HD-007,4,ST-08.01:StoryCompletionReceipt,ST-08.01:StoryCompletionReceipt:<artifact-hash>,PASS
FR-107,FUNCTIONAL_REQUIREMENT,Promote maturity only through stored receipts,EP-08,ST-08.02,Promote Maturity Only Through Protected Receipts,35,1,true,false,IMPLEMENTATION_BASELINE;TS-02;TS-03;TS-08;TS-10;TS-13;TS-14;TS-15,ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-007;ADR-008;ADR-009;ADR-010;ADR-012;ADR-013;ADR-014;ADR-015;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-007;BD-008;HD-006;HD-007,4,ST-08.02:StoryCompletionReceipt,ST-08.02:StoryCompletionReceipt:<artifact-hash>,PASS
FR-108,FUNCTIONAL_REQUIREMENT,Verify evaluated artifact identity,EP-08,ST-08.02,Promote Maturity Only Through Protected Receipts,35,1,true,false,IMPLEMENTATION_BASELINE;TS-02;TS-03;TS-08;TS-10;TS-13;TS-14;TS-15,ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-007;ADR-008;ADR-009;ADR-010;ADR-012;ADR-013;ADR-014;ADR-015;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-007;BD-008;HD-006;HD-007,4,ST-08.02:StoryCompletionReceipt,ST-08.02:StoryCompletionReceipt:<artifact-hash>,PASS
FR-109,FUNCTIONAL_REQUIREMENT,Maintain a staged benchmark portfolio,EP-08,ST-08.02,Promote Maturity Only Through Protected Receipts,35,1,true,false,IMPLEMENTATION_BASELINE;TS-02;TS-03;TS-08;TS-10;TS-13;TS-14;TS-15,ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-007;ADR-008;ADR-009;ADR-010;ADR-012;ADR-013;ADR-014;ADR-015;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-007;BD-008;HD-006;HD-007,4,ST-08.02:StoryCompletionReceipt,ST-08.02:StoryCompletionReceipt:<artifact-hash>,PASS
FR-110,FUNCTIONAL_REQUIREMENT,Maintain a layered versioned benchmark corpus,EP-08,ST-08.02,Promote Maturity Only Through Protected Receipts,35,1,true,false,IMPLEMENTATION_BASELINE;TS-02;TS-03;TS-08;TS-10;TS-13;TS-14;TS-15,ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-007;ADR-008;ADR-009;ADR-010;ADR-012;ADR-013;ADR-014;ADR-015;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-007;BD-008;HD-006;HD-007,4,ST-08.02:StoryCompletionReceipt,ST-08.02:StoryCompletionReceipt:<artifact-hash>,PASS
FR-111,FUNCTIONAL_REQUIREMENT,Generate controlled mutation tests,EP-08,ST-08.03,Score Independent Dimensions and Controlled Mutations,36,1,true,false,TS-10;TS-11;TS-12;TS-14,ADR-002;ADR-003;ADR-006;ADR-010;ADR-011;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-008;HD-006;HD-007,4,ST-08.03:StoryCompletionReceipt,ST-08.03:StoryCompletionReceipt:<artifact-hash>,PASS
FR-112,FUNCTIONAL_REQUIREMENT,Protect release-gate benchmark integrity,EP-08,ST-08.03,Score Independent Dimensions and Controlled Mutations,36,1,true,false,TS-10;TS-11;TS-12;TS-14,ADR-002;ADR-003;ADR-006;ADR-010;ADR-011;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-008;HD-006;HD-007,4,ST-08.03:StoryCompletionReceipt,ST-08.03:StoryCompletionReceipt:<artifact-hash>,PASS
FR-113,FUNCTIONAL_REQUIREMENT,Score independent quality dimensions,EP-08,ST-08.03,Score Independent Dimensions and Controlled Mutations,36,1,true,false,TS-10;TS-11;TS-12;TS-14,ADR-002;ADR-003;ADR-006;ADR-010;ADR-011;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-008;HD-006;HD-007,4,ST-08.03:StoryCompletionReceipt,ST-08.03:StoryCompletionReceipt:<artifact-hash>,PASS
FR-114,FUNCTIONAL_REQUIREMENT,Enforce hard release gates,EP-08,ST-08.03,Score Independent Dimensions and Controlled Mutations,36,1,true,false,TS-10;TS-11;TS-12;TS-14,ADR-002;ADR-003;ADR-006;ADR-010;ADR-011;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-008;HD-006;HD-007,4,ST-08.03:StoryCompletionReceipt,ST-08.03:StoryCompletionReceipt:<artifact-hash>,PASS
FR-115,FUNCTIONAL_REQUIREMENT,Report repeated-run stability,EP-08,ST-08.03,Score Independent Dimensions and Controlled Mutations,36,1,true,false,TS-10;TS-11;TS-12;TS-14,ADR-002;ADR-003;ADR-006;ADR-010;ADR-011;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-008;HD-006;HD-007,4,ST-08.03:StoryCompletionReceipt,ST-08.03:StoryCompletionReceipt:<artifact-hash>,PASS
FR-116,FUNCTIONAL_REQUIREMENT,Ingest downstream implementation and harness results,EP-08,ST-08.03,Score Independent Dimensions and Controlled Mutations,36,1,true,false,TS-10;TS-11;TS-12;TS-14,ADR-002;ADR-003;ADR-006;ADR-010;ADR-011;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-008;HD-006;HD-007,4,ST-08.03:StoryCompletionReceipt,ST-08.03:StoryCompletionReceipt:<artifact-hash>,PASS
FR-117,FUNCTIONAL_REQUIREMENT,Show a run overview,EP-10,ST-10.01,Open a Trustworthy Run Index and Overview,49,1,true,false,TS-12,ADR-003;ADR-011;ADR-016,CONDITIONAL_EXTERNAL_DEPENDENCY,,4,ST-10.01:StoryCompletionReceipt,ST-10.01:StoryCompletionReceipt:<artifact-hash>,PASS
FR-118,FUNCTIONAL_REQUIREMENT,Render the Phase and Context Graphs,EP-10,ST-10.02,"Explore Phase, Context, and Dependency Graphs",50,1,true,false,TS-12,ADR-003;ADR-011;ADR-016,CONDITIONAL_EXTERNAL_DEPENDENCY,,4,ST-10.02:StoryCompletionReceipt,ST-10.02:StoryCompletionReceipt:<artifact-hash>,PASS
FR-119,FUNCTIONAL_REQUIREMENT,Expose evidence and visual understanding,EP-10,ST-10.03,Inspect Evidence and Syntax Behind Decisions,51,1,true,false,TS-02;TS-12,ADR-003;ADR-007;ADR-011;ADR-012;ADR-016,CONDITIONAL_EXTERNAL_DEPENDENCY,,4,ST-10.03:StoryCompletionReceipt,ST-10.03:StoryCompletionReceipt:<artifact-hash>,PASS
FR-120,FUNCTIONAL_REQUIREMENT,Expose Genesis decisions and authority,EP-10,ST-10.04,Review Genesis Decisions and Human Authority,52,1,true,false,TS-12,ADR-003;ADR-011;ADR-016,CONDITIONAL_EXTERNAL_DEPENDENCY,,4,ST-10.04:StoryCompletionReceipt,ST-10.04:StoryCompletionReceipt:<artifact-hash>,PASS
FR-121,FUNCTIONAL_REQUIREMENT,"Expose skills, recipes, and capsules",EP-10,ST-10.05,"Trace Skills, Recipes, and Runtime Capsules",53,1,true,false,TS-10;TS-12,ADR-003;ADR-010;ADR-011;ADR-016,CONDITIONAL_EXTERNAL_DEPENDENCY,,4,ST-10.05:StoryCompletionReceipt,ST-10.05:StoryCompletionReceipt:<artifact-hash>,PASS
FR-122,FUNCTIONAL_REQUIREMENT,Expose contracts and module ownership,EP-10,ST-10.06,"Inspect Ownership, Modules, and Contracts",54,1,true,false,TS-06;TS-12,ADR-002;ADR-003;ADR-004;ADR-011;ADR-016,CONDITIONAL_EXTERNAL_DEPENDENCY,,4,ST-10.06:StoryCompletionReceipt,ST-10.06:StoryCompletionReceipt:<artifact-hash>,PASS
FR-123,FUNCTIONAL_REQUIREMENT,Expose evaluations and repair history,EP-10,ST-10.07,"Judge Evaluations, Repairs, and Authorization Trajectory",55,1,true,false,TS-10;TS-12,ADR-003;ADR-010;ADR-011;ADR-016,CONDITIONAL_EXTERNAL_DEPENDENCY,,4,ST-10.07:StoryCompletionReceipt,ST-10.07:StoryCompletionReceipt:<artifact-hash>,PASS
FR-124,FUNCTIONAL_REQUIREMENT,"Track cost, latency, and context usage",EP-10,ST-10.08,"Monitor Workflow, Incidents, Cost, and Context",56,1,true,false,TS-12;TS-14,ADR-002;ADR-003;ADR-006;ADR-011;ADR-012;ADR-016;ADR-017,CONDITIONAL_EXTERNAL_DEPENDENCY,,4,ST-10.08:StoryCompletionReceipt,ST-10.08:StoryCompletionReceipt:<artifact-hash>,PASS
FR-125,FUNCTIONAL_REQUIREMENT,Provide governed human actions,EP-10,ST-10.09,Execute Governed Commands and Export Receipts,57,1,true,false,TS-01;TS-06;TS-12;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-011;ADR-012;ADR-016;ADR-017,CONDITIONAL_EXTERNAL_DEPENDENCY,,4,ST-10.09:StoryCompletionReceipt,ST-10.09:StoryCompletionReceipt:<artifact-hash>,PASS
FR-126,FUNCTIONAL_REQUIREMENT,Prevent the UI from becoming a second source of truth,EP-10,ST-10.13,"Contain Partial, Redacted, Failed, and Invalidated Projections",61,1,true,false,TS-00;TS-12;TS-14,ADR-002;ADR-003;ADR-006;ADR-011;ADR-012;ADR-016;ADR-017,CONDITIONAL_EXTERNAL_DEPENDENCY,,4,ST-10.13:StoryCompletionReceipt,ST-10.13:StoryCompletionReceipt:<artifact-hash>,PASS
FR-127,FUNCTIONAL_REQUIREMENT,Define a typed failure taxonomy,EP-08,ST-08.04,Diagnose Root Cause Before Selecting Repair,37,1,true,false,TS-00;TS-05;TS-07;TS-10;TS-11;TS-12;TS-13;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-010;ADR-011;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-008;HD-006;HD-007,4,ST-08.04:StoryCompletionReceipt,ST-08.04:StoryCompletionReceipt:<artifact-hash>,PASS
FR-128,FUNCTIONAL_REQUIREMENT,Require root-cause investigation before repair,EP-08,ST-08.04,Diagnose Root Cause Before Selecting Repair,37,1,true,false,TS-00;TS-05;TS-07;TS-10;TS-11;TS-12;TS-13;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-010;ADR-011;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-008;HD-006;HD-007,4,ST-08.04:StoryCompletionReceipt,ST-08.04:StoryCompletionReceipt:<artifact-hash>,PASS
FR-129,FUNCTIONAL_REQUIREMENT,Compile a Repair and Invalidation Graph,EP-08,ST-08.04,Diagnose Root Cause Before Selecting Repair,37,1,true,false,TS-00;TS-05;TS-07;TS-10;TS-11;TS-12;TS-13;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-010;ADR-011;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-008;HD-006;HD-007,4,ST-08.04:StoryCompletionReceipt,ST-08.04:StoryCompletionReceipt:<artifact-hash>,PASS
FR-130,FUNCTIONAL_REQUIREMENT,Preserve unaffected upstream state,EP-08,ST-08.05,Repair Selectively and Rerun Only Affected Regressions,38,1,true,false,TS-13,ADR-003;ADR-004;ADR-005;ADR-010,BLOCKED_PENDING_HUMAN_DECISION,BD-008;HD-006;HD-007,4,ST-08.05:StoryCompletionReceipt,ST-08.05:StoryCompletionReceipt:<artifact-hash>,PASS
FR-131,FUNCTIONAL_REQUIREMENT,Rerun targeted regression suites,EP-08,ST-08.05,Repair Selectively and Rerun Only Affected Regressions,38,1,true,false,TS-13,ADR-003;ADR-004;ADR-005;ADR-010,BLOCKED_PENDING_HUMAN_DECISION,BD-008;HD-006;HD-007,4,ST-08.05:StoryCompletionReceipt,ST-08.05:StoryCompletionReceipt:<artifact-hash>,PASS
FR-132,FUNCTIONAL_REQUIREMENT,Escalate repeated or constitutional failures,EP-08,ST-08.05,Repair Selectively and Rerun Only Affected Regressions,38,1,true,false,TS-13,ADR-003;ADR-004;ADR-005;ADR-010,BLOCKED_PENDING_HUMAN_DECISION,BD-008;HD-006;HD-007,4,ST-08.05:StoryCompletionReceipt,ST-08.05:StoryCompletionReceipt:<artifact-hash>,PASS
FR-133,FUNCTIONAL_REQUIREMENT,Evaluate an evidence-backed readiness gate,EP-08,ST-08.06,Issue Evidence-Backed Readiness and Authorization Receipts,39,1,true,false,TS-00;TS-01;TS-02;TS-04;TS-05;TS-06;TS-07;TS-08;TS-09;TS-10;TS-11;TS-12;TS-13;TS-14;TS-15,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-007;ADR-008;ADR-009;ADR-010;ADR-011;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-008;BD-014;HD-006;HD-007,4,ST-08.06:StoryCompletionReceipt,ST-08.06:StoryCompletionReceipt:<artifact-hash>,PASS
FR-134,FUNCTIONAL_REQUIREMENT,Issue typed authorization outcomes,EP-08,ST-08.06,Issue Evidence-Backed Readiness and Authorization Receipts,39,1,true,false,TS-00;TS-01;TS-02;TS-04;TS-05;TS-06;TS-07;TS-08;TS-09;TS-10;TS-11;TS-12;TS-13;TS-14;TS-15,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-007;ADR-008;ADR-009;ADR-010;ADR-011;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-008;BD-014;HD-006;HD-007,4,ST-08.06:StoryCompletionReceipt,ST-08.06:StoryCompletionReceipt:<artifact-hash>,PASS
