id,type,title,feature_or_domain,classification,release_scope,primary_spec,requirement_text,repository_evidence,coverage_basis,blocking_decisions
FR-186,FR,Route requests through an explicit Workflow Router,F18,NEW_IMPLEMENTATION,RELEASE_1,TS-14,"A deterministic or bounded classifier must select an eligible Workflow Profile from request type, compilation target, run state, risk, incident class, and registry policy before execution begins.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F18-builder-workflow-runtime.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-005;BD-006;BD-012;BD-013
FR-187,FR,Require a manual shadow workflow before production automation,F18,NEW_IMPLEMENTATION,RELEASE_1,TS-14,"The selected Release 1 reference path must first be executed and observed end to end with every human action, agent judgment, deterministic operation, handoff, condition, failure, cost, and artifact recorded before the workflow is promoted for automation.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F18-builder-workflow-runtime.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-005;BD-006;BD-012;BD-013
FR-188,FR,Separate deterministic code execution from agent execution,F18,NEW_IMPLEMENTATION,RELEASE_1,TS-14,"The runtime must invoke deterministic transforms, validators, linters, schema checks, graph checks, parsers, and state mutations as code-owned nodes outside the agent skill or prompt that consumes their results.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F18-builder-workflow-runtime.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-005;BD-006;BD-012;BD-013
FR-189,FR,Execute agent nodes through evaluated phase-local capsules,F18,NEW_IMPLEMENTATION,RELEASE_1,TS-14,"Every agent-owned node must run from a versioned typed model program or agent adapter using the exact approved JIT Execution Capsule, input contracts, model policy, and tool permissions for that node.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F18-builder-workflow-runtime.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-005;BD-006;BD-012;BD-013
FR-190,FR,Validate every node before releasing its outputs,F18,NEW_IMPLEMENTATION,RELEASE_1,TS-14,"A node output must pass all declared deterministic validators, semantic evaluators, authority checks, and completion criteria before its contract becomes consumable by downstream nodes.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F18-builder-workflow-runtime.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-005;BD-006;BD-012;BD-013
FR-191,FR,Return structured failure context only to the responsible node,F18,NEW_IMPLEMENTATION,RELEASE_1,TS-14,"When a validator or evaluator fails, the runtime must package the minimal complete failure evidence and route it to the root-cause owner defined by the Repair and Invalidation Graph rather than replay the entire run.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F18-builder-workflow-runtime.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-005;BD-006;BD-012;BD-013
FR-192,FR,Require root-cause investigation before workflow repair,F18,NEW_IMPLEMENTATION,RELEASE_1,TS-14,"The repair workflow must reproduce and localize a workflow failure, compare working and failing paths, state a testable root-cause hypothesis, and gather evidence before modifying the responsible node, route, skill, or contract.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F18-builder-workflow-runtime.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-005;BD-006;BD-012;BD-013
FR-193,FR,"Enforce bounded retries, timeouts, and circuit breakers",F18,NEW_IMPLEMENTATION,RELEASE_1,TS-14,"Every retryable node and feedback edge must declare maximum attempts, backoff or scheduling policy, timeout, retryable failure classes, non-retryable failures, circuit-breaker condition, and escalation destination.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F18-builder-workflow-runtime.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-005;BD-006;BD-012;BD-013
FR-194,FR,Support idempotent checkpoints and resume,F18,NEW_IMPLEMENTATION,RELEASE_1,TS-14,"The runtime must checkpoint committed node inputs, outputs, validation receipts, side effects, selected profile, and next eligible nodes so interrupted workflows resume without duplicating successful work.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F18-builder-workflow-runtime.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-005;BD-006;BD-012;BD-013
FR-195,FR,Isolate workflow nodes and implementation tasks,F18,NEW_IMPLEMENTATION,RELEASE_1,TS-14,"Architecture must assign worktree, process, container, or stronger sandbox isolation to nodes and implementation stories according to tool risk, source sensitivity, concurrency, and reproducibility needs.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F18-builder-workflow-runtime.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-005;BD-006;BD-012;BD-013
FR-196,FR,"Apply least-privilege tool, source, secret, and network access",F18,NEW_IMPLEMENTATION,RELEASE_1,TS-14,"Each sandbox or agent node must receive only the sources, tools, credentials, filesystem paths, network destinations, and write permissions declared by its node contract.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F18-builder-workflow-runtime.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-005;BD-006;BD-012;BD-013
FR-197,FR,Parallelize only dependency-independent work,F18,NEW_IMPLEMENTATION,RELEASE_1,TS-14,"The scheduler may run deterministic scans, candidate generation, evaluator repetitions, or implementation tasks in parallel only when the Workflow IR proves independence and defines concurrency, cancellation, merge, and conflict policy.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F18-builder-workflow-runtime.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-005;BD-006;BD-012;BD-013
FR-198,FR,Use quality-gated candidate races,F18,NEW_IMPLEMENTATION,RELEASE_1,TS-14,"When multiple agents or sandboxes generate competing candidates, selection must follow declared evidence, contract, quality, cost, and latency gates rather than accept the first completed candidate automatically.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F18-builder-workflow-runtime.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-005;BD-006;BD-012;BD-013
FR-199,FR,Route model and compute by task complexity and risk,F18,NEW_IMPLEMENTATION,RELEASE_1,TS-14,"The runtime must select model tier, candidate count, evaluator strength, tool access, and compute budget using an explicit policy informed by node responsibility, ambiguity, risk, expected value, and prior benchmark performance.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F18-builder-workflow-runtime.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-005;BD-006;BD-012;BD-013
FR-200,FR,Isolate independent evaluators from generator context,F18,NEW_IMPLEMENTATION,RELEASE_1,TS-14,"Evaluation nodes must receive the minimum contracts, rubric, evidence, candidate, and provenance required for judgment and must not inherit generator reasoning, preferred answers, or hidden benchmark labels.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F18-builder-workflow-runtime.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-005;BD-006;BD-012;BD-013
FR-201,FR,Place human gates according to authority and operational risk,F18,NEW_IMPLEMENTATION,RELEASE_1,TS-14,"Workflow Profiles must declare required human planning, ratification, waiver, incident, release, and final-review gates and may remove them only through an approved evidence-backed policy change.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F18-builder-workflow-runtime.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-005;BD-006;BD-012;BD-013
FR-202,FR,Expose workflow queues and status transitions,F18,NEW_IMPLEMENTATION,RELEASE_1,TS-14,"The runtime must represent queued, eligible, running, waiting-human, blocked, retrying, cancelled, passed, failed, and superseded node states and make their transitions observable and queryable.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F18-builder-workflow-runtime.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-005;BD-006;BD-012;BD-013
FR-203,FR,Emit node-level workflow telemetry,F18,NEW_IMPLEMENTATION,RELEASE_1,TS-14,"Every node execution must report actor, workflow and node version, start and end time, latency, deterministic compute, model tokens and cost, tool calls, retries, cache use, sandbox identity, artifacts, validation, and final status.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F18-builder-workflow-runtime.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-005;BD-006;BD-012;BD-013
FR-204,FR,Test complete workflow behavior at public seams,F18,NEW_IMPLEMENTATION,RELEASE_1,TS-14,"The Builder must maintain end-to-end tests proving routing, node contracts, validation, feedback, resume, human gates, authorization, observability, and artifact identity across the reference workflow.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F18-builder-workflow-runtime.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-005;BD-006;BD-012;BD-013
FR-205,FR,Run workflow fault-injection and recovery tests,F18,NEW_IMPLEMENTATION,RELEASE_1,TS-14,"Production Workflow Profiles must be tested against agent errors, malformed contracts, code failures, timeouts, lost events, sandbox termination, stale checkpoints, unavailable providers, and partial parallel failure.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F18-builder-workflow-runtime.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-005;BD-006;BD-012;BD-013
FR-206,FR,Promote workflow definitions through CI and release gates,F18,NEW_IMPLEMENTATION,RELEASE_1,TS-14,"Workflow IR schemas, profiles, routers, node adapters, validation policies, and sandbox policies must pass versioned tests and benchmark gates before promotion from draft to tested and production.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F18-builder-workflow-runtime.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-005;BD-006;BD-012;BD-013
FR-207,FR,"Version, migrate, and roll back workflow profiles",F18,NEW_IMPLEMENTATION,RELEASE_1,TS-14,"The product must support explicit compatibility, migration, deprecation, dual-run comparison, and rollback for Workflow IR, node contracts, routes, and profile versions.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F18-builder-workflow-runtime.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-005;BD-006;BD-012;BD-013
FR-208,FR,Provide specialized incident and hotfix workflows,F18,NEW_IMPLEMENTATION,RELEASE_1,TS-14,"The Workflow Profile Registry must support a constrained incident path for severe Builder failures such as corrupted source lock, JIT compiler regression, benchmark leakage, false readiness, or stable-skill regression.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F18-builder-workflow-runtime.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-005;BD-006;BD-012;BD-013
FR-209,FR,"Measure workflow cost, latency, quality, and intervention",F18,NEW_IMPLEMENTATION,RELEASE_1,TS-14,"Every Workflow Profile must define and report p50/p95 node and end-to-end latency, deterministic compute, model tokens and cost, retry rate, first-pass pass rate, failure containment, operator interventions, and cost per authorized Development Capsule.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F18-builder-workflow-runtime.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-005;BD-006;BD-012;BD-013
FR-210,FR,Reject monolithic skill-owned production workflows,F18,NEW_IMPLEMENTATION,RELEASE_1,TS-14,"The Builder must fail architecture and readiness when a production workflow hides multiple independently testable nodes, deterministic checks, routing conditions, and human gates inside one large SKILL.md, prompt, or unrestricted agent session.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F18-builder-workflow-runtime.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-005;BD-006;BD-012;BD-013
NFR-REL-001,NFR,Deterministic replay,REL,NEW_IMPLEMENTATION,RELEASE_1,TS-06,"Given identical locked sources, ratified decisions, compiler versions, and configuration, deterministic Builder stages must reproduce byte-identical authoritative artifacts or record an explicit nondeterminism exception.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/06-cross-cutting-nfrs.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
NFR-REL-002,NFR,Resumability,REL,NEW_IMPLEMENTATION,RELEASE_1,TS-01,Every run must resume after interruption from the last committed authoritative event without replaying completed human decisions.,docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/06-cross-cutting-nfrs.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
NFR-REL-003,NFR,Idempotent compilation,REL,NEW_IMPLEMENTATION,RELEASE_1,TS-06,Recompiling an unchanged Harness IR must not create semantically different artifacts or duplicate ledger events.,docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/06-cross-cutting-nfrs.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
NFR-REL-004,NFR,Failure isolation,REL,NEW_IMPLEMENTATION,RELEASE_1,TS-14,"A phase failure must not corrupt locked evidence, ratified decisions, or unaffected artifacts.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/06-cross-cutting-nfrs.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
NFR-PERF-001,NFR,Interactive Control Tower,PERF,NEEDS_EMPIRICAL_PROTOTYPE,RELEASE_1,TS-12,"Common Control Tower status and detail queries should render within 2 seconds at the reference-corpus scale, excluding intentional long-running model operations.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/06-cross-cutting-nfrs.md,"No product implementation exists, and the required algorithm, quality, threshold, or scale behavior must be calibrated with authoritative evidence before production authorization.",BD-001
NFR-PERF-002,NFR,Compilation budget visibility,PERF,NEEDS_EMPIRICAL_PROTOTYPE,RELEASE_1,TS-14,"Every stochastic phase and JIT capsule must declare expected token, latency, and cost budgets and emit actual usage.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/06-cross-cutting-nfrs.md,"No product implementation exists, and the required algorithm, quality, threshold, or scale behavior must be calibrated with authoritative evidence before production authorization.",BD-001
NFR-PERF-003,NFR,No hidden budget overflow,PERF,NEEDS_EMPIRICAL_PROTOTYPE,RELEASE_1,TS-14,"A phase that exceeds its hard context or cost budget must block, degrade through an approved policy, or request authorization; it may not continue silently.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/06-cross-cutting-nfrs.md,"No product implementation exists, and the required algorithm, quality, threshold, or scale behavior must be calibrated with authoritative evidence before production authorization.",BD-001
NFR-PERF-004,NFR,Parallel-safe work,PERF,NEW_IMPLEMENTATION,RELEASE_1,TS-14,"Independent deterministic scans, benchmark repetitions, and evaluator tasks should support bounded parallel execution without shared-state conflicts.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/06-cross-cutting-nfrs.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
NFR-TRACE-001,NFR,End-to-end provenance,TRACE,NEW_IMPLEMENTATION,RELEASE_1,TS-06,"Every material requirement, IR value, generated artifact, decision, benchmark result, and authorization state must be traceable to its source evidence or governing decision.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/06-cross-cutting-nfrs.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
NFR-TRACE-002,NFR,Append-only operational history,TRACE,NEW_IMPLEMENTATION,RELEASE_1,TS-12,Run and human-action history must be append-only or cryptographically superseded; destructive history editing is prohibited.,docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/06-cross-cutting-nfrs.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
NFR-TRACE-003,NFR,Evaluated artifact identity,TRACE,NEW_IMPLEMENTATION,RELEASE_1,TS-10,"Production eligibility must bind exact source-IR, skill, recipe, capsule, compiler, and evaluation-receipt hashes.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/06-cross-cutting-nfrs.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
NFR-TRACE-004,NFR,Knowledge-status integrity,TRACE,NEW_IMPLEMENTATION,RELEASE_1,TS-02,No system component may promote generated or hypothesized content into observed or ratified status without the required authority transition.,docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/06-cross-cutting-nfrs.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
NFR-OBS-001,NFR,Event completeness,OBS,NEW_IMPLEMENTATION,RELEASE_1,TS-12,"Every lifecycle transition, blocker, decision, waiver, invalidation, repair, benchmark verdict, and authorization change must emit a typed event.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/06-cross-cutting-nfrs.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
NFR-OBS-002,NFR,Evidence-backed status,OBS,NEW_IMPLEMENTATION,RELEASE_1,TS-12,"Every displayed status must link to the criteria, events, artifacts, or receipts that justify it.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/06-cross-cutting-nfrs.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
NFR-OBS-003,NFR,No second source of truth,OBS,NEW_IMPLEMENTATION,RELEASE_1,TS-12,The Control Tower may mutate state only through governed commands that update the Harness IR or run ledger and emit receipts.,docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/06-cross-cutting-nfrs.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
NFR-OBS-004,NFR,Exportability,OBS,NEW_IMPLEMENTATION,RELEASE_1,TS-12,"Operators must be able to export machine-readable run state, scorecards, decision history, artifacts, and receipts without scraping the UI.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/06-cross-cutting-nfrs.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
NFR-SEC-001,NFR,Source immutability,SEC,NEW_IMPLEMENTATION,RELEASE_1,TS-02,"Configured source repositories, archives, and specimens are read-only evidence unless an explicit import or migration action creates a new governed copy.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/06-cross-cutting-nfrs.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
NFR-SEC-002,NFR,Path and archive safety,SEC,NEW_IMPLEMENTATION,RELEASE_1,TS-02,"The Builder must prevent archive traversal, unsafe extraction, executable surprise, and unbounded recursive ingestion.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/06-cross-cutting-nfrs.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
NFR-SEC-003,NFR,Authority enforcement,SEC,NEW_IMPLEMENTATION,RELEASE_1,TS-01,"Only authorized actors may ratify constitutional decisions, approve waivers, freeze category constitutions, or issue implementation authorization.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/06-cross-cutting-nfrs.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
NFR-SEC-004,NFR,Secret isolation,SEC,NEW_IMPLEMENTATION,RELEASE_1,TS-14,"Credentials and provider secrets must never be written into Harness IR, generated skills, execution capsules, logs, or exported Development Capsules.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/06-cross-cutting-nfrs.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
NFR-COMPAT-001,NFR,V2.1 compatibility,COMPAT,NOT_APPLICABLE,N/A_NO_LOCAL_V2_1,IMPLEMENTATION_BASELINE,Existing V2.1 runs and compiled packages must remain readable or receive an explicit migration path with loss and incompatibility receipts.,docs/tech-specs/REPOSITORY_INVENTORY.md#v21-determination;governance/SOURCE_REGISTER.json,"No V2.1 source, schema, package, workflow, or test exists inside the repository; migration coverage cannot be inferred from PRD history.",BD-003
NFR-COMPAT-002,NFR,Schema evolution,COMPAT,NEW_IMPLEMENTATION,RELEASE_1,TS-06,"IR, contract, event, category, and skill schemas must be versioned and support documented compatibility and migration rules.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/06-cross-cutting-nfrs.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
NFR-COMPAT-003,NFR,Artifact deprecation,COMPAT,NEW_IMPLEMENTATION,RELEASE_1,TS-06,"Deprecated outputs must include replacement guidance, affected consumers, removal gates, and regression evidence.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/06-cross-cutting-nfrs.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
NFR-PORT-001,NFR,Portable source profiles,PORT,NEW_IMPLEMENTATION,RELEASE_1,TS-02,Source profiles must use resolvable URIs or paths and support local directories and archives without requiring one machine-specific layout.,docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/06-cross-cutting-nfrs.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
NFR-PORT-002,NFR,Runtime adapter boundary,PORT,NEW_IMPLEMENTATION,RELEASE_1,TS-14,Core IR and compilation logic must not be coupled irreversibly to one model provider or one agent harness.,docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/06-cross-cutting-nfrs.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
NFR-UX-001,NFR,Accessible Control Tower,UX,NEW_IMPLEMENTATION,RELEASE_1,TS-12,"The Pi UI must support keyboard navigation, readable status semantics, non-color-only indicators, and accessible evidence inspection.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/06-cross-cutting-nfrs.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
NFR-UX-002,NFR,Progressive disclosure,UX,NEW_IMPLEMENTATION,RELEASE_1,TS-12,"The UI and generated documents must lead with decisions, blockers, and evidence and disclose lower-level technical detail on demand.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/06-cross-cutting-nfrs.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
NFR-EVAL-001,NFR,Protected benchmark integrity,EVAL,NEW_IMPLEMENTATION,RELEASE_1,TS-10,Protected release cases and expected labels must be access-controlled and excluded from training or prompt construction paths.,docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/06-cross-cutting-nfrs.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
NFR-EVAL-002,NFR,Repeated-run measurement,EVAL,NEEDS_EMPIRICAL_PROTOTYPE,RELEASE_1,TS-10,"Critical stochastic benchmark cases must run in fresh contexts with recorded repetition count, variance, minimum, mean, and failure frequency.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/06-cross-cutting-nfrs.md,"No product implementation exists, and the required algorithm, quality, threshold, or scale behavior must be calibrated with authoritative evidence before production authorization.",BD-001
NFR-EVAL-003,NFR,Independent evaluation,EVAL,NEW_IMPLEMENTATION,RELEASE_1,TS-10,A generator or reasoning phase may not be the sole authority approving its own output.,docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/06-cross-cutting-nfrs.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
NFR-MAINT-001,NFR,Single-source generation,MAINT,NEW_IMPLEMENTATION,RELEASE_1,TS-06,Readable documents and executable artifacts must be compiled from canonical IR or registries rather than independently maintained duplicates.,docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/06-cross-cutting-nfrs.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
NFR-MAINT-002,NFR,Skill ecology maintainability,MAINT,NEW_IMPLEMENTATION,RELEASE_1,TS-08,"Canonical skill duplication, relation cycles, unsupported dependencies, and maturity violations must be detectable automatically.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/06-cross-cutting-nfrs.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
NFR-MAINT-003,NFR,Category migration safety,MAINT,NEW_IMPLEMENTATION,RELEASE_1,TS-11,"A category-constitution change must identify dependent harnesses, run the required benchmark portfolio, and issue a migration receipt before release.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/06-cross-cutting-nfrs.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
NFR-SCALE-001,NFR,Corpus-scale evidence processing,SCALE,NEEDS_EMPIRICAL_PROTOTYPE,RELEASE_1,TS-02,"The Builder must inventory and index the reference-corpus scale without losing source coverage, stable identities, or bounded parallelism; exact thresholds are calibrated in Architecture and benchmarks.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/06-cross-cutting-nfrs.md,"No product implementation exists, and the required algorithm, quality, threshold, or scale behavior must be calibrated with authoritative evidence before production authorization.",BD-001
NFR-ARCH-001,NFR,Explicit ownership integrity,ARCH,NEW_IMPLEMENTATION,RELEASE_1,TS-07,"Every capability, phase, module, contract, skill, evaluator, repair, and human gate must have the ownership cardinality permitted by its schema; undocumented general-agent ownership is prohibited.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/06-cross-cutting-nfrs.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
NFR-ARCH-002,NFR,Executable graph integrity,ARCH,NEW_IMPLEMENTATION,RELEASE_1,TS-14,"Phase, context, contract, dependency, loading, and repair graphs must be acyclic where execution requires a DAG, explicitly model approved loops, and fail validation on unresolved cycles or orphan nodes.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/06-cross-cutting-nfrs.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
NFR-TEST-001,NFR,Public-seam testability,TEST,NEW_IMPLEMENTATION,RELEASE_1,TS-14,"Every implementation module and behaviorally significant skill must expose stable public seams and fixtures sufficient for contract, behavioral, integration, benchmark, and adversarial testing without coupling tests to hidden internals.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/06-cross-cutting-nfrs.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
NFR-CAT-001,NFR,Category isolation,CAT,NEW_IMPLEMENTATION,RELEASE_1,TS-11,"Category and format-profile ontologies, registries, parsing fields, runtime rules, and evaluators must not leak into unrelated categories unless a shared abstraction is explicitly proven and versioned.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/06-cross-cutting-nfrs.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
NFR-CAT-002,NFR,Atomic creative ownership,CAT,NEW_IMPLEMENTATION,RELEASE_1,TS-11,"Creative production promise, semantic workcell, visual or temporal grammar, legal variables, and format-native evaluation remain atomic-harness-owned unless implemented transfer evidence authorizes extraction.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/06-cross-cutting-nfrs.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
NFR-CAT-003,NFR,Sequence fidelity,CAT,NEEDS_EMPIRICAL_PROTOTYPE,RELEASE_1,TS-11,"For sequence-bearing products, the compiled architecture must preserve required viewer-state progression, scene or slide roles, timing or swipe logic, continuity, payoff, and intended reaction through typed contracts and category-appropriate evaluation.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/06-cross-cutting-nfrs.md,"No product implementation exists, and the required algorithm, quality, threshold, or scale behavior must be calibrated with authoritative evidence before production authorization.",BD-001
