term_id,canonical_name,aliases,type,layer,definition,owner_component,source_of_truth,existing_code_refs,existing_doc_refs,bundle_refs,used_by,depends_on,produces,invariants,failure_modes,status,migration_action
component_engine.contract.single_image_route_decision.v1,Single Image Route Decision,[],contract,component_engine,Existing code contract/class `SingleImageRouteDecision` discovered in `src/ccp_studio/contracts/asset_program_compilers.py`; map into canonical ontology or keep as implementation detail.,Asset Program Compiler,src/ccp_studio/contracts/asset_program_compilers.py,"[""src/ccp_studio/contracts/asset_program_compilers.py""]",[],[],[],[],[],[],[],partial_existing,map
component_engine.contract.single_image_skia_scene.v1,Single Image Skia Scene,[],contract,component_engine,Existing code contract/class `SingleImageSkiaScene` discovered in `src/ccp_studio/contracts/asset_program_compilers.py`; map into canonical ontology or keep as implementation detail.,Asset Program Compiler,src/ccp_studio/contracts/asset_program_compilers.py,"[""src/ccp_studio/contracts/asset_program_compilers.py""]",[],[],[],[],[],[],[],partial_existing,map
component_engine.contract.skia_render_binding.v1,Skia Render Binding,[],contract,component_engine,Existing code contract/class `SkiaRenderBinding` discovered in `src/ccp_studio/contracts/asset_program_compilers.py`; map into canonical ontology or keep as implementation detail.,Asset Program Compiler,src/ccp_studio/contracts/asset_program_compilers.py,"[""src/ccp_studio/contracts/asset_program_compilers.py""]",[],[],[],[],[],[],[],partial_existing,map
component_engine.contract.skia_render_receipt.v1,Skia Render Receipt,[],contract,component_engine,Existing code contract/class `SkiaRenderReceipt` discovered in `src/ccp_studio/contracts/asset_program_compilers.py`; map into canonical ontology or keep as implementation detail.,Asset Program Compiler,src/ccp_studio/contracts/asset_program_compilers.py,"[""src/ccp_studio/contracts/asset_program_compilers.py""]",[],[],[],[],[],[],[],partial_existing,map
component_engine.contract.still_visual_layer_materialization.v1,Still Visual Layer Materialization,[],contract,component_engine,Existing code contract/class `StillVisualLayerMaterialization` discovered in `src/ccp_studio/contracts/asset_program_compilers.py`; map into canonical ontology or keep as implementation detail.,Asset Program Compiler,src/ccp_studio/contracts/asset_program_compilers.py,"[""src/ccp_studio/contracts/asset_program_compilers.py""]",[],[],[],[],[],[],[],partial_existing,map
component_engine.contract.super_visual_family_contract.v1,Super Visual Family Contract,[],contract,component_engine,Existing code contract/class `SuperVisualFamilyContract` discovered in `src/ccp_studio/contracts/asset_program_compilers.py`; map into canonical ontology or keep as implementation detail.,Asset Program Compiler,src/ccp_studio/contracts/asset_program_compilers.py,"[""src/ccp_studio/contracts/asset_program_compilers.py""]",[],[],[],[],[],[],[],partial_existing,map
component_engine.contract.two_d_character_genesis.v1,Two D Character Genesis,[],contract,component_engine,Existing code contract/class `TwoDCharacterGenesis` discovered in `src/ccp_studio/contracts/asset_program_compilers.py`; map into canonical ontology or keep as implementation detail.,Asset Program Compiler,src/ccp_studio/contracts/asset_program_compilers.py,"[""src/ccp_studio/contracts/asset_program_compilers.py""]",[],[],[],[],[],[],[],partial_existing,map
component_engine.contract.two_d_character_performance_cue.v1,Two D Character Performance Cue,[],contract,component_engine,Existing code contract/class `TwoDCharacterPerformanceCue` discovered in `src/ccp_studio/contracts/asset_program_compilers.py`; map into canonical ontology or keep as implementation detail.,Asset Program Compiler,src/ccp_studio/contracts/asset_program_compilers.py,"[""src/ccp_studio/contracts/asset_program_compilers.py""]",[],[],[],[],[],[],[],partial_existing,map
component_engine.contract.two_d_character_provider_adapter_decision.v1,Two D Character Provider Adapter Decision,[],contract,component_engine,Existing code contract/class `TwoDCharacterProviderAdapterDecision` discovered in `src/ccp_studio/contracts/asset_program_compilers.py`; map into canonical ontology or keep as implementation detail.,Asset Program Compiler,src/ccp_studio/contracts/asset_program_compilers.py,"[""src/ccp_studio/contracts/asset_program_compilers.py""]",[],[],[],[],[],[],[],partial_existing,map
component_engine.contract.two_d_character_render_receipt.v1,Two D Character Render Receipt,[],contract,component_engine,Existing code contract/class `TwoDCharacterRenderReceipt` discovered in `src/ccp_studio/contracts/asset_program_compilers.py`; map into canonical ontology or keep as implementation detail.,Asset Program Compiler,src/ccp_studio/contracts/asset_program_compilers.py,"[""src/ccp_studio/contracts/asset_program_compilers.py""]",[],[],[],[],[],[],[],partial_existing,map
component_engine.contract.two_d_character_repair_plan.v1,Two D Character Repair Plan,[],contract,component_engine,Existing code contract/class `TwoDCharacterRepairPlan` discovered in `src/ccp_studio/contracts/asset_program_compilers.py`; map into canonical ontology or keep as implementation detail.,Asset Program Compiler,src/ccp_studio/contracts/asset_program_compilers.py,"[""src/ccp_studio/contracts/asset_program_compilers.py""]",[],[],[],[],[],[],[],partial_existing,map
component_engine.contract.two_d_character_rig.v1,Two D Character Rig,[],contract,component_engine,Existing code contract/class `TwoDCharacterRig` discovered in `src/ccp_studio/contracts/asset_program_compilers.py`; map into canonical ontology or keep as implementation detail.,Asset Program Compiler,src/ccp_studio/contracts/asset_program_compilers.py,"[""src/ccp_studio/contracts/asset_program_compilers.py""]",[],[],[],[],[],[],[],partial_existing,map
component_engine.contract.two_d_character_scene_program.v1,Two D Character Scene Program,[],contract,component_engine,Existing code contract/class `TwoDCharacterSceneProgram` discovered in `src/ccp_studio/contracts/asset_program_compilers.py`; map into canonical ontology or keep as implementation detail.,Asset Program Compiler,src/ccp_studio/contracts/asset_program_compilers.py,"[""src/ccp_studio/contracts/asset_program_compilers.py""]",[],[],[],[],[],[],[],partial_existing,map
component_engine.contract.video_edit_program.v1,Video Edit Program,[],contract,component_engine,Existing code contract/class `VideoEditProgram` discovered in `src/ccp_studio/contracts/asset_program_compilers.py`; map into canonical ontology or keep as implementation detail.,Asset Program Compiler,src/ccp_studio/contracts/asset_program_compilers.py,"[""src/ccp_studio/contracts/asset_program_compilers.py""]",[],[],[],[],[],[],[],partial_existing,map
component_engine.contract.video_edit_scene.v1,Video Edit Scene,[],contract,component_engine,Existing code contract/class `VideoEditScene` discovered in `src/ccp_studio/contracts/asset_program_compilers.py`; map into canonical ontology or keep as implementation detail.,Asset Program Compiler,src/ccp_studio/contracts/asset_program_compilers.py,"[""src/ccp_studio/contracts/asset_program_compilers.py""]",[],[],[],[],[],[],[],partial_existing,map
component_engine.contract.video_render_contract.v1,Video Render Contract,[],contract,component_engine,Existing code contract/class `VideoRenderContract` discovered in `src/ccp_studio/contracts/asset_program_compilers.py`; map into canonical ontology or keep as implementation detail.,Asset Program Compiler,src/ccp_studio/contracts/asset_program_compilers.py,"[""src/ccp_studio/contracts/asset_program_compilers.py""]",[],[],[],[],[],[],[],partial_existing,map
component_engine.engine.2d_character_animation_engine.v1,2D Character Animation Engine,[],engine,component_engine,Reusable character performance engine producing transparent avatar clips/layers for compositions.,2D Character Animation Engine,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-110-twod-character-engine-object-model-and-character-genesis-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-110-twod-character-engine-object-model-and-character-genesis-build.md"", ""docs/audits/CMF_2D_CHARACTER_ENGINE_SPEC_AUDIT_REVISION_2026-06-25.md"", ""docs/tech-specs/TS-CMF-110-two-d-character-engine-object-model-and-character-genesis.md"", ""docs/analysis/context_premise_engine_proposals.md""]",[],[],[],[],[],[],[],partial_existing,extend
component_engine.engine.brand_genesis_engine.v1,Brand Genesis Engine,[],engine,component_engine,"Engine that onboards a brand and creates identity, acting, avatar, asset, and anchor libraries.",Brand Genesis Engine,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-080-composition-template-runtime-transcript-timing-and-brand-genesis-binding-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-080-composition-template-runtime-transcript-timing-and-brand-genesis-binding-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-082-brand-genesis-substrate-resolver-for-composition-runtime-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-110-twod-character-engine-object-model-and-character-genesis-build.md"", ""docs/prd/modules/PRD_CMF_05_Brand_Genesis_Context.md""]",[],[],[],[],[],[],[],partial_existing,extend
component_engine.engine.carousel_engine.v1,Carousel Engine,[],engine,component_engine,Primitive-governed sequence compiler producing multi-slide carousels from ingredients and composition templates.,Carousel Engine,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-097-carousel-builder-engine-compiler-workflow-and-skia-export-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-097-carousel-builder-engine-compiler-workflow-and-skia-export-build.md"", ""docs/audits/CMF_CAROUSEL_BUILDER_ENGINE_MCDA_2026-06-24.md"", ""docs/tech-specs/TS-CMF-097-carousel-builder-engine-compiler-workflow-and-skia-export-runtime.md"", ""docs/analysis/context_premise_engine_proposals.md""]",[],[],[],[],[],[],[],partial_existing,extend
component_engine.engine.conscious_sequencing_engine.v1,Conscious Sequencing Engine,[],engine,component_engine,Engine that compiles viewer-state and package sequences from primitives and ingredients.,Conscious Sequencing Engine,docs/audits/CMF_CONSCIOUS_SEQUENCING_ENGINE_MCDA_SWOT_2026-06-25.md,"[""docs/audits/CMF_CONSCIOUS_SEQUENCING_ENGINE_MCDA_SWOT_2026-06-25.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-114-conscious-sequencing-contract-kernel-and-registries-build.md"", ""docs/prd/modules/PRD_CMF_12_Conscious_Sequencing_Expression_Acquisition.md"", ""docs/tech-specs/TS-CMF-114-conscious-sequencing-contract-kernel-and-registries.md""]",[],[],[],[],[],[],[],partial_existing,extend
component_engine.engine.expression_acquisition_engine.v1,Expression Acquisition Engine,[],engine,component_engine,"Engine that plans, tracks, and inventories ingredients acquired through interviews.",Expression Acquisition Engine,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-115-interview-brief-v2-sequence-hypothesis-and-expression-acquisition-plan-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-115-interview-brief-v2-sequence-hypothesis-and-expression-acquisition-plan-build.md"", ""docs/prd/modules/PRD_CMF_12_Conscious_Sequencing_Expression_Acquisition.md"", ""docs/tech-specs/TS-CMF-115-interview-brief-v2-sequence-hypothesis-and-expression-acquisition-plan.md"", ""docs/analysis/context_premise_engine_proposals.md""]",[],[],[],[],[],[],[],partial_existing,extend
component_engine.engine.interview_intelligence_studio.v1,Interview Intelligence Studio,[],engine,component_engine,"Engine/workbench for research, context premises, interview contracts, edging, and live acquisition.",Interview Intelligence Studio,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-083-expression-lineage-and-interview-asset-contract-binding-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-083-expression-lineage-and-interview-asset-contract-binding-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-115-interview-brief-v2-sequence-hypothesis-and-expression-acquisition-plan-build.md"", ""docs/cmf-studio-agent-intelligence-contract.md"", ""docs/cmf-studio-intelligence-operating-model.md""]",[],[],[],[],[],[],[],partial_existing,extend
component_engine.engine.memory_engine.v1,Memory Engine,[],engine,component_engine,"Engine admitting, governing, querying, projecting, and using brand, asset, primitive, and performance memory.",Memory Engine,docs/analysis/context_premise_engine_proposals.md,"[""docs/analysis/context_premise_engine_proposals.md"", ""docs/analysis/identity_engine_architecture.md"", ""docs/architecture/Sovereign_CRAL_Research_Engine_Architecture_Brief.md"", ""docs/architecture/Sovereign_CRAL_Research_Engine_TechSpec_V1.md""]",[],[],[],[],[],[],[],partial_existing,extend
component_engine.engine.ontology_engine.v1,Ontology Engine,[],engine,component_engine,"Registry/glossary system managing canonical names, layers, dependencies, migration actions, and code refs.",Ontology Engine,docs/analysis/context_premise_engine_proposals.md,"[""docs/analysis/context_premise_engine_proposals.md"", ""docs/analysis/identity_engine_architecture.md"", ""docs/architecture/Sovereign_CRAL_Research_Engine_Architecture_Brief.md"", ""docs/architecture/Sovereign_CRAL_Research_Engine_TechSpec_V1.md""]",[],[],[],[],[],[],[],partial_existing,extend
component_engine.engine.paper_cut_artifact_intelligence_system.v1,Paper-Cut Artifact Intelligence System,[],engine,component_engine,"Engine for real-life artifact classification, paper-cut transformation, animation behavior, and usage scoring.",Paper-Cut Artifact Intelligence System,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-086-papercut-rig-layer-motion-and-sfx-runtime-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-086-papercut-rig-layer-motion-and-sfx-runtime-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-132-canonical-stage-artifacts-human-approval-and-reviewer-protocol-build.md"", ""docs/cmf-studio-agent-intelligence-contract.md"", ""docs/cmf-studio-intelligence-operating-model.md""]",[],[],[],[],[],[],[],partial_existing,extend
component_engine.engine.provider_orchestrator.v1,Provider Orchestrator,[],engine,component_engine,"Engine that schedules provider jobs, retries, receipts, worker routes, and blocked provider constraints.",Provider Orchestrator,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-103-single-image-provider-job-planner-and-layer-materialization-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-103-single-image-provider-job-planner-and-layer-materialization-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-111-twod-character-provider-adapters-rig-authoring-asset-promotion-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-123-capability-tool-registry-and-provider-menu-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-124-scored-provider-selector-and-capability-router-build.md""]",[],[],[],[],[],[],[],partial_existing,extend
component_engine.engine.publishing_engine.v1,Publishing Engine,[],engine,component_engine,"Engine managing publishing intent, Publer job, platform captions, schedules, and post telemetry.",Publishing Engine,docs/analysis/context_premise_engine_proposals.md,"[""docs/analysis/context_premise_engine_proposals.md"", ""docs/analysis/identity_engine_architecture.md"", ""docs/architecture/Sovereign_CRAL_Research_Engine_Architecture_Brief.md"", ""docs/architecture/Sovereign_CRAL_Research_Engine_TechSpec_V1.md""]",[],[],[],[],[],[],[],partial_existing,extend
component_engine.engine.review_engine.v1,Review Engine,[],engine,component_engine,"Operator review, approval, revision, blocker, evidence, and Telegram quick-review system.",Review Engine,docs/analysis/context_premise_engine_proposals.md,"[""docs/analysis/context_premise_engine_proposals.md"", ""docs/analysis/identity_engine_architecture.md"", ""docs/architecture/Sovereign_CRAL_Research_Engine_Architecture_Brief.md"", ""docs/architecture/Sovereign_CRAL_Research_Engine_TechSpec_V1.md""]",[],[],[],[],[],[],[],partial_existing,extend
component_engine.engine.single_image_post_engine.v1,Single Image Post Engine,[],engine,component_engine,Lower-level still image routing and Skia composition engine used by SuperVisuals and feed posts.,Single Image Post Engine,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-099-single-image-post-engine-supervisual-router-and-skia-runtime-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-099-single-image-post-engine-supervisual-router-and-skia-runtime-build.md"", ""docs/tech-specs/TS-CMF-099-single-image-post-engine-supervisual-router-and-skia-runtime.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-100-single-image-contracts-registry-loader-and-schema-parity-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-101-single-image-router-format-family-and-archetype-selection-build.md""]",[],[],[],[],[],[],[],partial_existing,extend
component_engine.engine.style_route_engine.v1,Style Route Engine,[],engine,component_engine,"Router selecting CAC, GMG, paper-cut, documentary, UI, or avatar style route based on ingredient and primitive.",Style Route Engine,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-099-single-image-post-engine-supervisual-router-and-skia-runtime-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-099-single-image-post-engine-supervisual-router-and-skia-runtime-build.md"", ""docs/tech-specs/TS-CMF-099-single-image-post-engine-supervisual-router-and-skia-runtime.md"", ""docs/analysis/context_premise_engine_proposals.md"", ""docs/analysis/identity_engine_architecture.md""]",[],[],[],[],[],[],[],partial_existing,extend
component_engine.engine.supervisual_engine.v1,SuperVisual Engine,[],engine,component_engine,"Engine for single-image and still visual production from context, ingredients, composition, style route, render, and eval.",SuperVisual Engine,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-099-single-image-post-engine-supervisual-router-and-skia-runtime-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-099-single-image-post-engine-supervisual-router-and-skia-runtime-build.md"", ""docs/tech-specs/TS-CMF-099-single-image-post-engine-supervisual-router-and-skia-runtime.md"", ""docs/analysis/context_premise_engine_proposals.md"", ""docs/analysis/identity_engine_architecture.md""]",[],[],[],[],[],[],[],partial_existing,extend
component_engine.engine.video_editing_engine.v1,Video Editing Engine,[],engine,component_engine,"Primitive-governed timeline compiler producing four video formats, reframing, captions, b-roll, audio, and render contracts.",Video Editing Engine,docs/audits/CMF_VIDEO_EDITING_ENGINE_MCDA_2026-06-24.md,"[""docs/audits/CMF_VIDEO_EDITING_ENGINE_MCDA_2026-06-24.md"", ""docs/analysis/context_premise_engine_proposals.md"", ""docs/analysis/identity_engine_architecture.md"", ""docs/architecture/Sovereign_CRAL_Research_Engine_Architecture_Brief.md""]",[],[],[],[],[],[],[],partial_existing,extend
component_engine.engine.visual_research_engine.v1,Visual Research Engine,[],engine,component_engine,Pre-production engine that builds Visual Schema and visual ingredient requirements.,Visual Research Engine,docs/architecture/Sovereign_Visual_Research_Engine_TechSpec_V1.md,"[""docs/architecture/Sovereign_Visual_Research_Engine_TechSpec_V1.md"", ""docs/architecture/Sovereign_CRAL_Research_Engine_Architecture_Brief.md"", ""docs/architecture/Sovereign_CRAL_Research_Engine_TechSpec_V1.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-099-single-image-post-engine-supervisual-router-and-skia-runtime-build.md""]",[],[],[],[],[],[],[],partial_existing,extend
component_engine.ui_surface.2d_character_studio.v1,2D Character Studio,[],ui_surface,component_engine,"UI for avatar rig, expressions, acting states, paper-cut materiality, and character performance previews.",Operator Web,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-110-twod-character-engine-object-model-and-character-genesis-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-110-twod-character-engine-object-model-and-character-genesis-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-111-twod-character-provider-adapters-rig-authoring-asset-promotion-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-112-twodcharacterprogram-and-performance-compiler-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-113-twod-character-render-runtime-eval-approval-repair-build.md""]",[],[],[],[],[],[],[],partial_existing,extend
component_engine.ui_surface.asset_intelligence_studio.v1,Asset Intelligence Studio,[],ui_surface,component_engine,"UI for asset vaults, paper-cut artifacts, anchors, rights, evals, winning assets, and fatigue.",Operator Web,docs/architecture/cmf_studio_build_workflow/build_receipts/BATCH-02-asset-program-compilers-build-2026-06-25.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/BATCH-02-asset-program-compilers-build-2026-06-25.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-081-composition-template-family-registry-and-content-asset-codes-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-083-expression-lineage-and-interview-asset-contract-binding-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-089-generative-asset-factory-layer-extraction-and-repair-queue-build.md""]",[],[],[],[],[],[],[],partial_existing,extend
component_engine.ui_surface.carousel_builder_workbench.v1,Carousel Builder Workbench,[],ui_surface,component_engine,"UI for sequence, slide roles, composition choices, assets, copy, layers, evals, and export.",Operator Web,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-096-carousel-slide-composition-library-and-sequence-builder-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-096-carousel-slide-composition-library-and-sequence-builder-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-097-carousel-builder-engine-compiler-workflow-and-skia-export-build.md"", ""docs/audits/CMF_CAROUSEL_BUILDER_ENGINE_MCDA_2026-06-24.md"", ""docs/tech-specs/TS-CMF-096-carousel-slide-composition-library-and-sequence-builder.md""]",[],[],[],[],[],[],[],partial_existing,extend
component_engine.ui_surface.integration_matrix_ui.v1,Integration Matrix UI,[],ui_surface,component_engine,"UI for deciding keep, extend, wrap, merge, split, replace, or deprecate objects.",Operator Web,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-076-open-source-integration-adapter-evaluation-and-import-plan-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-076-open-source-integration-adapter-evaluation-and-import-plan-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-098-carousel-composition-atlas-registry-and-router-integration-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-134-supervisual-visual-grammar-atlas-router-and-primitive-feel-matrix-build.md"", ""docs/stories/story-5-3-matrix-of-edging-brief.md""]",[],[],[],[],[],[],[],partial_existing,extend
component_engine.ui_surface.ontology_browser.v1,Ontology Browser,[],ui_surface,component_engine,"UI for searching terms, layers, dependencies, code refs, bundle refs, and migration actions.",Operator Web,docs/registry-specs/FR-ERA3-20_SDA_Ontology_And_Registry_Tech_Spec.md,"[""docs/registry-specs/FR-ERA3-20_SDA_Ontology_And_Registry_Tech_Spec.md"", ""docs/registry-specs/P6_S35_FR-ERA3-20_SDA_Ontology_And_Registry.md"", ""registries/sda/ontology/existential_invariants/SDA-INV-001.yaml"", ""registries/sda/ontology/existential_invariants/SDA-INV-002.yaml""]",[],[],[],[],[],[],[],partial_existing,extend
component_engine.ui_surface.operator_cockpit.v1,Operator Cockpit,[],ui_surface,component_engine,"Primary UI shell with context lineage, workbench, inspector/agent, and execution trace.",Operator Web,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-070-ui-architecture-and-operator-experience-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-070-ui-architecture-and-operator-experience-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-075-operator-composition-and-template-approval-workbench-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-092-composition-eval-fixtures-and-operator-approval-workbench-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-093-animation-studio-migration-and-operator-rig-editor-build.md""]",[],[],[],[],[],[],[],partial_existing,extend
component_engine.ui_surface.publishing_board.v1,Publishing Board,[],ui_surface,component_engine,"UI for captions, schedules, Publer jobs, platform status, and performance feedback.",Operator Web,docs/prd/modules/PRD_CMF_08_Evaluation_Review_Publishing_Memory.md,"[""docs/prd/modules/PRD_CMF_08_Evaluation_Review_Publishing_Memory.md"", ""docs/stories/story-10-4-operations-board.md"", ""docs/stories/story-9-5-publishing-intent-and-publer-adapter.md"", ""docs/tech-specs/TS-CMF-054-publishing-intent-and-publer-adapter.md""]",[],[],[],[],[],[],[],partial_existing,extend
component_engine.ui_surface.supervisual_studio.v1,SuperVisual Studio,[],ui_surface,component_engine,"UI for single-image production: context, research, composition, layers, assets, prompts, render, eval, approval.",Operator Web,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-099-single-image-post-engine-supervisual-router-and-skia-runtime-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-099-single-image-post-engine-supervisual-router-and-skia-runtime-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-102-supervisual-composition-families-and-primitive-triad-contracts-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-134-supervisual-visual-grammar-atlas-router-and-primitive-feel-matrix-build.md"", ""docs/tech-specs/TS-CMF-145-supervisual-studio-operator-build-and-agentic-editing.md""]",[],[],[],[],[],[],[],partial_existing,extend
component_engine.ui_surface.video_timeline_workbench.v1,Video Timeline Workbench,[],ui_surface,component_engine,"UI for transcript beats, timeline, reframing, b-roll, captions, audio, evals, and render review.",Operator Web,docs/architecture/cmf_studio_build_workflow/audit_reports/TS-CMF-144-video-timeline-workbench-audit.md,"[""docs/architecture/cmf_studio_build_workflow/audit_reports/TS-CMF-144-video-timeline-workbench-audit.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-144-video-timeline-workbench-build.md"", ""docs/architecture/cmf_studio_build_workflow/revision_receipts/TS-CMF-144-video-timeline-workbench-revision-receipt.md"", ""docs/tech-specs/TS-CMF-144-video-timeline-workbench-inside-operator-web.md""]",[],[],[],[],[],[],[],partial_existing,extend
component_engine.ui_surface.visual_preproduction_studio.v1,Visual Preproduction Studio,[],ui_surface,component_engine,"UI for Visual Schema, PRIMAL, VAE, storyboard, Visual Analyst, and Storyboard Commander.",Operator Web,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-079-route-specific-visual-feel-and-primitive-composition-gates-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-079-route-specific-visual-feel-and-primitive-composition-gates-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-095-geometrics-still-visual-runtime-skia-sam3-pretext-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-099-single-image-post-engine-supervisual-router-and-skia-runtime-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-102-supervisual-composition-families-and-primitive-triad-contracts-build.md""]",[],[],[],[],[],[],[],partial_existing,extend
provider_tool.provider.comfyui.v1,ComfyUI,[],provider,provider_tool,Node-based self-hosted generative workflow executor for image/video/asset generation pipelines.,Provider Registry,docs/stories/story-8-4-self-hosted-comfyui-docker-gpu-worker.md,"[""docs/stories/story-8-4-self-hosted-comfyui-docker-gpu-worker.md"", ""docs/stories/story-8-5-comfyui-template-migration-to-worker-assets.md"", ""docs/tech-specs/TS-CMF-045-self-hosted-comfyui-docker-gpu-worker.md"", ""docs/tech-specs/TS-CMF-046-comfyui-template-migration-to-worker-assets.md""]",[],[],[],[],[],[],[],partial_existing,extend
provider_tool.provider.ffmpeg.v1,FFmpeg,[],provider,provider_tool,"Media finishing tool for muxing, codecs, scaling, audio mix, loudness, and export variants.",Provider Registry,,[],[],[],[],[],[],[],[],canonical_to_create,create
provider_tool.provider.flux_edit.v1,Flux Edit,[],provider,provider_tool,"Image editing provider used for object/identity-preserving edits, inpainting, style repairs, and integration cleanup.",Provider Registry,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-093-animation-studio-migration-and-operator-rig-editor-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-093-animation-studio-migration-and-operator-rig-editor-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-106-videoeditprogram-compiler-otio-render-runtime-build.md"", ""docs/audits/CMF_TS_106_VIDEO_EDIT_PROGRAM_AUDIT_REVISION_2026-06-25.md"", ""docs/audits/CMF_VIDEO_EDITING_ENGINE_MCDA_2026-06-24.md""]",[],[],[],[],[],[],[],partial_existing,extend
