"requirement_id","type","feature_id","title","release_1_scope","source_requirement","locked_decisions","user_journeys","cross_cutting_nfrs","concrete_repository_evidence","executable_code_evidence","executable_test_evidence","verdict","verdict_basis","technical_spec_owner"
"FR-170","FR","F22","Version product and internal capability layers independently","R1_APPLICABLE","prd/05-features/F22-versioning-readiness-development-capsule.md","D001|D003|D021|D023|D025|D026|D027|D028","UJ-01|UJ-13|UJ-14|UJ-16","NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005","governance/ARCHITECTURE_PRESERVATION_CONTRACT.yaml; contracts/schemas/COMPATIBILITY_MANIFEST.schema.yaml; governance/READINESS_HARD_GATES.yaml; governance/ARCHITECTURAL_PROHIBITIONS.json","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","All Stage 2 specs; TS-VAE-10"
"FR-171","FR","F22","Publish a release compatibility manifest","R1_APPLICABLE","prd/05-features/F22-versioning-readiness-development-capsule.md","D001|D003|D021|D023|D025|D026|D027|D028","UJ-01|UJ-13|UJ-14|UJ-16","NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005","governance/ARCHITECTURE_PRESERVATION_CONTRACT.yaml; contracts/schemas/COMPATIBILITY_MANIFEST.schema.yaml; governance/READINESS_HARD_GATES.yaml; governance/ARCHITECTURAL_PROHIBITIONS.json","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","All Stage 2 specs; TS-VAE-10"
"FR-172","FR","F22","Classify patch, minor, and major change behavior","R1_APPLICABLE","prd/05-features/F22-versioning-readiness-development-capsule.md","D001|D003|D021|D023|D025|D026|D027|D028","UJ-01|UJ-13|UJ-14|UJ-16","NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005","governance/ARCHITECTURE_PRESERVATION_CONTRACT.yaml; contracts/schemas/COMPATIBILITY_MANIFEST.schema.yaml; governance/READINESS_HARD_GATES.yaml; governance/ARCHITECTURAL_PROHIBITIONS.json","NONE_VERIFIED; scripts/ contains PRD package utilities only","NONE_VERIFIED; no executable product test suite found","NEW_IMPLEMENTATION","No executable product implementation was found. Nearby PRD/governance artifacts define intent only and do not satisfy runtime behavior.","All Stage 2 specs; TS-VAE-10"
"FR-173","FR","F22","Run representative compatibility and rollback tests","R1_APPLICABLE","prd/05-features/F22-versioning-readiness-development-capsule.md","D001|D003|D021|D023|D025|D026|D027|D028","UJ-01|UJ-13|UJ-14|UJ-16","NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005","governance/ARCHITECTURE_PRESERVATION_CONTRACT.yaml; contracts/schemas/COMPATIBILITY_MANIFEST.schema.yaml; governance/READINESS_HARD_GATES.yaml; governance/ARCHITECTURAL_PROHIBITIONS.json","NONE_VERIFIED; scripts/ contains PRD package utilities only","NONE_VERIFIED; no executable product test suite found","NEW_IMPLEMENTATION","No executable product implementation was found. Nearby PRD/governance artifacts define intent only and do not satisfy runtime behavior.","All Stage 2 specs; TS-VAE-10"
"FR-174","FR","F22","Enforce implementation readiness states","R1_APPLICABLE","prd/05-features/F22-versioning-readiness-development-capsule.md","D001|D003|D021|D023|D025|D026|D027|D028","UJ-01|UJ-13|UJ-14|UJ-16","NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005","governance/ARCHITECTURE_PRESERVATION_CONTRACT.yaml; contracts/schemas/COMPATIBILITY_MANIFEST.schema.yaml; governance/READINESS_HARD_GATES.yaml; governance/ARCHITECTURAL_PROHIBITIONS.json","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","All Stage 2 specs; TS-VAE-10"
"FR-175","FR","F22","Generate a traceable Visual Asset Editor Development Capsule","R1_APPLICABLE","prd/05-features/F22-versioning-readiness-development-capsule.md","D001|D003|D021|D023|D025|D026|D027|D028","UJ-01|UJ-13|UJ-14|UJ-16","NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005","governance/ARCHITECTURE_PRESERVATION_CONTRACT.yaml; contracts/schemas/COMPATIBILITY_MANIFEST.schema.yaml; governance/READINESS_HARD_GATES.yaml; governance/ARCHITECTURAL_PROHIBITIONS.json","NONE_VERIFIED; scripts/ contains PRD package utilities only","NONE_VERIFIED; no executable product test suite found","NEW_IMPLEMENTATION","No executable product implementation was found. Nearby PRD/governance artifacts define intent only and do not satisfy runtime behavior.","All Stage 2 specs; TS-VAE-10"
"FR-176","FR","F22","Enforce binding implementation prohibitions","R1_APPLICABLE","prd/05-features/F22-versioning-readiness-development-capsule.md","D001|D003|D021|D023|D025|D026|D027|D028","UJ-01|UJ-13|UJ-14|UJ-16","NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005","governance/ARCHITECTURE_PRESERVATION_CONTRACT.yaml; contracts/schemas/COMPATIBILITY_MANIFEST.schema.yaml; governance/READINESS_HARD_GATES.yaml; governance/ARCHITECTURAL_PROHIBITIONS.json","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","All Stage 2 specs; TS-VAE-10"
"NFR-SEM-001","NFR","CROSS_CUTTING","Preserve demand authority","R1_APPLICABLE","prd/06-cross-cutting-nfrs.md|governance/REQUIREMENTS_REGISTRY.yaml","","","","contracts/schemas/VISUAL_ASSET_DEMAND.schema.yaml; governance/PRODUCT_CONSTITUTION.yaml; governance/ARCHITECTURAL_PROHIBITIONS.json","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","Cross-cutting in every owning Stage 2 specification"
"NFR-SEM-002","NFR","CROSS_CUTTING","Separate observation from inference","R1_APPLICABLE","prd/06-cross-cutting-nfrs.md|governance/REQUIREMENTS_REGISTRY.yaml","","","","contracts/schemas/VISUAL_ASSET_DEMAND.schema.yaml; governance/PRODUCT_CONSTITUTION.yaml; governance/ARCHITECTURAL_PROHIBITIONS.json","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","Cross-cutting in every owning Stage 2 specification"
"NFR-SEM-003","NFR","CROSS_CUTTING","Hard-gate meaning failures","R1_APPLICABLE","prd/06-cross-cutting-nfrs.md|governance/REQUIREMENTS_REGISTRY.yaml","","","","contracts/schemas/VISUAL_ASSET_DEMAND.schema.yaml; governance/PRODUCT_CONSTITUTION.yaml; governance/ARCHITECTURAL_PROHIBITIONS.json","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","Cross-cutting in every owning Stage 2 specification"
"NFR-SEM-004","NFR","CROSS_CUTTING","Preserve category and format context","R1_APPLICABLE","prd/06-cross-cutting-nfrs.md|governance/REQUIREMENTS_REGISTRY.yaml","","","","contracts/schemas/VISUAL_ASSET_DEMAND.schema.yaml; governance/PRODUCT_CONSTITUTION.yaml; governance/ARCHITECTURAL_PROHIBITIONS.json","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","Cross-cutting in every owning Stage 2 specification"
"NFR-SEM-005","NFR","CROSS_CUTTING","Prevent silent demand degradation","R1_APPLICABLE","prd/06-cross-cutting-nfrs.md|governance/REQUIREMENTS_REGISTRY.yaml","","","","contracts/schemas/VISUAL_ASSET_DEMAND.schema.yaml; governance/PRODUCT_CONSTITUTION.yaml; governance/ARCHITECTURAL_PROHIBITIONS.json","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","Cross-cutting in every owning Stage 2 specification"
"NFR-REL-001","NFR","CROSS_CUTTING","Idempotent submissions","R1_APPLICABLE","prd/06-cross-cutting-nfrs.md|governance/REQUIREMENTS_REGISTRY.yaml","","","","contracts/schemas/VISUAL_ASSET_SUBMISSION.schema.yaml; contracts/schemas/VISUAL_ASSET_EVENT.schema.yaml; contracts/schemas/VISUAL_PRODUCTION_PLAN.schema.yaml; contracts/schemas/COMPATIBILITY_MANIFEST.schema.yaml","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","Cross-cutting in every owning Stage 2 specification"
"NFR-REL-002","NFR","CROSS_CUTTING","Resumable workflows","R1_APPLICABLE","prd/06-cross-cutting-nfrs.md|governance/REQUIREMENTS_REGISTRY.yaml","","","","contracts/schemas/VISUAL_ASSET_SUBMISSION.schema.yaml; contracts/schemas/VISUAL_ASSET_EVENT.schema.yaml; contracts/schemas/VISUAL_PRODUCTION_PLAN.schema.yaml; contracts/schemas/COMPATIBILITY_MANIFEST.schema.yaml","NONE_VERIFIED; scripts/ contains PRD package utilities only","NONE_VERIFIED; no executable product test suite found","NEW_IMPLEMENTATION","No executable product implementation was found. Nearby PRD/governance artifacts define intent only and do not satisfy runtime behavior.","Cross-cutting in every owning Stage 2 specification"
"NFR-REL-003","NFR","CROSS_CUTTING","Bounded quality repair","R1_APPLICABLE","prd/06-cross-cutting-nfrs.md|governance/REQUIREMENTS_REGISTRY.yaml","","","","contracts/schemas/VISUAL_ASSET_SUBMISSION.schema.yaml; contracts/schemas/VISUAL_ASSET_EVENT.schema.yaml; contracts/schemas/VISUAL_PRODUCTION_PLAN.schema.yaml; contracts/schemas/COMPATIBILITY_MANIFEST.schema.yaml","NONE_VERIFIED; scripts/ contains PRD package utilities only","NONE_VERIFIED; no executable product test suite found","NEW_IMPLEMENTATION","No executable product implementation was found. Nearby PRD/governance artifacts define intent only and do not satisfy runtime behavior.","Cross-cutting in every owning Stage 2 specification"
"NFR-REL-004","NFR","CROSS_CUTTING","Failure containment","R1_APPLICABLE","prd/06-cross-cutting-nfrs.md|governance/REQUIREMENTS_REGISTRY.yaml","","","","contracts/schemas/VISUAL_ASSET_SUBMISSION.schema.yaml; contracts/schemas/VISUAL_ASSET_EVENT.schema.yaml; contracts/schemas/VISUAL_PRODUCTION_PLAN.schema.yaml; contracts/schemas/COMPATIBILITY_MANIFEST.schema.yaml","NONE_VERIFIED; scripts/ contains PRD package utilities only","NONE_VERIFIED; no executable product test suite found","NEW_IMPLEMENTATION","No executable product implementation was found. Nearby PRD/governance artifacts define intent only and do not satisfy runtime behavior.","Cross-cutting in every owning Stage 2 specification"
"NFR-REL-005","NFR","CROSS_CUTTING","Rollback readiness","R1_APPLICABLE","prd/06-cross-cutting-nfrs.md|governance/REQUIREMENTS_REGISTRY.yaml","","","","contracts/schemas/VISUAL_ASSET_SUBMISSION.schema.yaml; contracts/schemas/VISUAL_ASSET_EVENT.schema.yaml; contracts/schemas/VISUAL_PRODUCTION_PLAN.schema.yaml; contracts/schemas/COMPATIBILITY_MANIFEST.schema.yaml","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","Cross-cutting in every owning Stage 2 specification"
"NFR-PERF-001","NFR","CROSS_CUTTING","Budget-class latency targets","R1_APPLICABLE","prd/06-cross-cutting-nfrs.md|governance/REQUIREMENTS_REGISTRY.yaml","","","","governance/BUDGET_PROGRAM_REGISTRY.yaml; reference-slice/FORMAT02_MINIMAL_COACH_THEATRE/benchmarks/BENCHMARK_MANIFEST.yaml; no runtime benchmark implementation found","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","NEEDS_EMPIRICAL_PROTOTYPE","A seed contract or benchmark may exist, but feasibility, thresholds, provider behavior, quality, recovery, or performance cannot be specified credibly without an executable prototype and measurements.","Cross-cutting in every owning Stage 2 specification"
"NFR-PERF-002","NFR","CROSS_CUTTING","Node-level timing","R1_APPLICABLE","prd/06-cross-cutting-nfrs.md|governance/REQUIREMENTS_REGISTRY.yaml","","","","governance/BUDGET_PROGRAM_REGISTRY.yaml; reference-slice/FORMAT02_MINIMAL_COACH_THEATRE/benchmarks/BENCHMARK_MANIFEST.yaml; no runtime benchmark implementation found","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","NEEDS_EMPIRICAL_PROTOTYPE","A seed contract or benchmark may exist, but feasibility, thresholds, provider behavior, quality, recovery, or performance cannot be specified credibly without an executable prototype and measurements.","Cross-cutting in every owning Stage 2 specification"
"NFR-PERF-003","NFR","CROSS_CUTTING","Efficient checkpoint reuse","R1_APPLICABLE","prd/06-cross-cutting-nfrs.md|governance/REQUIREMENTS_REGISTRY.yaml","","","","governance/BUDGET_PROGRAM_REGISTRY.yaml; reference-slice/FORMAT02_MINIMAL_COACH_THEATRE/benchmarks/BENCHMARK_MANIFEST.yaml; no runtime benchmark implementation found","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","NEEDS_EMPIRICAL_PROTOTYPE","A seed contract or benchmark may exist, but feasibility, thresholds, provider behavior, quality, recovery, or performance cannot be specified credibly without an executable prototype and measurements.","Cross-cutting in every owning Stage 2 specification"
"NFR-PERF-004","NFR","CROSS_CUTTING","Adaptive early stopping","R1_APPLICABLE","prd/06-cross-cutting-nfrs.md|governance/REQUIREMENTS_REGISTRY.yaml","","","","governance/BUDGET_PROGRAM_REGISTRY.yaml; reference-slice/FORMAT02_MINIMAL_COACH_THEATRE/benchmarks/BENCHMARK_MANIFEST.yaml; no runtime benchmark implementation found","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","NEEDS_EMPIRICAL_PROTOTYPE","A seed contract or benchmark may exist, but feasibility, thresholds, provider behavior, quality, recovery, or performance cannot be specified credibly without an executable prototype and measurements.","Cross-cutting in every owning Stage 2 specification"
"NFR-PERF-005","NFR","CROSS_CUTTING","No hidden latency degradation","R1_APPLICABLE","prd/06-cross-cutting-nfrs.md|governance/REQUIREMENTS_REGISTRY.yaml","","","","governance/BUDGET_PROGRAM_REGISTRY.yaml; reference-slice/FORMAT02_MINIMAL_COACH_THEATRE/benchmarks/BENCHMARK_MANIFEST.yaml; no runtime benchmark implementation found","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","NEEDS_EMPIRICAL_PROTOTYPE","A seed contract or benchmark may exist, but feasibility, thresholds, provider behavior, quality, recovery, or performance cannot be specified credibly without an executable prototype and measurements.","Cross-cutting in every owning Stage 2 specification"
"NFR-COST-001","NFR","CROSS_CUTTING","Pre-execution estimate","R1_APPLICABLE","prd/06-cross-cutting-nfrs.md|governance/REQUIREMENTS_REGISTRY.yaml","","","","contracts/schemas/BUDGET_PROGRAM.schema.yaml; governance/BUDGET_PROGRAM_REGISTRY.yaml; contracts/schemas/ASSET_RESULT_CONTRACT.schema.yaml#properties.budget_receipt","NONE_VERIFIED; scripts/ contains PRD package utilities only","NONE_VERIFIED; no executable product test suite found","NEW_IMPLEMENTATION","No executable product implementation was found. Nearby PRD/governance artifacts define intent only and do not satisfy runtime behavior.","Cross-cutting in every owning Stage 2 specification"
"NFR-COST-002","NFR","CROSS_CUTTING","Hard budget enforcement","R1_APPLICABLE","prd/06-cross-cutting-nfrs.md|governance/REQUIREMENTS_REGISTRY.yaml","","","","contracts/schemas/BUDGET_PROGRAM.schema.yaml; governance/BUDGET_PROGRAM_REGISTRY.yaml; contracts/schemas/ASSET_RESULT_CONTRACT.schema.yaml#properties.budget_receipt","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","Cross-cutting in every owning Stage 2 specification"
"NFR-COST-003","NFR","CROSS_CUTTING","Cost-per-accepted-asset accounting","R1_APPLICABLE","prd/06-cross-cutting-nfrs.md|governance/REQUIREMENTS_REGISTRY.yaml","","","","contracts/schemas/BUDGET_PROGRAM.schema.yaml; governance/BUDGET_PROGRAM_REGISTRY.yaml; contracts/schemas/ASSET_RESULT_CONTRACT.schema.yaml#properties.budget_receipt","NONE_VERIFIED; scripts/ contains PRD package utilities only","NONE_VERIFIED; no executable product test suite found","NEW_IMPLEMENTATION","No executable product implementation was found. Nearby PRD/governance artifacts define intent only and do not satisfy runtime behavior.","Cross-cutting in every owning Stage 2 specification"
"NFR-COST-004","NFR","CROSS_CUTTING","Compute-value routing","R1_APPLICABLE","prd/06-cross-cutting-nfrs.md|governance/REQUIREMENTS_REGISTRY.yaml","","","","contracts/schemas/BUDGET_PROGRAM.schema.yaml; governance/BUDGET_PROGRAM_REGISTRY.yaml; contracts/schemas/ASSET_RESULT_CONTRACT.schema.yaml#properties.budget_receipt","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","NEEDS_EMPIRICAL_PROTOTYPE","A seed contract or benchmark may exist, but feasibility, thresholds, provider behavior, quality, recovery, or performance cannot be specified credibly without an executable prototype and measurements.","Cross-cutting in every owning Stage 2 specification"
"NFR-COST-005","NFR","CROSS_CUTTING","Learning budget separation","R1_APPLICABLE","prd/06-cross-cutting-nfrs.md|governance/REQUIREMENTS_REGISTRY.yaml","","","","contracts/schemas/BUDGET_PROGRAM.schema.yaml; governance/BUDGET_PROGRAM_REGISTRY.yaml; contracts/schemas/ASSET_RESULT_CONTRACT.schema.yaml#properties.budget_receipt","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","Cross-cutting in every owning Stage 2 specification"
"NFR-TRACE-001","NFR","CROSS_CUTTING","Immutable execution identity","R1_APPLICABLE","prd/06-cross-cutting-nfrs.md|governance/REQUIREMENTS_REGISTRY.yaml","","","","contracts/schemas/VISUAL_ASSET_EVENT.schema.yaml; contracts/schemas/VISUAL_ASSET_MEMORY_RECORD.schema.yaml; contracts/schemas/ASSET_RESULT_CONTRACT.schema.yaml","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","Cross-cutting in every owning Stage 2 specification"
"NFR-TRACE-002","NFR","CROSS_CUTTING","Asset lineage completeness","R1_APPLICABLE","prd/06-cross-cutting-nfrs.md|governance/REQUIREMENTS_REGISTRY.yaml","","","","contracts/schemas/VISUAL_ASSET_EVENT.schema.yaml; contracts/schemas/VISUAL_ASSET_MEMORY_RECORD.schema.yaml; contracts/schemas/ASSET_RESULT_CONTRACT.schema.yaml","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","Cross-cutting in every owning Stage 2 specification"
"NFR-TRACE-003","NFR","CROSS_CUTTING","Contract-to-output traceability","R1_APPLICABLE","prd/06-cross-cutting-nfrs.md|governance/REQUIREMENTS_REGISTRY.yaml","","","","contracts/schemas/VISUAL_ASSET_EVENT.schema.yaml; contracts/schemas/VISUAL_ASSET_MEMORY_RECORD.schema.yaml; contracts/schemas/ASSET_RESULT_CONTRACT.schema.yaml","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","Cross-cutting in every owning Stage 2 specification"
"NFR-TRACE-004","NFR","CROSS_CUTTING","Knowledge provenance","R1_APPLICABLE","prd/06-cross-cutting-nfrs.md|governance/REQUIREMENTS_REGISTRY.yaml","","","","contracts/schemas/VISUAL_ASSET_EVENT.schema.yaml; contracts/schemas/VISUAL_ASSET_MEMORY_RECORD.schema.yaml; contracts/schemas/ASSET_RESULT_CONTRACT.schema.yaml","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","Cross-cutting in every owning Stage 2 specification"
"NFR-TRACE-005","NFR","CROSS_CUTTING","Published-version preservation","R1_APPLICABLE","prd/06-cross-cutting-nfrs.md|governance/REQUIREMENTS_REGISTRY.yaml","","","","contracts/schemas/VISUAL_ASSET_EVENT.schema.yaml; contracts/schemas/VISUAL_ASSET_MEMORY_RECORD.schema.yaml; contracts/schemas/ASSET_RESULT_CONTRACT.schema.yaml","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","Cross-cutting in every owning Stage 2 specification"
