id,type,title,classification,release_scope,tech_spec,component_id,architecture_component,adr_ids,locked_decisions,architecture_mechanism,verification_strategy,blocking_decisions,requirement_source
NFR-PERF-001,NFR,Interactive Control Tower,NEEDS_EMPIRICAL_PROTOTYPE,RELEASE_1,TS-12,C12,Control Tower,ADR-003;ADR-011;ADR-016,,"event projections for semantic lineage, reaction/expression, HG-015, command/query API, accessible Control Tower",api-contract;projection-replay;lineage;redaction;accessibility;performance,BD-001,prd/06-cross-cutting-nfrs.md
NFR-PERF-002,NFR,Compilation budget visibility,NEEDS_EMPIRICAL_PROTOTYPE,RELEASE_1,TS-14,C14,Workflow Runtime,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,,"canonical Workflow IR, conversational recompile routes, activation-first visual handoff, bounded executors and incidents",unit;conversational-route;visual-handoff;workflow;fault;security;replay;resume;rollback,BD-001,prd/06-cross-cutting-nfrs.md
NFR-PERF-003,NFR,No hidden budget overflow,NEEDS_EMPIRICAL_PROTOTYPE,RELEASE_1,TS-14,C14,Workflow Runtime,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,,"canonical Workflow IR, conversational recompile routes, activation-first visual handoff, bounded executors and incidents",unit;conversational-route;visual-handoff;workflow;fault;security;replay;resume;rollback,BD-001,prd/06-cross-cutting-nfrs.md
NFR-PERF-004,NFR,Parallel-safe work,NEW_IMPLEMENTATION,RELEASE_1,TS-14,C14,Workflow Runtime,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,,"canonical Workflow IR, conversational recompile routes, activation-first visual handoff, bounded executors and incidents",unit;conversational-route;visual-handoff;workflow;fault;security;replay;resume;rollback,BD-001,prd/06-cross-cutting-nfrs.md
NFR-TRACE-001,NFR,End-to-end provenance,NEW_IMPLEMENTATION,RELEASE_1,TS-06,C06,Harness IR And Compilers,ADR-002;ADR-003;ADR-004,,"canonical Harness IR, rich semantic refs, conversational receipts, visual handoffs, canonical JSON, migrations, drift guard",unit;golden;property;contract;cross-artifact;migration;drift;sandbox,BD-001,prd/06-cross-cutting-nfrs.md
NFR-TRACE-002,NFR,Append-only operational history,NEW_IMPLEMENTATION,RELEASE_1,TS-12,C12,Control Tower,ADR-003;ADR-011;ADR-016,,"event projections for semantic lineage, reaction/expression, HG-015, command/query API, accessible Control Tower",api-contract;projection-replay;lineage;redaction;accessibility;performance,BD-001,prd/06-cross-cutting-nfrs.md
NFR-TRACE-003,NFR,Evaluated artifact identity,NEW_IMPLEMENTATION,RELEASE_1,TS-10,C10,Evaluation,ADR-003;ADR-010,,"isolated visual and conversational corpora, constitutional dimensions, independent evaluators, scorecards, maturity receipts",unit;statistical;identity;conversational;isolation;leakage;resume;hard-gate;behavioral,BD-001,prd/06-cross-cutting-nfrs.md
NFR-TRACE-004,NFR,Knowledge-status integrity,NEW_IMPLEMENTATION,RELEASE_1,TS-02,C02,Evidence Workspace,ADR-003;ADR-007;ADR-012,,"source profiles, immutable Source Lock, reaction/expression consent and evidence spans, safe adapters, saturation contract",unit;contract;archive-security;consent;withdrawal;property;scale;resume;invalidation,BD-001,prd/06-cross-cutting-nfrs.md
NFR-OBS-001,NFR,Event completeness,NEW_IMPLEMENTATION,RELEASE_1,TS-12,C12,Control Tower,ADR-003;ADR-011;ADR-016,,"event projections for semantic lineage, reaction/expression, HG-015, command/query API, accessible Control Tower",api-contract;projection-replay;lineage;redaction;accessibility;performance,BD-001,prd/06-cross-cutting-nfrs.md
NFR-OBS-002,NFR,Evidence-backed status,NEW_IMPLEMENTATION,RELEASE_1,TS-12,C12,Control Tower,ADR-003;ADR-011;ADR-016,,"event projections for semantic lineage, reaction/expression, HG-015, command/query API, accessible Control Tower",api-contract;projection-replay;lineage;redaction;accessibility;performance,BD-001,prd/06-cross-cutting-nfrs.md
NFR-OBS-003,NFR,No second source of truth,NEW_IMPLEMENTATION,RELEASE_1,TS-12,C12,Control Tower,ADR-003;ADR-011;ADR-016,,"event projections for semantic lineage, reaction/expression, HG-015, command/query API, accessible Control Tower",api-contract;projection-replay;lineage;redaction;accessibility;performance,BD-001,prd/06-cross-cutting-nfrs.md
NFR-OBS-004,NFR,Exportability,NEW_IMPLEMENTATION,RELEASE_1,TS-12,C12,Control Tower,ADR-003;ADR-011;ADR-016,,"event projections for semantic lineage, reaction/expression, HG-015, command/query API, accessible Control Tower",api-contract;projection-replay;lineage;redaction;accessibility;performance,BD-001,prd/06-cross-cutting-nfrs.md
NFR-SEC-001,NFR,Source immutability,NEW_IMPLEMENTATION,RELEASE_1,TS-02,C02,Evidence Workspace,ADR-003;ADR-007;ADR-012,,"source profiles, immutable Source Lock, reaction/expression consent and evidence spans, safe adapters, saturation contract",unit;contract;archive-security;consent;withdrawal;property;scale;resume;invalidation,BD-001,prd/06-cross-cutting-nfrs.md
NFR-SEC-002,NFR,Path and archive safety,NEW_IMPLEMENTATION,RELEASE_1,TS-02,C02,Evidence Workspace,ADR-003;ADR-007;ADR-012,,"source profiles, immutable Source Lock, reaction/expression consent and evidence spans, safe adapters, saturation contract",unit;contract;archive-security;consent;withdrawal;property;scale;resume;invalidation,BD-001,prd/06-cross-cutting-nfrs.md
NFR-SEC-003,NFR,Authority enforcement,NEW_IMPLEMENTATION,RELEASE_1,TS-01,C01,Run Governance,ADR-001;ADR-003;ADR-005,,"event-sourced Run aggregate, target profiles, guarded state machine, authority receipts, checkpoints",unit;state-machine;authority;concurrency;replay;resume;boundary,BD-001,prd/06-cross-cutting-nfrs.md
NFR-SEC-004,NFR,Secret isolation,NEW_IMPLEMENTATION,RELEASE_1,TS-14,C14,Workflow Runtime,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,,"canonical Workflow IR, conversational recompile routes, activation-first visual handoff, bounded executors and incidents",unit;conversational-route;visual-handoff;workflow;fault;security;replay;resume;rollback,BD-001,prd/06-cross-cutting-nfrs.md
NFR-COMPAT-001,NFR,V2.1 compatibility,NOT_APPLICABLE,N/A_NO_LOCAL_V2_1,IMPLEMENTATION_BASELINE,C18,External Contract Ports,ADR-015,,explicit no-local-V2.1 disposition with repository-evidence invalidation trigger,repository-inventory;authority-review;classification-invalidation,BD-003,prd/06-cross-cutting-nfrs.md
NFR-COMPAT-002,NFR,Schema evolution,NEW_IMPLEMENTATION,RELEASE_1,TS-06,C06,Harness IR And Compilers,ADR-002;ADR-003;ADR-004,,"canonical Harness IR, rich semantic refs, conversational receipts, visual handoffs, canonical JSON, migrations, drift guard",unit;golden;property;contract;cross-artifact;migration;drift;sandbox,BD-001,prd/06-cross-cutting-nfrs.md
NFR-COMPAT-003,NFR,Artifact deprecation,NEW_IMPLEMENTATION,RELEASE_1,TS-06,C06,Harness IR And Compilers,ADR-002;ADR-003;ADR-004,,"canonical Harness IR, rich semantic refs, conversational receipts, visual handoffs, canonical JSON, migrations, drift guard",unit;golden;property;contract;cross-artifact;migration;drift;sandbox,BD-001,prd/06-cross-cutting-nfrs.md
NFR-PORT-001,NFR,Portable source profiles,NEW_IMPLEMENTATION,RELEASE_1,TS-02,C02,Evidence Workspace,ADR-003;ADR-007;ADR-012,,"source profiles, immutable Source Lock, reaction/expression consent and evidence spans, safe adapters, saturation contract",unit;contract;archive-security;consent;withdrawal;property;scale;resume;invalidation,BD-001,prd/06-cross-cutting-nfrs.md
NFR-PORT-002,NFR,Runtime adapter boundary,NEW_IMPLEMENTATION,RELEASE_1,TS-14,C14,Workflow Runtime,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,,"canonical Workflow IR, conversational recompile routes, activation-first visual handoff, bounded executors and incidents",unit;conversational-route;visual-handoff;workflow;fault;security;replay;resume;rollback,BD-001,prd/06-cross-cutting-nfrs.md
NFR-UX-001,NFR,Accessible Control Tower,NEW_IMPLEMENTATION,RELEASE_1,TS-12,C12,Control Tower,ADR-003;ADR-011;ADR-016,,"event projections for semantic lineage, reaction/expression, HG-015, command/query API, accessible Control Tower",api-contract;projection-replay;lineage;redaction;accessibility;performance,BD-001,prd/06-cross-cutting-nfrs.md
NFR-UX-002,NFR,Progressive disclosure,NEW_IMPLEMENTATION,RELEASE_1,TS-12,C12,Control Tower,ADR-003;ADR-011;ADR-016,,"event projections for semantic lineage, reaction/expression, HG-015, command/query API, accessible Control Tower",api-contract;projection-replay;lineage;redaction;accessibility;performance,BD-001,prd/06-cross-cutting-nfrs.md
NFR-EVAL-001,NFR,Protected benchmark integrity,NEW_IMPLEMENTATION,RELEASE_1,TS-10,C10,Evaluation,ADR-003;ADR-010,,"isolated visual and conversational corpora, constitutional dimensions, independent evaluators, scorecards, maturity receipts",unit;statistical;identity;conversational;isolation;leakage;resume;hard-gate;behavioral,BD-001,prd/06-cross-cutting-nfrs.md
NFR-EVAL-002,NFR,Repeated-run measurement,NEEDS_EMPIRICAL_PROTOTYPE,RELEASE_1,TS-10,C10,Evaluation,ADR-003;ADR-010,,"isolated visual and conversational corpora, constitutional dimensions, independent evaluators, scorecards, maturity receipts",unit;statistical;identity;conversational;isolation;leakage;resume;hard-gate;behavioral,BD-001,prd/06-cross-cutting-nfrs.md
NFR-EVAL-003,NFR,Independent evaluation,NEW_IMPLEMENTATION,RELEASE_1,TS-10,C10,Evaluation,ADR-003;ADR-010,,"isolated visual and conversational corpora, constitutional dimensions, independent evaluators, scorecards, maturity receipts",unit;statistical;identity;conversational;isolation;leakage;resume;hard-gate;behavioral,BD-001,prd/06-cross-cutting-nfrs.md
NFR-MAINT-001,NFR,Single-source generation,NEW_IMPLEMENTATION,RELEASE_1,TS-06,C06,Harness IR And Compilers,ADR-002;ADR-003;ADR-004,,"canonical Harness IR, rich semantic refs, conversational receipts, visual handoffs, canonical JSON, migrations, drift guard",unit;golden;property;contract;cross-artifact;migration;drift;sandbox,BD-001,prd/06-cross-cutting-nfrs.md
NFR-MAINT-002,NFR,Skill ecology maintainability,NEW_IMPLEMENTATION,RELEASE_1,TS-08,C08,Skill Ecology,ADR-009;ADR-010,,"capability registry, necessity decision, immutable skill packages, maturity and redundancy controls",unit;contract;behavioral;maturity;dependency;security;revocation,BD-001,prd/06-cross-cutting-nfrs.md
NFR-MAINT-003,NFR,Category migration safety,NEW_IMPLEMENTATION,RELEASE_1,TS-11,C11,Category And Target Compilers,ADR-013;ADR-014;ADR-018,,"five category constitutions, four conversational profiles, three target compilers, activation-first external handoffs",schema;five-category;three-target;contract;sequence;semantic-non-mutation;boundary;golden,BD-001,prd/06-cross-cutting-nfrs.md
NFR-SCALE-001,NFR,Corpus-scale evidence processing,NEEDS_EMPIRICAL_PROTOTYPE,RELEASE_1,TS-02,C02,Evidence Workspace,ADR-003;ADR-007;ADR-012,,"source profiles, immutable Source Lock, reaction/expression consent and evidence spans, safe adapters, saturation contract",unit;contract;archive-security;consent;withdrawal;property;scale;resume;invalidation,BD-001,prd/06-cross-cutting-nfrs.md
NFR-ARCH-001,NFR,Explicit ownership integrity,NEW_IMPLEMENTATION,RELEASE_1,TS-07,C07,Architecture Graphs,ADR-001;ADR-002;ADR-004;ADR-005,,typed ownership/module/phase/context/contract/reference/loading/repair graphs and impact analysis,unit;graph-property;contract;scale;security;impact;invalidation,BD-001,prd/06-cross-cutting-nfrs.md
NFR-ARCH-002,NFR,Executable graph integrity,NEW_IMPLEMENTATION,RELEASE_1,TS-14,C14,Workflow Runtime,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,,"canonical Workflow IR, conversational recompile routes, activation-first visual handoff, bounded executors and incidents",unit;conversational-route;visual-handoff;workflow;fault;security;replay;resume;rollback,BD-001,prd/06-cross-cutting-nfrs.md
NFR-TEST-001,NFR,Public-seam testability,NEW_IMPLEMENTATION,RELEASE_1,TS-14,C14,Workflow Runtime,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,,"canonical Workflow IR, conversational recompile routes, activation-first visual handoff, bounded executors and incidents",unit;conversational-route;visual-handoff;workflow;fault;security;replay;resume;rollback,BD-001,prd/06-cross-cutting-nfrs.md
NFR-CAT-001,NFR,Category isolation,NEW_IMPLEMENTATION,RELEASE_1,TS-11,C11,Category And Target Compilers,ADR-013;ADR-014;ADR-018,,"five category constitutions, four conversational profiles, three target compilers, activation-first external handoffs",schema;five-category;three-target;contract;sequence;semantic-non-mutation;boundary;golden,BD-001,prd/06-cross-cutting-nfrs.md
NFR-CAT-002,NFR,Atomic creative ownership,NEW_IMPLEMENTATION,RELEASE_1,TS-11,C11,Category And Target Compilers,ADR-013;ADR-014;ADR-018,,"five category constitutions, four conversational profiles, three target compilers, activation-first external handoffs",schema;five-category;three-target;contract;sequence;semantic-non-mutation;boundary;golden,BD-001,prd/06-cross-cutting-nfrs.md
NFR-CAT-003,NFR,Sequence fidelity,NEEDS_EMPIRICAL_PROTOTYPE,RELEASE_1,TS-11,C11,Category And Target Compilers,ADR-013;ADR-014;ADR-018,,"five category constitutions, four conversational profiles, three target compilers, activation-first external handoffs",schema;five-category;three-target;contract;sequence;semantic-non-mutation;boundary;golden,BD-001,prd/06-cross-cutting-nfrs.md
NFR-EVAL-004,NFR,Category-appropriate evaluation,NEEDS_EMPIRICAL_PROTOTYPE,RELEASE_1,TS-10,C10,Evaluation,ADR-003;ADR-010,,"isolated visual and conversational corpora, constitutional dimensions, independent evaluators, scorecards, maturity receipts",unit;statistical;identity;conversational;isolation;leakage;resume;hard-gate;behavioral,BD-001,prd/06-cross-cutting-nfrs.md
NFR-WORKFLOW-001,NFR,Reproducible workflow routing,NEW_IMPLEMENTATION,RELEASE_1,TS-14,C14,Workflow Runtime,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,,"canonical Workflow IR, conversational recompile routes, activation-first visual handoff, bounded executors and incidents",unit;conversational-route;visual-handoff;workflow;fault;security;replay;resume;rollback,BD-001,prd/06-cross-cutting-nfrs.md
NFR-WORKFLOW-002,NFR,Explicit actor ownership,NEW_IMPLEMENTATION,RELEASE_1,TS-14,C14,Workflow Runtime,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,,"canonical Workflow IR, conversational recompile routes, activation-first visual handoff, bounded executors and incidents",unit;conversational-route;visual-handoff;workflow;fault;security;replay;resume;rollback,BD-001,prd/06-cross-cutting-nfrs.md
NFR-WORKFLOW-003,NFR,Typed node handoffs,NEW_IMPLEMENTATION,RELEASE_1,TS-14,C14,Workflow Runtime,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,,"canonical Workflow IR, conversational recompile routes, activation-first visual handoff, bounded executors and incidents",unit;conversational-route;visual-handoff;workflow;fault;security;replay;resume;rollback,BD-001,prd/06-cross-cutting-nfrs.md
NFR-WORKFLOW-004,NFR,Bounded control flow,NEW_IMPLEMENTATION,RELEASE_1,TS-14,C14,Workflow Runtime,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,,"canonical Workflow IR, conversational recompile routes, activation-first visual handoff, bounded executors and incidents",unit;conversational-route;visual-handoff;workflow;fault;security;replay;resume;rollback,BD-001,prd/06-cross-cutting-nfrs.md
NFR-WORKFLOW-005,NFR,Idempotent workflow resume,NEW_IMPLEMENTATION,RELEASE_1,TS-14,C14,Workflow Runtime,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,,"canonical Workflow IR, conversational recompile routes, activation-first visual handoff, bounded executors and incidents",unit;conversational-route;visual-handoff;workflow;fault;security;replay;resume;rollback,BD-001,prd/06-cross-cutting-nfrs.md
NFR-WORKFLOW-006,NFR,Failure containment,NEW_IMPLEMENTATION,RELEASE_1,TS-14,C14,Workflow Runtime,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,,"canonical Workflow IR, conversational recompile routes, activation-first visual handoff, bounded executors and incidents",unit;conversational-route;visual-handoff;workflow;fault;security;replay;resume;rollback,BD-001,prd/06-cross-cutting-nfrs.md
NFR-WORKFLOW-007,NFR,Sandbox least privilege,NEW_IMPLEMENTATION,RELEASE_1,TS-14,C14,Workflow Runtime,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,,"canonical Workflow IR, conversational recompile routes, activation-first visual handoff, bounded executors and incidents",unit;conversational-route;visual-handoff;workflow;fault;security;replay;resume;rollback,BD-001,prd/06-cross-cutting-nfrs.md
NFR-WORKFLOW-008,NFR,Bounded parallelism,NEW_IMPLEMENTATION,RELEASE_1,TS-14,C14,Workflow Runtime,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,,"canonical Workflow IR, conversational recompile routes, activation-first visual handoff, bounded executors and incidents",unit;conversational-route;visual-handoff;workflow;fault;security;replay;resume;rollback,BD-001,prd/06-cross-cutting-nfrs.md
NFR-WORKFLOW-009,NFR,Risk-aware model and compute routing,NEW_IMPLEMENTATION,RELEASE_1,TS-14,C14,Workflow Runtime,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,,"canonical Workflow IR, conversational recompile routes, activation-first visual handoff, bounded executors and incidents",unit;conversational-route;visual-handoff;workflow;fault;security;replay;resume;rollback,BD-001,prd/06-cross-cutting-nfrs.md
NFR-WORKFLOW-010,NFR,Workflow observability,NEW_IMPLEMENTATION,RELEASE_1,TS-14,C14,Workflow Runtime,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,,"canonical Workflow IR, conversational recompile routes, activation-first visual handoff, bounded executors and incidents",unit;conversational-route;visual-handoff;workflow;fault;security;replay;resume;rollback,BD-001,prd/06-cross-cutting-nfrs.md
NFR-WORKFLOW-011,NFR,Workflow-level testability,NEW_IMPLEMENTATION,RELEASE_1,TS-14,C14,Workflow Runtime,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,,"canonical Workflow IR, conversational recompile routes, activation-first visual handoff, bounded executors and incidents",unit;conversational-route;visual-handoff;workflow;fault;security;replay;resume;rollback,BD-001,prd/06-cross-cutting-nfrs.md
NFR-WORKFLOW-012,NFR,Versioned promotion and rollback,NEW_IMPLEMENTATION,RELEASE_1,TS-14,C14,Workflow Runtime,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,,"canonical Workflow IR, conversational recompile routes, activation-first visual handoff, bounded executors and incidents",unit;conversational-route;visual-handoff;workflow;fault;security;replay;resume;rollback,BD-001,prd/06-cross-cutting-nfrs.md
