requirement_id,requirement_type,title,feature_id,decisions,journeys,nfrs,testable_consequence_1,testable_consequence_2
FR-101,FR,Benchmark against relevant controls,F13,D016|D019|D020|D025|D026|D027|D028,UJ-10|UJ-11|UJ-13|UJ-16,NFR-COST-001|NFR-COST-002|NFR-COST-003|NFR-COST-004|NFR-COST-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,"The benchmark measures intended improvement, responsiveness, diversity, overfitting, contamination, composition control, cost, latency, and regressions.",A capability cannot be promoted solely from showcase outputs.
FR-102,FR,Detect contamination and compatibility regressions,F13,D016|D019|D020|D025|D026|D027|D028,UJ-10|UJ-11|UJ-13|UJ-16,NFR-COST-001|NFR-COST-002|NFR-COST-003|NFR-COST-004|NFR-COST-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,Critical regression blocks promotion and is linked to evidence.,A capability that improves one target while breaking certified shared behavior cannot enter production silently.
FR-103,FR,Use staged registry promotion,F13,D016|D019|D020|D025|D026|D027|D028,UJ-10|UJ-11|UJ-13|UJ-16,NFR-COST-001|NFR-COST-002|NFR-COST-003|NFR-COST-004|NFR-COST-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,Shadow decisions are compared against the current baseline without controlling accepted assets.,An experimental LoRA cannot be selected under production-only policy.
FR-104,FR,Preserve rollback and deprecation,F13,D016|D019|D020|D025|D026|D027|D028,UJ-10|UJ-11|UJ-13|UJ-16,NFR-COST-001|NFR-COST-002|NFR-COST-003|NFR-COST-004|NFR-COST-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,A production regression can revert routing to the preceding certified version without losing run reproducibility.,Deleting or replacing the only copy of a capability used by historical assets is prohibited.
FR-105,FR,Register asset-family-aware evaluation profiles,F14,D004|D010|D017|D018|D020|D025|D027,UJ-03|UJ-04|UJ-07|UJ-09|UJ-13,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-MEM-001|NFR-MEM-002|NFR-MEM-003|NFR-MEM-004|NFR-MEM-005,The plan compiler selects the exact profile before candidate production.,A universal unversioned evaluator cannot approve every asset class.
FR-106,FR,Run deterministic technical validation first,F14,D004|D010|D017|D018|D020|D025|D027,UJ-03|UJ-04|UJ-07|UJ-09|UJ-13,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-MEM-001|NFR-MEM-002|NFR-MEM-003|NFR-MEM-004|NFR-MEM-005,Technical failures are localized without spending VLM evaluation unnecessarily.,A candidate failing a technical hard gate cannot be promoted by VLM preference.
FR-107,FR,Run independent asset-level VLM evaluation,F14,D004|D010|D017|D018|D020|D025|D027,UJ-03|UJ-04|UJ-07|UJ-09|UJ-13,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-MEM-001|NFR-MEM-002|NFR-MEM-003|NFR-MEM-004|NFR-MEM-005,Failures include evidence regions/time ranges and calibrated confidence.,The producing model’s self-description cannot substitute for independent inspection.
FR-108,FR,Run composition-level VLM evaluation,F14,D004|D010|D017|D018|D020|D025|D027,UJ-03|UJ-04|UJ-07|UJ-09|UJ-13,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-MEM-001|NFR-MEM-002|NFR-MEM-003|NFR-MEM-004|NFR-MEM-005,"Evaluation checks hierarchy, focal visibility, negative space, crop safety, gaze/motion direction, collision, and Activative function.",Standalone beauty or correctness cannot compensate for a failed composed use.
FR-109,FR,Run syntax-aware recurrence and continuity evaluation,F14,D004|D010|D017|D018|D020|D025|D027,UJ-03|UJ-04|UJ-07|UJ-09|UJ-13,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-MEM-001|NFR-MEM-002|NFR-MEM-003|NFR-MEM-004|NFR-MEM-005,It classifies recurrence and explains whether continuity or progression is helped or harmed.,Raw usage frequency cannot be the sole fatigue signal.
FR-110,FR,Run temporal evaluation where applicable,F14,D004|D010|D017|D018|D020|D025|D027,UJ-03|UJ-04|UJ-07|UJ-09|UJ-13,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-MEM-001|NFR-MEM-002|NFR-MEM-003|NFR-MEM-004|NFR-MEM-005,Temporal failures include time ranges and responsible production layers.,A passing first frame cannot approve a failing animation.
FR-111,FR,Synthesize verdicts with hard-gate precedence,F14,D004|D010|D017|D018|D020|D025|D027,UJ-03|UJ-04|UJ-07|UJ-09|UJ-13,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-MEM-001|NFR-MEM-002|NFR-MEM-003|NFR-MEM-004|NFR-MEM-005,Weighted rankings are calculated only among eligible passing candidates.,"High technical or aesthetic scores cannot hide a failed semantic, Activative, or composition gate."
FR-112,FR,Certify evaluator versions independently,F14,D004|D010|D017|D018|D020|D025|D027,UJ-03|UJ-04|UJ-07|UJ-09|UJ-13,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-MEM-001|NFR-MEM-002|NFR-MEM-003|NFR-MEM-004|NFR-MEM-005,"Acceptance receipts pin evaluator model, program, profile, thresholds, and context hashes.",A newer model version cannot replace the production evaluator without regression evidence.
FR-113,FR,Emit a typed repair contract for every quality rerun,F15,D002|D013|D017|D018|D020|D024,UJ-07|UJ-08|UJ-10|UJ-12,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005,The runtime can validate the repair before applying it.,Free-form 'try again' instructions cannot trigger a quality rerun.
FR-114,FR,Preserve successful properties explicitly,F15,D002|D013|D017|D018|D020|D024,UJ-07|UJ-08|UJ-10|UJ-12,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005,Post-repair evaluation compares preserved properties with the parent candidate.,A repair that fixes one failure by drifting a preserved property is rejected.
FR-115,FR,Apply the least disruptive repair hierarchy,F15,D002|D013|D017|D018|D020|D024,UJ-07|UJ-08|UJ-10|UJ-12,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005,The selected level and rejected lower levels are receipted.,A full regeneration cannot be the default when a deterministic or local repair can resolve the issue.
FR-116,FR,Require causal production changes,F15,D002|D013|D017|D018|D020|D024,UJ-07|UJ-08|UJ-10|UJ-12,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005,The repair receipt records old and new values and causal hypothesis.,Repeated identical bindings with only an unexplained new seed fail the blind-retry guard.
FR-117,FR,Rerun only invalidated nodes,F15,D002|D013|D017|D018|D020|D024,UJ-07|UJ-08|UJ-10|UJ-12,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005,Repair cost and time reflect the reduced graph region.,Unrelated expensive stages cannot be replayed without dependency invalidation.
FR-118,FR,Enforce three quality-repair rounds,F15,D002|D013|D017|D018|D020|D024,UJ-07|UJ-08|UJ-10|UJ-12,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005,Round exhaustion emits HUMAN_REVIEW_REQUIRED or CAPABILITY_GAP with the best evidence and attempts.,A fourth autonomous quality round is constitutionally blocked.
FR-119,FR,Separate repair from demand amendment,F15,D002|D013|D017|D018|D020|D024,UJ-07|UJ-08|UJ-10|UJ-12,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005,The repair validator rejects prohibited field changes.,An evaluator cannot lower a quality threshold to declare its repair successful.
FR-120,FR,Capture repair effectiveness for steering and regression,F15,D002|D013|D017|D018|D020|D024,UJ-07|UJ-08|UJ-10|UJ-12,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005,Repeated failure patterns can trigger routing warnings or capability-gap proposals.,Learning evidence cannot directly mutate production defaults.
FR-121,FR,Register six Budget Programs,F16,D002|D019|D020|D021|D022|D025,UJ-02|UJ-05|UJ-06|UJ-10,NFR-PERF-001|NFR-PERF-002|NFR-PERF-003|NFR-PERF-004|NFR-PERF-005|NFR-COST-001|NFR-COST-002|NFR-COST-003|NFR-COST-004|NFR-COST-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,Each run pins one program version in its plan and receipt.,A raw GPU setting without program semantics cannot be selected as the primary policy.
FR-122,FR,Expose program selection in the supervisory menu,F16,D002|D019|D020|D021|D022|D025,UJ-02|UJ-05|UJ-06|UJ-10,NFR-PERF-001|NFR-PERF-002|NFR-PERF-003|NFR-PERF-004|NFR-PERF-005|NFR-COST-001|NFR-COST-002|NFR-COST-003|NFR-COST-004|NFR-COST-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,The UI distinguishes production and learning budgets.,High-cost or experimental programs require the caller authority defined by policy.
FR-123,FR,Compile bounded candidate portfolios,F16,D002|D019|D020|D021|D022|D025,UJ-02|UJ-05|UJ-06|UJ-10,NFR-PERF-001|NFR-PERF-002|NFR-PERF-003|NFR-PERF-004|NFR-PERF-005|NFR-COST-001|NFR-COST-002|NFR-COST-003|NFR-COST-004|NFR-COST-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,The scheduler cannot exceed portfolio or Budget Program limits.,Candidate generation without declared purpose or limit is prohibited.
FR-124,FR,Use controlled variation for exploration,F16,D002|D019|D020|D021|D022|D025,UJ-02|UJ-05|UJ-06|UJ-10,NFR-PERF-001|NFR-PERF-002|NFR-PERF-003|NFR-PERF-004|NFR-PERF-005|NFR-COST-001|NFR-COST-002|NFR-COST-003|NFR-COST-004|NFR-COST-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,The system can attribute quality differences to tested interventions.,Indiscriminate random prompt/seed sweeps do not qualify as learning evidence.
FR-125,FR,Filter hard-gate failures before ranking,F16,D002|D019|D020|D021|D022|D025,UJ-02|UJ-05|UJ-06|UJ-10,NFR-PERF-001|NFR-PERF-002|NFR-PERF-003|NFR-PERF-004|NFR-PERF-005|NFR-COST-001|NFR-COST-002|NFR-COST-003|NFR-COST-004|NFR-COST-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,Ineligible candidates remain available for diagnosis but cannot win.,The first completed candidate or highest aesthetic score cannot override failed gates.
FR-126,FR,Select the best validated candidate within budget,F16,D002|D019|D020|D021|D022|D025,UJ-02|UJ-05|UJ-06|UJ-10,NFR-PERF-001|NFR-PERF-002|NFR-PERF-003|NFR-PERF-004|NFR-PERF-005|NFR-COST-001|NFR-COST-002|NFR-COST-003|NFR-COST-004|NFR-COST-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,The selected candidate and credible alternatives are receipted.,"Completion speed is only a declared constraint or tie-breaker, never the sole winner criterion."
FR-127,FR,Support adaptive expansion and early stopping,F16,D002|D019|D020|D021|D022|D025,UJ-02|UJ-05|UJ-06|UJ-10,NFR-PERF-001|NFR-PERF-002|NFR-PERF-003|NFR-PERF-004|NFR-PERF-005|NFR-COST-001|NFR-COST-002|NFR-COST-003|NFR-COST-004|NFR-COST-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,Expansion and early stop decisions include evaluator evidence and remaining budget.,The system cannot exhaust a high budget automatically when a strong accepted asset already exists.
FR-128,FR,Emit complete budget and portfolio receipts,F16,D002|D019|D020|D021|D022|D025,UJ-02|UJ-05|UJ-06|UJ-10,NFR-PERF-001|NFR-PERF-002|NFR-PERF-003|NFR-PERF-004|NFR-PERF-005|NFR-COST-001|NFR-COST-002|NFR-COST-003|NFR-COST-004|NFR-COST-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,Operators can compare quality gain per additional cost across programs.,Hidden candidate or evaluator cost fails cost-governance validation.
FR-129,FR,Capture steering evidence from production,F17,D014|D019|D020|D021|D027,UJ-09|UJ-10|UJ-15,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-MEM-001|NFR-MEM-002|NFR-MEM-003|NFR-MEM-004|NFR-MEM-005,"Evidence distinguishes correlation, controlled comparison, and validated intervention.",Raw winning prompts cannot be promoted directly as production knowledge.
FR-130,FR,Compile versioned Visual Steering Recipes,F17,D014|D019|D020|D021|D027,UJ-09|UJ-10|UJ-15,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-MEM-001|NFR-MEM-002|NFR-MEM-003|NFR-MEM-004|NFR-MEM-005,Recipes are independently inspectable and benchmarkable.,A recipe without applicability boundaries cannot enter shadow routing.
FR-131,FR,Promote recipes through governed learning states,F17,D014|D019|D020|D021|D027,UJ-09|UJ-10|UJ-15,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-MEM-001|NFR-MEM-002|NFR-MEM-003|NFR-MEM-004|NFR-MEM-005,Production routing uses only policy-eligible recipe states.,A single successful run cannot alter defaults.
FR-132,FR,Publish durable knowledge through CMF-OKF,F17,D014|D019|D020|D021|D027,UJ-09|UJ-10|UJ-15,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-MEM-001|NFR-MEM-002|NFR-MEM-003|NFR-MEM-004|NFR-MEM-005,"Concepts remain readable, version-controllable, portable, and linked to canonical records.",OKF documents cannot become the authoritative lifecycle or execution store.
FR-133,FR,Define typed CMF knowledge relationships,F17,D014|D019|D020|D021|D027,UJ-09|UJ-10|UJ-15,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-MEM-001|NFR-MEM-002|NFR-MEM-003|NFR-MEM-004|NFR-MEM-005,"Graph traversal can distinguish evidence, compatibility, contradiction, and succession.",Untyped prose links alone cannot govern production retrieval.
FR-134,FR,Apply authority and compatibility filters before similarity search,F17,D014|D019|D020|D021|D027,UJ-09|UJ-10|UJ-15,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-MEM-001|NFR-MEM-002|NFR-MEM-003|NFR-MEM-004|NFR-MEM-005,Incompatible or superseded concepts are excluded or marked explicitly.,Semantic similarity cannot override hard eligibility.
