fr_id,feature_id,feature_title,title,owning_product,primary_story_id,primary_tech_spec_id,requirement,trigger_preconditions,required_output_transition,invariants,positive_given,positive_when,positive_then,adversarial_given,adversarial_then,required_evidence,downstream_consumer,downstream_failure,decision_ref,source_refs,lifecycle
AIR-FR-011,F02,"Identity, Context Premise, Resonance, and Matrix of Edging",Form an Edge Product candidate from survived pressure,Activative Intelligence Runtime,AIR-ST-02.03,TS-AIR-002,"The Runtime shall form an Edge Product only from edges that survive source evidence, identity fit, counteractivation analysis, and the relevant planned or observed state.","An operator selects a guest, coach, audience, interviewer, relationship stage, or source objective.","The Runtime emits a source-backed broad signal, candidate pressures, survived edges, and identity observations with exact epistemic state and no direct Identity DNA mutation.","Identity DNA remains human-owned. | The Matrix of Edging is not a generic topic brainstorm. | Interviewer Resonance is evidence-bearing context, not a fabricated persona. | An Edge Product is formed only after candidate survival and, where applicable, reaction evidence.","An operator selects a guest, coach, audience, interviewer, relationship stage, or source objective.",the Runtime performs **form an edge product candidate from survived pressure** under the active feature contract,"The Runtime shall form an Edge Product only from edges that survive source evidence, identity fit, counteractivation analysis, and the relevant planned or observed state, and the resulting state is eligible for the feature terminal condition: The Runtime emits a source-backed broad signal, candidate pressures, survived edges, and identity observations with exact epistemic state and no direct Identity DNA mutation.","a proposed Primitive is unresolved to its exact YAML, conflicts with another binding, or has an unaddressed misuse mode",typed blocker before downstream eligibility; no synthesized source truth or authority,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity | exact Primitive YAML hashes, bindings, compatibility decisions, misuse risks, Coalition Signature, and Primitive Evaluation Receipt",F03,the interview pressure misses the guest’s actual identity layer and produces polished but non-revealing answers,AIR-D007,SRC-INT-001 | SRC-INT-002 | SRC-MOE-001 | SRC-BRAND-001 | SRC-RSCS-001 | SRC-CCV-001,NEW_V2_1_OR_DEEPENED
AIR-FR-012,F02,"Identity, Context Premise, Resonance, and Matrix of Edging",Propose Identity DNA candidate observations without mutation,Activative Intelligence Runtime,AIR-ST-02.03,TS-AIR-002,"The Runtime may emit evidence-linked Identity DNA candidate observations from repeated or strong expression, but canonical Identity DNA changes require a separate operator resolution.","An operator selects a guest, coach, audience, interviewer, relationship stage, or source objective.","The Runtime emits a source-backed broad signal, candidate pressures, survived edges, and identity observations with exact epistemic state and no direct Identity DNA mutation.","Identity DNA remains human-owned. | The Matrix of Edging is not a generic topic brainstorm. | Interviewer Resonance is evidence-bearing context, not a fabricated persona. | An Edge Product is formed only after candidate survival and, where applicable, reaction evidence.","An operator selects a guest, coach, audience, interviewer, relationship stage, or source objective.",the Runtime performs **propose identity dna candidate observations without mutation** under the active feature contract,"The Runtime may emit evidence-linked Identity DNA candidate observations from repeated or strong expression, but canonical Identity DNA changes require a separate operator resolution, and the resulting state is eligible for the feature terminal condition: The Runtime emits a source-backed broad signal, candidate pressures, survived edges, and identity observations with exact epistemic state and no direct Identity DNA mutation.","the input is stale, contradictory, unresolved, or cannot support the claimed state transition",typed blocker before downstream eligibility; no synthesized source truth or authority,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity",F03,the interview pressure misses the guest’s actual identity layer and produces polished but non-revealing answers,AIR-D007,SRC-INT-001 | SRC-INT-002 | SRC-MOE-001 | SRC-BRAND-001 | SRC-RSCS-001 | SRC-CCV-001,NEW_V2_1_OR_DEEPENED
AIR-FR-013,F03,Activation Hypothesis Portfolio and Comparative Search,Generate a strategically diverse hypothesis portfolio,Activative Intelligence Runtime,AIR-ST-03.01,TS-AIR-003,"The Runtime shall generate multiple eligible activation hypotheses that differ in psychological role, tension, direction, pressure path, primitive coalition, or relationship move rather than merely surface wording.","A broad signal, objective, and eligible source context are available.","A selected activation hypothesis is promoted into a planned program, while rejected and repaired candidates remain evidence.","Candidate diversity must be strategic, not only random-seed variation. | Hard gates precede weighted comparison. | A decisive winner is not forced when the evidence remains ambiguous. | Rejected candidates remain retrievable as hard negatives.","A broad signal, objective, and eligible source context are available.",the Runtime performs **generate a strategically diverse hypothesis portfolio** under the active feature contract,"The Runtime shall generate multiple eligible activation hypotheses that differ in psychological role, tension, direction, pressure path, primitive coalition, or relationship move rather than merely surface wording, and the resulting state is eligible for the feature terminal condition: A selected activation hypothesis is promoted into a planned program, while rejected and repaired candidates remain evidence.","the input is stale, contradictory, unresolved, or cannot support the claimed state transition",typed blocker before downstream eligibility; no synthesized source truth or authority,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity",F04,"the system converges on a cliché direction and loses alternative roles, tensions, and edges that could have activated more strongly",AIR-D008,SRC-AI2-002 | SRC-AHP-PORTFOLIO-001 | SRC-CBAR-001 | SRC-MOE-001,NEW_V2_1_OR_DEEPENED
AIR-FR-014,F03,Activation Hypothesis Portfolio and Comparative Search,Apply hard eligibility gates before scoring,Activative Intelligence Runtime,AIR-ST-03.01,TS-AIR-003,"Source fidelity, epistemic legality, identity fit, domain fit, operator constraints, and fatal primitive conflicts shall remove ineligible hypotheses before comparative scoring.","A broad signal, objective, and eligible source context are available.","A selected activation hypothesis is promoted into a planned program, while rejected and repaired candidates remain evidence.","Candidate diversity must be strategic, not only random-seed variation. | Hard gates precede weighted comparison. | A decisive winner is not forced when the evidence remains ambiguous. | Rejected candidates remain retrievable as hard negatives.","A broad signal, objective, and eligible source context are available.",the Runtime performs **apply hard eligibility gates before scoring** under the active feature contract,"Source fidelity, epistemic legality, identity fit, domain fit, operator constraints, and fatal primitive conflicts shall remove ineligible hypotheses before comparative scoring, and the resulting state is eligible for the feature terminal condition: A selected activation hypothesis is promoted into a planned program, while rejected and repaired candidates remain evidence.","the input is stale, contradictory, unresolved, or cannot support the claimed state transition",typed blocker before downstream eligibility; no synthesized source truth or authority,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity",F04,"the system converges on a cliché direction and loses alternative roles, tensions, and edges that could have activated more strongly",AIR-D008,SRC-AI2-002 | SRC-AHP-PORTFOLIO-001 | SRC-CBAR-001 | SRC-MOE-001,NEW_V2_1_OR_DEEPENED
AIR-FR-015,F03,Activation Hypothesis Portfolio and Comparative Search,Score hypotheses against the current objective,Activative Intelligence Runtime,AIR-ST-03.02,TS-AIR-003,"Eligible hypotheses shall be compared against the current source, audience, relationship stage, desired state transition, counteractivation risk, freshness, and downstream derivative potential.","A broad signal, objective, and eligible source context are available.","A selected activation hypothesis is promoted into a planned program, while rejected and repaired candidates remain evidence.","Candidate diversity must be strategic, not only random-seed variation. | Hard gates precede weighted comparison. | A decisive winner is not forced when the evidence remains ambiguous. | Rejected candidates remain retrievable as hard negatives.","A broad signal, objective, and eligible source context are available.",the Runtime performs **score hypotheses against the current objective** under the active feature contract,"Eligible hypotheses shall be compared against the current source, audience, relationship stage, desired state transition, counteractivation risk, freshness, and downstream derivative potential, and the resulting state is eligible for the feature terminal condition: A selected activation hypothesis is promoted into a planned program, while rejected and repaired candidates remain evidence.","the input is stale, contradictory, unresolved, or cannot support the claimed state transition",typed blocker before downstream eligibility; no synthesized source truth or authority,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity",F04,"the system converges on a cliché direction and loses alternative roles, tensions, and edges that could have activated more strongly",AIR-D008,SRC-AI2-002 | SRC-AHP-PORTFOLIO-001 | SRC-CBAR-001 | SRC-MOE-001,NEW_V2_1_OR_DEEPENED
AIR-FR-016,F03,Activation Hypothesis Portfolio and Comparative Search,Preserve rejected and repaired hypotheses,Activative Intelligence Runtime,AIR-ST-03.02,TS-AIR-003,"The portfolio shall retain rejected, superseded, and repaired candidates with exact reasons, responsible layers, and possible future applicability.","A broad signal, objective, and eligible source context are available.","A selected activation hypothesis is promoted into a planned program, while rejected and repaired candidates remain evidence.","Candidate diversity must be strategic, not only random-seed variation. | Hard gates precede weighted comparison. | A decisive winner is not forced when the evidence remains ambiguous. | Rejected candidates remain retrievable as hard negatives.","A broad signal, objective, and eligible source context are available.",the Runtime performs **preserve rejected and repaired hypotheses** under the active feature contract,"The portfolio shall retain rejected, superseded, and repaired candidates with exact reasons, responsible layers, and possible future applicability, and the resulting state is eligible for the feature terminal condition: A selected activation hypothesis is promoted into a planned program, while rejected and repaired candidates remain evidence.",the responsible layer is unknown or the proposed repair would regenerate valid upstream work,typed blocker before downstream eligibility; no synthesized source truth or authority,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity",F04,"the system converges on a cliché direction and loses alternative roles, tensions, and edges that could have activated more strongly",AIR-D008,SRC-AI2-002 | SRC-AHP-PORTFOLIO-001 | SRC-CBAR-001 | SRC-MOE-001,NEW_V2_1_OR_DEEPENED
AIR-FR-017,F03,Activation Hypothesis Portfolio and Comparative Search,Use explicit search stopping laws,Activative Intelligence Runtime,AIR-ST-03.03,TS-AIR-003,"Search shall stop on a decisive eligible winner, shared defect, exhausted diversity, budget boundary, or operator-owned ambiguity rather than arbitrary iteration count.","A broad signal, objective, and eligible source context are available.","A selected activation hypothesis is promoted into a planned program, while rejected and repaired candidates remain evidence.","Candidate diversity must be strategic, not only random-seed variation. | Hard gates precede weighted comparison. | A decisive winner is not forced when the evidence remains ambiguous. | Rejected candidates remain retrievable as hard negatives.","A broad signal, objective, and eligible source context are available.",the Runtime performs **use explicit search stopping laws** under the active feature contract,"Search shall stop on a decisive eligible winner, shared defect, exhausted diversity, budget boundary, or operator-owned ambiguity rather than arbitrary iteration count, and the resulting state is eligible for the feature terminal condition: A selected activation hypothesis is promoted into a planned program, while rejected and repaired candidates remain evidence.","the input is stale, contradictory, unresolved, or cannot support the claimed state transition",typed blocker before downstream eligibility; no synthesized source truth or authority,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity",F04,"the system converges on a cliché direction and loses alternative roles, tensions, and edges that could have activated more strongly",AIR-D008,SRC-AI2-002 | SRC-AHP-PORTFOLIO-001 | SRC-CBAR-001 | SRC-MOE-001,NEW_V2_1_OR_DEEPENED
AIR-FR-018,F03,Activation Hypothesis Portfolio and Comparative Search,Promote one selected hypothesis into a planned program,Activative Intelligence Runtime,AIR-ST-03.03,TS-AIR-003,Promotion shall create a new Planned Activative Intelligence object that references the complete portfolio and evaluation receipt without erasing alternatives.,"A broad signal, objective, and eligible source context are available.","A selected activation hypothesis is promoted into a planned program, while rejected and repaired candidates remain evidence.","Candidate diversity must be strategic, not only random-seed variation. | Hard gates precede weighted comparison. | A decisive winner is not forced when the evidence remains ambiguous. | Rejected candidates remain retrievable as hard negatives.","A broad signal, objective, and eligible source context are available.",the Runtime performs **promote one selected hypothesis into a planned program** under the active feature contract,"Promotion shall create a new Planned Activative Intelligence object that references the complete portfolio and evaluation receipt without erasing alternatives, and the resulting state is eligible for the feature terminal condition: A selected activation hypothesis is promoted into a planned program, while rejected and repaired candidates remain evidence.","a planned, inferred, rejected, or superseded field is presented without its exact epistemic state",typed blocker before downstream eligibility; no synthesized source truth or authority,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity | model/harness version, dataset and evaluation lineage, applicability envelope, baseline comparison, shadow result, fallback, and rollback",F04,"the system converges on a cliché direction and loses alternative roles, tensions, and edges that could have activated more strongly",AIR-D008,SRC-AI2-002 | SRC-AHP-PORTFOLIO-001 | SRC-CBAR-001 | SRC-MOE-001,NEW_V2_1_OR_DEEPENED
AIR-FR-019,F04,Primitive Family Registry and Primitive Binding,Distinguish Meaning and Experience Primitive planes,Activative Intelligence Runtime,AIR-ST-04.01,TS-AIR-004,"Every primitive query and binding shall declare whether the primitive creates meaning or shapes the participant experience, and cross-plane relationships shall be explicit.",A selected activation hypothesis and current stage require a concrete behavioral recipe.,"Every required behavior is bound to exact primitive versions, stage-local applications, suppression rules, and evidence.","Meaning and Experience planes remain distinct. | Primitive IDs and versions are exact. | Primitive applicability is contextual, not universal. | A primitive cannot be selected solely because its name sounds relevant.",A selected activation hypothesis and current stage require a concrete behavioral recipe.,the Runtime performs **distinguish meaning and experience primitive planes** under the active feature contract,"Every primitive query and binding shall declare whether the primitive creates meaning or shapes the participant experience, and cross-plane relationships shall be explicit, and the resulting state is eligible for the feature terminal condition: Every required behavior is bound to exact primitive versions, stage-local applications, suppression rules, and evidence.","a proposed Primitive is unresolved to its exact YAML, conflicts with another binding, or has an unaddressed misuse mode",typed blocker before downstream eligibility; no synthesized source truth or authority,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity | exact Primitive YAML hashes, bindings, compatibility decisions, misuse risks, Coalition Signature, and Primitive Evaluation Receipt",F05,the selected primitive behaves differently from the assumed name and injects an incompatible core move into the program,AIR-D009,SRC-PRIM-001 | SRC-PRIM-002 | SRC-PRIM-003 | SRC-MOE-001,NEW_V2_1_OR_DEEPENED
AIR-FR-020,F04,Primitive Family Registry and Primitive Binding,Resolve exact primitive versions,Activative Intelligence Runtime,AIR-ST-04.01,TS-AIR-004,"The Runtime shall resolve primitive identifiers, versions, family, source registry, applicability, misuse risks, and supersession state before coalition compilation.",A selected activation hypothesis and current stage require a concrete behavioral recipe.,"Every required behavior is bound to exact primitive versions, stage-local applications, suppression rules, and evidence.","Meaning and Experience planes remain distinct. | Primitive IDs and versions are exact. | Primitive applicability is contextual, not universal. | A primitive cannot be selected solely because its name sounds relevant.",A selected activation hypothesis and current stage require a concrete behavioral recipe.,the Runtime performs **resolve exact primitive versions** under the active feature contract,"The Runtime shall resolve primitive identifiers, versions, family, source registry, applicability, misuse risks, and supersession state before coalition compilation, and the resulting state is eligible for the feature terminal condition: Every required behavior is bound to exact primitive versions, stage-local applications, suppression rules, and evidence.","a proposed Primitive is unresolved to its exact YAML, conflicts with another binding, or has an unaddressed misuse mode",typed blocker before downstream eligibility; no synthesized source truth or authority,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity | exact Primitive YAML hashes, bindings, compatibility decisions, misuse risks, Coalition Signature, and Primitive Evaluation Receipt",F05,the selected primitive behaves differently from the assumed name and injects an incompatible core move into the program,AIR-D009,SRC-PRIM-001 | SRC-PRIM-002 | SRC-PRIM-003 | SRC-MOE-001,NEW_V2_1_OR_DEEPENED
AIR-FR-021,F04,Primitive Family Registry and Primitive Binding,Create explicit Primitive Bindings,Activative Intelligence Runtime,AIR-ST-04.02,TS-AIR-004,"A Primitive Binding shall connect one primitive to a target object, stage, role, tension, intended effect, execution surface, evidence, and allowed adaptation.",A selected activation hypothesis and current stage require a concrete behavioral recipe.,"Every required behavior is bound to exact primitive versions, stage-local applications, suppression rules, and evidence.","Meaning and Experience planes remain distinct. | Primitive IDs and versions are exact. | Primitive applicability is contextual, not universal. | A primitive cannot be selected solely because its name sounds relevant.",A selected activation hypothesis and current stage require a concrete behavioral recipe.,the Runtime performs **create explicit primitive bindings** under the active feature contract,"A Primitive Binding shall connect one primitive to a target object, stage, role, tension, intended effect, execution surface, evidence, and allowed adaptation, and the resulting state is eligible for the feature terminal condition: Every required behavior is bound to exact primitive versions, stage-local applications, suppression rules, and evidence.","a proposed Primitive is unresolved to its exact YAML, conflicts with another binding, or has an unaddressed misuse mode",typed blocker before downstream eligibility; no synthesized source truth or authority,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity | exact Primitive YAML hashes, bindings, compatibility decisions, misuse risks, Coalition Signature, and Primitive Evaluation Receipt",F05,the selected primitive behaves differently from the assumed name and injects an incompatible core move into the program,AIR-D009,SRC-PRIM-001 | SRC-PRIM-002 | SRC-PRIM-003 | SRC-MOE-001,NEW_V2_1_OR_DEEPENED
