fr_id,source_product,feature_id,title,primary_owner,primary_story_id,primary_story_title,canonical_spec_id,authority_source_id,ownership_authority_id,gate,claim_ceiling,original_spec_id,ownership_reconciled,requirement,required_evidence,source_refs
AIR-FR-051,AIR,F09,Propose the smallest useful Activative Call,Activative Intelligence Runtime,AIR-ST-09.02,Propose bounded next Activative Calls and pressure dose,TS-AIR-009,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B_VERTICAL_RUNTIME_AND_INTEGRATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-009,false,"The Runtime shall propose a bounded next call linked to the active Interview Asset Contract, observed state, expected transition, and stopping law.","exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity",SRC-INT-001 | SRC-INT-002 | SRC-MOE-001 | SRC-AI2-LIVE-001
AIR-FR-052,AIR,F09,Calibrate pressure dose and distance from overload,Activative Intelligence Runtime,AIR-ST-09.02,Propose bounded next Activative Calls and pressure dose,TS-AIR-009,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B_VERTICAL_RUNTIME_AND_INTEGRATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-009,false,"Each call shall declare its pressure dose, expected gain, overload risk, and available relief or affinity-reset path.","exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity",SRC-INT-001 | SRC-INT-002 | SRC-MOE-001 | SRC-AI2-LIVE-001
AIR-FR-053,AIR,F09,Model counteractivation and defense roles,Activative Intelligence Runtime,AIR-ST-09.03,"Land, reset, or stop without forcing the intended premise",TS-AIR-009,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B_VERTICAL_RUNTIME_AND_INTEGRATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-009,false,"The Runtime shall identify probable denial, reactance, shame shutdown, projection, tribal defense, topic escape, or performative agreement and adjust the policy accordingly.","exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity | psychological role, tension, archetype coalition, Guest Voice DNA lineage, Final Script approval, and rejection alternatives | model/harness version, dataset and evaluation lineage, applicability envelope, baseline comparison, shadow result, fallback, and rollback",SRC-INT-001 | SRC-INT-002 | SRC-MOE-001 | SRC-AI2-LIVE-001
AIR-FR-054,AIR,F09,"Choose continue, deepen, reset, land, or stop",Activative Intelligence Runtime,AIR-ST-09.03,"Land, reset, or stop without forcing the intended premise",TS-AIR-009,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B_VERTICAL_RUNTIME_AND_INTEGRATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-009,false,The Runtime shall make the available transition explicit and shall not continue merely to exhaust a prepared question list.,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity",SRC-INT-001 | SRC-INT-002 | SRC-MOE-001 | SRC-AI2-LIVE-001
AIR-FR-055,AIR,F10,Capture a multimodal Reaction Observation Stream,Interview Expression,AIR-ST-10.01,Capture multimodal reaction evidence,TS-INT-006,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-010,true,"The system shall align transcript, word timing, silence, audio events, facial and body keyframes, gaze, posture, self-correction, contradiction, and reaction-tail observations where available.","exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity | source spans, word/phrase timing, speakers, audio/visual observations, planned–observed delta, and expression decision",SRC-AI2-REACTION-001 | SRC-INT-001 | SRC-SOURCE-FIRST-001
AIR-FR-056,AIR,F10,Classify typed reaction outcomes,Interview Expression,AIR-ST-10.01,Capture multimodal reaction evidence,TS-INT-006,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-010,true,"Reaction outcomes shall include anchor hit, partial hit, unexpected edge, state transition, flat answer, defensive reaction, topic escape, silence, contradiction, landing reached, and activation null.","exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity | source spans, word/phrase timing, speakers, audio/visual observations, planned–observed delta, and expression decision",SRC-AI2-REACTION-001 | SRC-INT-001 | SRC-SOURCE-FIRST-001
AIR-FR-057,AIR,F10,Treat non-reaction as evidence,Interview Expression,AIR-ST-10.02,"Classify reactions, non-reactions, and counteractivation",TS-INT-006,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-010,true,"When the intended pressure produces no meaningful transition, the system shall record activation null or partial activation rather than manufacture an Anchor Hit.","exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity | source spans, word/phrase timing, speakers, audio/visual observations, planned–observed delta, and expression decision",SRC-AI2-REACTION-001 | SRC-INT-001 | SRC-SOURCE-FIRST-001
AIR-FR-058,AIR,F10,Issue immutable Reaction Receipts,Interview Expression,AIR-ST-10.02,"Classify reactions, non-reactions, and counteractivation",TS-INT-006,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-010,true,"A Reaction Receipt shall bind the triggering call, source spans, observation evidence, outcome, confidence, counteractivation, and evaluator identity.","exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity | source spans, word/phrase timing, speakers, audio/visual observations, planned–observed delta, and expression decision",SRC-AI2-REACTION-001 | SRC-INT-001 | SRC-SOURCE-FIRST-001
AIR-FR-059,AIR,F10,Compute planned–observed deltas,Interview Expression,AIR-ST-10.03,Issue Reaction Receipts and planned–observed deltas,TS-INT-006,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-010,true,"The Runtime shall compare expected state, role, edge, and asset route with what actually emerged and preserve both the match and the mismatch.","exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity",SRC-AI2-REACTION-001 | SRC-INT-001 | SRC-SOURCE-FIRST-001
AIR-FR-060,AIR,F10,Evaluate Reaction Receipts independently,Interview Expression,AIR-ST-10.03,Issue Reaction Receipts and planned–observed deltas,TS-INT-006,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-010,true,"An evaluator separate from the call proposer shall test evidence sufficiency, outcome fit, alternative interpretations, and the maximum supported claim.","exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity | source spans, word/phrase timing, speakers, audio/visual observations, planned–observed delta, and expression decision",SRC-AI2-REACTION-001 | SRC-INT-001 | SRC-SOURCE-FIRST-001
AIR-FR-061,AIR,F11,Discover Expression Moment candidates from complete evidence,Interview Expression,AIR-ST-11.01,Discover and bound complete Expression Moments,TS-INT-004,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-011,true,"The system shall use transcript, Reaction Receipts, audio events, keyframes, planned context, observed tags, and source continuity to propose moment candidates.","exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity | source spans, word/phrase timing, speakers, audio/visual observations, planned–observed delta, and expression decision",SRC-AI2-EXPRESSION-001 | SRC-SOURCE-FIRST-001 | SRC-INT-002
AIR-FR-062,AIR,F11,Set boundaries that preserve premise and reaction tail,Interview Expression,AIR-ST-11.01,Discover and bound complete Expression Moments,TS-INT-004,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-011,true,"Candidate boundaries shall include the minimum source context needed to prevent quote collapse, preserve the cause of the expression, and retain the relevant reaction tail.","exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity | source spans, word/phrase timing, speakers, audio/visual observations, planned–observed delta, and expression decision",SRC-AI2-EXPRESSION-001 | SRC-SOURCE-FIRST-001 | SRC-INT-002
AIR-FR-063,AIR,F11,Score moment qualities and routeability,Interview Expression,AIR-ST-11.02,Resolve moment lifecycle and routeability,TS-INT-004,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-011,true,"The resolver shall evaluate completeness, specificity, identity signal, pressure survival, emotional or cognitive turn, audiovisual usability, and eligible derivative routes.","exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity | source spans, word/phrase timing, speakers, audio/visual observations, planned–observed delta, and expression decision",SRC-AI2-EXPRESSION-001 | SRC-SOURCE-FIRST-001 | SRC-INT-002
AIR-FR-064,AIR,F11,Maintain an explicit Expression Moment lifecycle,Interview Expression,AIR-ST-11.02,Resolve moment lifecycle and routeability,TS-INT-004,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-011,true,"Candidates shall move through proposed, observed, borderline, approved, rejected, superseded, and revoked states with immutable decisions and evidence.","exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity | source spans, word/phrase timing, speakers, audio/visual observations, planned–observed delta, and expression decision",SRC-AI2-EXPRESSION-001 | SRC-SOURCE-FIRST-001 | SRC-INT-002
AIR-FR-065,AIR,F11,Compile an Observed Activative Intelligence Pack,Activative Intelligence Runtime,AIR-ST-11.03,Compile the Observed Activative Intelligence Pack,TS-AIR-011,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B_VERTICAL_RUNTIME_AND_INTEGRATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-011,false,"The Runtime shall compile actual roles, directions, pressures, urges, edges, primitive and archetype evidence, reactions, limitations, and planned–observed deltas from approved source evidence.","exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity",SRC-AI2-EXPRESSION-001 | SRC-SOURCE-FIRST-001 | SRC-INT-002
AIR-FR-066,AIR,F11,Handoff approved source expression without losing authority,Interview Expression,AIR-ST-11.03,Compile the Observed Activative Intelligence Pack,TS-INT-004,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-011,true,The Observed AIP shall reference exact source packages and moments and shall not grant the derivative producer authority to reinterpret the guest’s meaning.,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity | source spans, word/phrase timing, speakers, audio/visual observations, planned–observed delta, and expression decision",SRC-AI2-EXPRESSION-001 | SRC-SOURCE-FIRST-001 | SRC-INT-002
AIR-FR-067,AIR,F12,Support Brief-led admission,Interview Expression,AIR-ST-12.01,Admit Brief-led and imported interview sources,TS-INT-001,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-012,true,"A completed Activative Interview shall produce a source package that references its Brief, Planned AIP, Interview Asset Contracts, calls, observations, Reaction Receipts, and observed evidence.","exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity",SRC-SOURCE-FIRST-001 | SRC-AI2-SOURCE-001 | SRC-INT-001
AIR-FR-068,AIR,F12,Support imported-source admission,Interview Expression,AIR-ST-12.01,Admit Brief-led and imported interview sources,TS-INT-001,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-012,true,"An imported interview shall become a first-class source package while explicitly declaring which planned activation, anchor, Matrix, or session objects are absent.","exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity | source spans, word/phrase timing, speakers, audio/visual observations, planned–observed delta, and expression decision",SRC-SOURCE-FIRST-001 | SRC-AI2-SOURCE-001 | SRC-INT-001
AIR-FR-069,AIR,F12,"Bind exact media, transcript, speakers, timing, and keyframes",Interview Expression,AIR-ST-12.02,"Assemble the exact media, transcript, tag, reaction, and keyframe spine",TS-INT-001,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-012,true,"The source package shall hash and version original video/audio, transcript words and phrases, speaker map, time alignment, audio events, shot map, keyframes, and visual references.","exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity | psychological role, tension, archetype coalition, Guest Voice DNA lineage, Final Script approval, and rejection alternatives | source spans, word/phrase timing, speakers, audio/visual observations, planned–observed delta, and expression decision",SRC-SOURCE-FIRST-001 | SRC-AI2-SOURCE-001 | SRC-INT-001
AIR-FR-070,AIR,F12,Preserve tag provenance and epistemic state,Interview Expression,AIR-ST-12.02,"Assemble the exact media, transcript, tag, reaction, and keyframe spine",TS-INT-001,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-012,true,"Every planned, observed, inferred, operator-confirmed, rejected, and superseded tag shall retain its source, timestamp or span, author, and lifecycle state.","exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity",SRC-SOURCE-FIRST-001 | SRC-AI2-SOURCE-001 | SRC-INT-001
AIR-FR-071,AIR,F12,Version source packages additively,Interview Expression,AIR-ST-12.03,Version and publish the canonical source package under operator authority,TS-INT-001,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-012,true,"Corrections to transcripts, speaker maps, tags, moments, or references shall create successor package versions and invalidate only dependent derivative programs.","exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity | source spans, word/phrase timing, speakers, audio/visual observations, planned–observed delta, and expression decision",SRC-SOURCE-FIRST-001 | SRC-AI2-SOURCE-001 | SRC-INT-001
AIR-FR-072,AIR,F12,Publish under operator source authority,Interview Expression,AIR-ST-12.03,Version and publish the canonical source package under operator authority,TS-INT-001,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-012,true,The package shall record the operator-provided source authority and intended route scope as provenance and execution context without introducing a separate creative-policy authority.,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity | source spans, word/phrase timing, speakers, audio/visual observations, planned–observed delta, and expression decision",SRC-SOURCE-FIRST-001 | SRC-AI2-SOURCE-001 | SRC-INT-001
AIR-FR-073,AIR,F13,Compile a Campaign Activation Program,Activative Intelligence Runtime,AIR-ST-13.01,Compile a coordinated Campaign Activation Program,TS-AIR-013,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B_VERTICAL_RUNTIME_AND_INTEGRATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-013,false,"The Runtime shall sequence source-backed derivative programs with audience segment, role, tension, direction, edge, archetype, primitive signature, format, and intended relationship movement.","exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity",SRC-AI2-CAMPAIGN-001 | SRC-AHP-F23-001 | SRC-CCV-001
AIR-FR-074,AIR,F13,"Enforce role, direction, and archetype diversity",Activative Intelligence Runtime,AIR-ST-13.01,Compile a coordinated Campaign Activation Program,TS-AIR-013,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B_VERTICAL_RUNTIME_AND_INTEGRATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-013,false,"The campaign shall apply minimum diversity and repetition limits so repeated accusation, regret, inversion, or one archetype formula cannot dominate by local score alone.","exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity | psychological role, tension, archetype coalition, Guest Voice DNA lineage, Final Script approval, and rejection alternatives",SRC-AI2-CAMPAIGN-001 | SRC-AHP-F23-001 | SRC-CCV-001
AIR-FR-075,AIR,F13,Maintain an Activation Freshness Profile,Activative Intelligence Runtime,AIR-ST-13.02,"Protect role, direction, archetype, and structure freshness",TS-AIR-013,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B_VERTICAL_RUNTIME_AND_INTEGRATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-013,false,"The system shall track prior structures, Primitive coalitions, roles, tensions, visual operators, archetypes, and audience exposure that affect present activation strength.","exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity",SRC-AI2-CAMPAIGN-001 | SRC-AHP-F23-001 | SRC-CCV-001
AIR-FR-076,AIR,F13,Capture audience reaction as a separate evidence stream,Activative Intelligence Runtime,AIR-ST-13.02,"Protect role, direction, archetype, and structure freshness",TS-AIR-013,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B_VERTICAL_RUNTIME_AND_INTEGRATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-013,false,"Publishing observations shall produce Audience Reaction Receipts tied to exact asset versions, audience context, platform, exposure window, and measurement limits.","exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity | source spans, word/phrase timing, speakers, audio/visual observations, planned–observed delta, and expression decision",SRC-AI2-CAMPAIGN-001 | SRC-AHP-F23-001 | SRC-CCV-001
AIR-FR-077,AIR,F13,Detect campaign counteractivation and fatigue,Activative Intelligence Runtime,AIR-ST-13.03,Capture audience response and revise the campaign additively,TS-AIR-013,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B_VERTICAL_RUNTIME_AND_INTEGRATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-013,false,"The Runtime shall identify defensive repetition, habituation, formula visibility, role overload, edge overuse, and relief deficits across the campaign.","exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity",SRC-AI2-CAMPAIGN-001 | SRC-AHP-F23-001 | SRC-CCV-001
AIR-FR-078,AIR,F13,Revise campaign programs additively,Activative Intelligence Runtime,AIR-ST-13.03,Capture audience response and revise the campaign additively,TS-AIR-013,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B_VERTICAL_RUNTIME_AND_INTEGRATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-013,false,"Campaign revisions shall supersede only affected asset plans or sequencing decisions while preserving published history, source lineage, and prior performance evidence.","exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity",SRC-AI2-CAMPAIGN-001 | SRC-AHP-F23-001 | SRC-CCV-001
AIR-FR-079,AIR,F14,Maintain a Relationship Activation State,Activative Intelligence Runtime,AIR-ST-14.01,Represent the current relationship state and hypotheses,TS-AIR-014,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B_VERTICAL_RUNTIME_AND_INTEGRATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-014,false,"The Runtime shall represent current relationship stage, prior interactions, expressed recognition, unresolved tension, commitments, delivered value, and evidence limits.","exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity",SRC-AI2-REL-001 | SRC-INT-001 | SRC-MOE-001
AIR-FR-080,AIR,F14,Generate relationship activation hypotheses,Activative Intelligence Runtime,AIR-ST-14.01,Represent the current relationship state and hypotheses,TS-AIR-014,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B_VERTICAL_RUNTIME_AND_INTEGRATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-014,false,"The Runtime shall compare recognition, mirroring, direct close, micro-commitment, invitation, interview, asset delivery, and reset hypotheses appropriate to the current stage.","exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity",SRC-AI2-REL-001 | SRC-INT-001 | SRC-MOE-001
AIR-FR-081,AIR,F14,Select the smallest useful commitment,Activative Intelligence Runtime,AIR-ST-14.02,Select the smallest useful commitment,TS-AIR-014,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B_VERTICAL_RUNTIME_AND_INTEGRATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-014,false,The selected move shall ask for the minimum action that creates meaningful evidence or makes the next state possible without pretending greater trust exists.,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity",SRC-AI2-REL-001 | SRC-INT-001 | SRC-MOE-001
AIR-FR-082,AIR,F14,Represent ReelCast progression explicitly,Activative Intelligence Runtime,AIR-ST-14.02,Select the smallest useful commitment,TS-AIR-014,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B_VERTICAL_RUNTIME_AND_INTEGRATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-014,false,"Public comment, reply or DM, micro-commitment, Interview Brief, Complete Expression Session, Asset Package, delivery, and next offer shall be separate states and receipts.","exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity",SRC-AI2-REL-001 | SRC-INT-001 | SRC-MOE-001
AIR-FR-083,AIR,F14,Treat asset delivery as relationship evidence,Activative Intelligence Runtime,AIR-ST-14.03,Progress through ReelCast and asset delivery with scoped learning,TS-AIR-014,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B_VERTICAL_RUNTIME_AND_INTEGRATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-014,false,"A delivered source-backed asset shall update relationship state only from the actual delivery, response, use, and operator interpretation rather than from planned value.","exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity",SRC-AI2-REL-001 | SRC-INT-001 | SRC-MOE-001
AIR-FR-084,AIR,F14,Capture scoped relationship learning,Activative Intelligence Runtime,AIR-ST-14.03,Progress through ReelCast and asset delivery with scoped learning,TS-AIR-014,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B_VERTICAL_RUNTIME_AND_INTEGRATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-014,false,"Relationship learnings shall carry person, audience, stage, platform, interaction type, and applicability limits before they influence future calls.","exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity | model/harness version, dataset and evaluation lineage, applicability envelope, baseline comparison, shadow result, fallback, and rollback",SRC-AI2-REL-001 | SRC-INT-001 | SRC-MOE-001
