fr_id,feature_id,title,lifecycle,normative_requirement,trigger_preconditions,required_output_state,authority_invariants,positive_acceptance,adversarial_denial,required_evidence,decisions,sources,primary_story,candidate_tech_spec
FR-140,F24,Select source spans by expression and archetype function,NEW_V1_1,"A bounded A-roll selector shall choose eligible source spans using approved Expression Moments, phrase context, speaker, audio events, keyframes, target duration, archetype sequence, and must-preserve/must-exclude constraints.",An admitted short-video job requires a concrete source sequence.,"A candidate portfolio of source-span sequences with runtime, quote, beat, reason, and source context.",No unsupported quote synthesis. | Selection retains enough context to preserve meaning. | Required reactions and expression tails remain eligible.,"Given multiple takes or answer sections, when selection runs, then it ranks the sequence that best satisfies the approved archetype while preserving source truth.","Given a shorter clip that changes the answer's meaning, when compared, then it cannot win on pacing alone.","Source-context comparison, duration/coverage checks, candidate reasons, and independent selection review.",D043;D045;D052,SRC-INT-001;SRC-EXT-017;SRC-EXT-023,ST-04.02,TS-VID-002
FR-141,F24,Enforce word-boundary EDL and audio continuity,NEW_V1_1,"Accepted source cuts shall snap to validated word or permitted silence/audio-event boundaries, use declared padding, preserve speaker handoffs and reactions where required, and apply production-correct audio fades and output-time caption mapping.",An A-roll candidate sequence is compiled into an EDL.,A mechanically validated EDL and audio/caption boundary plan.,No mid-word cuts. | Timestamp drift is absorbed within declared padding. | Every cut works on both audio and video.,"Given a cut at the end of a spoken phrase, when validated, then it lands on a word boundary, applies permitted padding, and does not create an audible pop.","Given a cut with a clean transcript boundary but a visible mouth discontinuity, when rendered evaluation runs, then it is not accepted solely by transcript validation.","Word-boundary tests, waveform/boundary checks, caption offset validation, and rendered cut inspection.",D043;D053,SRC-EXT-017,ST-04.02,TS-VID-002
FR-142,F24,"Compile evidence, B-roll, captions, and motion slots as source support",NEW_V1_1,"The short-video Harness shall compile supporting visual treatments from source evidence, approved assets, keyframes, screenshots, diagrams, captions, and bounded motion-block requests, each with a declared narrative/Activative function, timing, geometry, and lineage.","An accepted A-roll sequence identifies moments that require clarification, proof, emphasis, continuity, or visual relief.",Supporting-track plan and child asset/motion demands.,"Decorative novelty is insufficient justification. | Proof visuals require evidence lineage. | Face, captions, and source expression safe regions remain protected.","Given a numerical claim, when a data callout appears, then it is timed to the claim, cites the evidence object, and clears the subject/caption regions.","Given B-roll that contradicts the speaker or obscures a key reaction, when evaluation runs, then it fails.","Support-function validation, geometry checks, evidence references, and composition preview.",D043;D044;D053,SRC-EXT-018;SRC-EXT-019;SRC-EXT-017;SRC-CUR-014,ST-04.03,TS-VID-003
FR-143,F24,Evaluate rendered cut boundaries and whole-short coherence,NEW_V1_1,"The evaluator shall inspect the actual rendered output at each cut, overlay transition, caption change, and selected checkpoints for visual jumps, audio pops, subtitle occlusion, wrong frames, grade consistency, source meaning, pacing, and archetype coherence.",An encoded preview exists.,"A boundary-level and whole-short evaluation report with time ranges, failure codes, evidence frames/waveforms, responsible layers, and verdict.",Source inspection cannot substitute for rendered-output inspection. | Technical and semantic failures remain separate. | Producer self-description is not evidence.,"Given a preview with a hidden subtitle at one overlay boundary, when evaluation runs, then the exact time and responsible layer are reported.","Given a technically perfect short that removes the source reaction and weakens the intended expression, when evaluated, then it fails the semantic/Activative gate.","Rendered timeline views, audio analysis, caption checks, VLM/human calibration, and verdict receipt.",D043;D053,SRC-EXT-017;SRC-CUR-018,ST-04.06,TS-VID-006
FR-144,F24,Apply bounded short-video repair and operator revision,NEW_V1_1,"Short-video failures or operator corrections shall compile into the smallest valid edit changes, preserve already-valid source selections and relationships, rerender only affected ranges or downstream outputs where possible, and stop after the configured repair limit or a human-owned boundary.",A rendered evaluation or authorized operator request identifies a temporal defect or preference.,"A ChangeRequestProgram, affected-node/range set, preview, new evaluation, and HumanResolutionEpisode where applicable.",Repair cannot rewrite source speech. | Unaffected accepted nodes/checkpoints are reused. | Maximum repair rounds are enforced.,"Given a caption collision at one scene, when repaired, then only the caption/scene render and dependent final export rerun.","Given three failed repair passes or an unresolved taste choice, when the limit is reached, then the system escalates rather than looping.","Change diff, invalidation map, reused checkpoint report, rerender hashes, evaluation, and human episode.",D047;D049,SRC-EXT-017;SRC-AM-001;SRC-CUR-019,ST-04.06,TS-VID-006
FR-145,F25,Produce source-grounded Carousel derivatives,NEW_V1_1,"A Carousel job shall consume an approved archetype-coalition Final Script written through Guest Voice DNA, Primitive Coalition Contract, source spans, evidence, Expression Moments, and keyframes, and shall preserve source links for every slide while using Carousel-native swipe grammar.",An approved source package and Carousel-capable Harness/profile are available.,"Carousel Composition IR, slide-role plan, source/evidence map, rendered images, preview, and evaluation.",Slides are not frame-time video scenes. | Editorial paraphrases are labeled. | Every source-backed assertion resolves to evidence.,"Given an approved five-slide teaching route, when rendered, then each slide links to the supporting quote/evidence and the sequence preserves progression.","Given a quote slide whose text cannot be found in the source and is not labeled paraphrase, when validation runs, then it fails.","Slide/source traceability, geometry/text checks, sequence evaluation, and render hashes.",D044;D046,SRC-INT-001;SRC-CUR-007;SRC-LEG-024;SRC-LEG-025,ST-05.02,TS-CAR-001
FR-146,F25,Produce source-grounded SuperVisual derivatives,NEW_V1_1,"A SuperVisual job shall consume an approved archetype-coalition Final Script and Primitive Coalition Contract and shall create one source-grounded, feed-legible psychological role inside tension with exact source and transformation lineage.",An approved source moment and SuperVisual-capable Harness/profile are available.,"Single-frame Composition IR, source/evidence map, master image, variants, and evaluation.",One frame cannot imply unsupported meaning. | Visual hierarchy is measurable. | Source quote and editorial language remain distinguishable.,"Given an approved premise and portrait keyframe, when rendered, then the visual preserves identity prominence and cites its source.","Given a beautiful poster whose slogan overstates the speaker's claim, when evaluated, then it fails semantic fidelity.","Source map, feed-size legibility, reading-order evidence, semantic evaluation, and hashes.",D044;D046,SRC-INT-001;SRC-CUR-007;SRC-LEG-026;SRC-LEG-027,ST-05.03,TS-SPV-001
FR-147,F25,Produce source-grounded 2D animation derivatives without activating Format 02,NEW_V1_1,"Every approved archetype-coalition Final Script shall compile a source-grounded 2D Animation Scene Package for reusable B-roll, explainer, quote, concept, and Carousel use; the active archetype template and downstream compositions decide which scenes are fully rendered, without activating Format 02.",An authorized non-Format-02 animation derivative job is admitted.,"Animation scene/clip program, source/voice lineage, rig/layer/runtime bindings, rendered output, and evaluation.",Format 02 remains deferred. | Generated performance does not claim to be the participant's actual reaction unless directly derived and labeled. | Identity references are governed.,"Given a quote-driven animated explainer using the interviewer's audio, when produced, then every spoken segment and visual idea traces to the source or an explicitly approved derivative.","Given a Stretchy Studio rig demo, when no current animation Harness authorizes its use, then it cannot enter production.","Animation-job authority, source/voice map, runtime/rig receipts, identity/semantic evaluation, and Format 02 exclusion test.",D044;D051;D053,SRC-EXT-019;SRC-EXT-025;SRC-AM-001;SRC-INT-001,ST-05.04,TS-ANI-001
FR-148,F25,"Label quotations, condensations, voiceovers, and generated derivatives truthfully",NEW_V1_1,"Verbatim quotations, Guest-Voice-DNA rewrites, editorial condensations, source-audio excerpts, generated voiceovers, and generated visual derivatives shall be explicitly distinguishable while preserving the approved Final Script and source lineage.",A derivative transforms or reuses spoken language or voice.,Typed language/voice provenance records attached to content elements and exports.,No paraphrase is presented as verbatim. | Synthetic or rerecorded voice is clearly identified in records. | Operator source authorization and identity use govern generation.,"Given a Carousel condensation of a long answer, when displayed, then it is labeled editorial condensation and links to the source span.","Given a cloned voice reading newly written text without approved synthetic-voice operator source authorization, when production is attempted, then it is denied.","Quote-diff checks, voice/source metadata, operator source authorization validation, operator approval, and export disclosures.",D044;D047,SRC-INT-001;SRC-AM-001,ST-05.04,TS-ANI-001
FR-149,F25,"Preserve cross-derivative identity, meaning, and batch continuity",NEW_V1_1,"The batch shall evaluate whether shorts, Carousels, SuperVisuals, and animation derivatives remain coherent in identity, terminology, evidence, visual recurrence, and intended audience movement while allowing format-native variation.",Two or more derivative jobs from the same source package reach candidate or accepted state.,"A batch continuity report, shared/repeated element map, contradictions, fatigue/recurrence findings, and repair recommendations.",Continuity does not require visual sameness. | Category-native grammar remains independent. | Contradictions are not hidden.,"Given a short and Carousel using the same premise, when compared, then their core claim and source evidence agree while each uses its own format grammar.","Given a SuperVisual that reverses the short's call or misattributes a quote, when batch evaluation runs, then acceptance is blocked.","Cross-artifact semantic comparison, identity/source checks, recurrence analysis, and batch verdict.",D044;D046,SRC-CUR-020;SRC-INT-001,ST-05.05,TS-BATCH-001
FR-150,F25,Export complete derivative lineage and usage evidence,NEW_V1_1,"Every derivative output shall package source-package and span references, ingredient versions, Harness and binding identities, transformation records, generated-asset lineage, evaluations, human resolutions, publication scope, and downstream usage acknowledgements.","A derivative reaches terminal accepted, rejected, canceled, shadow, or published state.",A portable derivative evidence bundle and usage records.,No accepted output is orphaned from source. | Restrictions and limitations travel with exports. | Historical versions remain addressable.,"Given a published Carousel, when audited, then every slide's source/evidence and every generated visual's VAE lineage can be traced.","Given an exported animation with missing voice provenance, when package validation runs, then delivery fails.","Lineage completeness test, artifact hashes, usage acknowledgement, and portable bundle validation.",D044;D047,SRC-CUR-022;SRC-AM-001,ST-05.05,TS-BATCH-001
FR-151,F26,Compile natural-language operator revisions into typed change programs,NEW_V1_1,"A Revision Compiler Programmed Model or eligible general fallback shall translate an authorized operator request, current state, target objects, Harness, JIT context, allowed tool registry, and evaluation into the smallest typed ChangeRequestProgram or an explicit clarification/escalation.",An operator submits a revision in a category Studio or review queue.,"A structured interpretation, exact operations, preconditions, invariants, affected nodes, validation plan, confidence, and escalation state.",The compiler proposes commands; deterministic authority validation decides admission. | Unclear requests may ask one targeted question. | No unrestricted tool access.,"Given 'let the reaction breathe half a second longer and lower the caption,' when context is sufficient, then the compiler emits exact temporal and layout operations with affected nodes.","Given 'make it better' with multiple plausible meanings, when confidence is insufficient, then it requests clarification rather than guessing.","Tool-call schema tests, human request benchmark, argument accuracy, over-edit rate, and interpretation receipt.",D047;D049,SRC-AM-001;SRC-AM-002,ST-10.03,TS-CAS-001
FR-152,F26,Convert direct manipulation into the same typed command path,NEW_V1_1,"Dragging, trimming, splitting, resizing, cropping, reordering, selecting a candidate, or changing a parameter in the Studio shall produce the same canonical ChangeRequestProgram and validation path as an equivalent language request.",An operator performs a direct manipulation and attempts to commit it.,"A typed command/delta linked to before-state, target, user authority, and preview.",The UI cannot mutate accepted state directly. | Undo and replay are command-based. | Equivalent actions have equivalent evidence.,"Given a twelve-frame clip move, when committed, then the canonical program changes through a validated move operation and the same episode schema used for text revisions.","Given an unsupported canvas drag outside permitted geometry tolerance, when committed, then the command is rejected or converted into an amendment proposal.","UI-to-command round-trip tests, undo/replay, before/after hashes, and HumanResolutionEpisode.",D047;D049,SRC-AM-001;SRC-EXT-021;SRC-EXT-022,ST-10.04,TS-CAS-002
FR-153,F26,"Validate revision authority, scope, and minimality before execution",NEW_V1_1,"Every ChangeRequestProgram shall pass schema, current-state identity, authority, tool grant, Transformation Contract, source truth, geometry/timing, budget, and minimal-change validation before preview or execution.",A compiled or manually constructed change program is submitted.,An admitted dry-run/preview plan or typed denial with exact cause and next action.,Valid existing relationships are preserved. | Out-of-scope meaning changes require the owning authority. | Stale-state commands cannot commit.,"Given a caption shift within safe bounds, when validated, then it may preview without invalidating A-roll selection.","Given a stale command targeting a superseded composition version, when validation runs, then it is denied.","Schema/authority tests, stale-state race tests, minimal-diff analysis, and admission receipt.",D047;D049,SRC-CUR-010;SRC-AM-001,ST-10.03,TS-CAS-001
FR-154,F26,Rerun only affected work and independently evaluate the result,NEW_V1_1,"An accepted revision shall invalidate only directly changed objects and dependent nodes, reuse unaffected checkpoints and assets, render an appropriate preview, run required deterministic and independent evaluations, and either commit, reject, or escalate.",Revision validation succeeds.,"A selective rerun plan, new artifacts, evaluation, commit/reject state, and dependency updates.",No full-batch rerun without dependency evidence. | Rejected preview leaves prior accepted state intact. | Repair limits prevent loops.,"Given a SuperVisual text-size change, when executed, then only text layout, render, and dependent evaluation rerun.","Given a local edit that causes a new wrong-reading failure, when evaluated, then it is rejected and the prior accepted version remains current.","Checkpoint reuse report, invalidation graph, render diffs, evaluation, and state transaction receipt.",D047;D049,SRC-CUR-019;SRC-AM-001;SRC-EXT-017,ST-10.04,TS-CAS-002
FR-155,F26,Emit a HumanResolutionEpisode for every meaningful human decision,NEW_V1_1,"Every approval, rejection, candidate selection, revision, manual change, tool override, escalation resolution, taste explanation, and publication decision shall emit an immutable HumanResolutionEpisode linked to the exact before/after state, operations, evidence, authority, and applicability scope.",An authorized human decision commits.,A complete HumanResolutionEpisode and automatic retrieval/programming-material disposition.,No meaningful decision is stored only as UI telemetry. | Scope defaults to narrow. | Human rationale may remain optional but absence is explicit.,"Given an operator rejects candidate A and selects B because A feels too polished, when committed, then the pair and reason are captured as scoped preference evidence.","Given an anonymous button click with no run or authority context, when persistence runs, then it cannot become a resolution episode.","Episode completeness validation, exact change/tool links, scope tests, and indexing receipt.",D047,SRC-AM-001,ST-10.05,TS-CAS-003
FR-156,F26,Use human-resolution evidence for governed retrieval and Programmed Model improvement,NEW_V1_1,"Eligible HumanResolutionEpisodes shall become immediately retrievable precedents and may later produce supervised examples, preference pairs, hard negatives, repair trajectories, Steering Recipe evidence, or model-training candidates through offline operator-authorized dataset, shadow, evaluation, and promotion gates.",A HumanResolutionEpisode closes and attribution completes.,"Retrieval index entry, candidate learning dispositions, and later promotion artifacts where authorized.",Immediate retrieval does not mean universal applicability. | Training eligibility follows operator-declared source authority. | No live weight mutation.,"Given repeated accepted video corrections in one profile, when a future Revision Compiler is evaluated, then held-out episodes can test whether it predicts the same minimal operations.","Given one idiosyncratic workspace preference, when global recipe promotion is requested, then evidence scope blocks it.","Indexing tests, dataset eligibility, shadow replay, claim benchmark, and promotion receipt.",D047,SRC-AM-001;SRC-CUR-020,ST-10.05,TS-CAS-003
FR-157,F27,Launch campaigns from source packages or Asset Package Specs,NEW_V1_1,"The Studio shall let an authorized operator select a workspace/project, inspect or complete a Canonical Interview Source Package, choose target outputs and Harnesses, set seed/taste direction, budget, deadline, autonomy mode, and launch a governed content batch.",An operator wants to produce a batch from an interview source.,"A Campaign Order, validated batch plan, bindings, budget reservation, and launch receipt.",The Studio cannot invent missing Harnesses. | Source/source authority eligibility precedes launch. | Order data does not bypass product contracts.,"Given an imported interview source, when the operator selects one short and one Carousel, then the Studio validates both Harnesses and launches one coordinated batch.","Given a requested Format 02 output before activation, when the order is validated, then that job is blocked and the rest may proceed if eligible.","Order schema, source/Harness validation, budget checks, autonomy binding, and launch receipt.",D046;D048,SRC-AM-001;SRC-AM-002;SRC-INT-001,ST-10.07,TS-CAS-005
FR-158,F27,Operate one shared Studio shell with category-native modules,NEW_V1_1,"The product shall provide one shared workspace, project, campaign, run, review, evidence, artifact, worker, provider, budget, and publishing shell while registering Interview Expression, Video Production, Static Composition, Visual Asset, and Knowledge/Programmed Model modules behind current product boundaries.","An operator navigates across source, production, review, or learning work.",Shared shell routes and category-module read/action contracts.,Modules do not duplicate canonical state or authority. | A module loads only relevant tools and evidence. | Future Character Performance remains deferred.,"Given a source-led batch, when the operator moves from Interview to Video to Static review, then all modules display the same source and campaign identities.","Given a module attempting to own VAE state locally, when architecture tests run, then the duplication is rejected.","Route/read-model integration tests, shared identity consistency, product-boundary tests, and accessibility review.",D048,SRC-AM-001;SRC-MIG-001,ST-10.07,TS-CAS-005
FR-159,F27,"Support AUTOPILOT, REVIEW_BEFORE_SHIP, CHECKPOINTED, and SHADOW modes",NEW_V1_1,"Campaign and Harness bindings shall declare one autonomy mode, allowed human gates, publication authority, exception policy, and mode changes, with mature Harnesses targeting AUTOPILOT or REVIEW_BEFORE_SHIP rather than continuous manual editing.",A campaign is configured or its governance mode changes.,A versioned autonomy policy and mode-specific workflow behavior.,Mode changes are authorized and receipted. | SHADOW never publishes. | AUTOPILOT still escalates genuine authority or operator-owned creative conflicts.,"Given CHECKPOINTED mode, when a declared creative gate is reached, then the Studio pauses with a complete decision package.","Given AUTOPILOT mode and a deterministic validation pass, when no human-owned conflict exists, then the system does not ask for approval.","Mode transition tests, gate/publish enforcement, exception simulations, and receipts.",D048,SRC-AM-001;SRC-AM-002,ST-10.07,TS-CAS-005
FR-160,F27,Provide exception-only review packages and attributable decisions,NEW_V1_1,"When human attention is required, the Studio shall present the exact issue, source and current state, candidates or alternatives, evaluator evidence, authority owner, costs and downstream effects, and permitted actions without forcing the operator to inspect raw logs or rebuild the work.","A human gate, taste boundary, policy conflict, budget change, or unrecoverable exception occurs.",A structured ReviewPackage and subsequent HumanResolutionEpisode.,Only assigned authority sees actionable decisions. | Deterministic facts are not disguised as creative choices. | Unavailable evidence is disclosed.,"Given two valid composition candidates with unresolved taste, when review opens, then the operator sees their source lineage, differences, evaluations, and expected downstream effects.","Given a worker crash with an automatic retry policy, when no human action is needed, then it remains an operational incident rather than a creative review.","Review completeness tests, role/permission checks, decision receipts, and operator usability evidence.",D048;D052,SRC-AM-001;SRC-AM-002,ST-10.07,TS-CAS-005
FR-161,F27,"Ship, export, or publish only under explicit authority and evidence",NEW_V1_1,"The Studio shall permit final acceptance, export, scheduling, or publication only when the derivative satisfies required technical, Activative, primitive, archetype, Final Script, Voice/Visual DNA, source-lineage, evaluation, and autonomy-mode gates, and shall record the operator authority responsible.",A derivative or batch is proposed for delivery or publication.,"A publish/export command, delivery artifacts, metadata, signed URLs or integrations, usage records, and publication receipt.",Review-before-ship requires final acceptance. | Source authority and revocation are rechecked at publish time. | Publication does not imply certification.,"Given a passed short in REVIEW_BEFORE_SHIP mode, when the operator approves, then the final artifact and source/evidence bundle are exported and the decision is captured.","Given a passed SHADOW artifact, when publish is requested, then the command is denied.","Delivery-profile validation, source-authority checks, mode/authority tests, artifact hashes, and publication receipt.",D048;D054,SRC-AM-001;SRC-AM-002,ST-10.08,TS-CAS-006
FR-162,F27,Route each Harness to the correct supervisory surfaces and live read models,NEW_V1_1,"Every Atomic Harness or derivative job shall declare its primary and supporting Studio surfaces, operator-entry policy, visible evidence, permitted commands, and realtime projections without allowing the Studio plugin to change Harness meaning or runtime ownership.","A Harness is imported, bound, or launched.",A StudioSurfaceBinding and validated module/read-model/action configuration.,UI plugins are nonauthoritative projections. | Unsupported surfaces cannot infer tools or state. | Module version changes are compatibility-tested.,"Given a short-video Harness, when imported, then Video Production is primary and Visual Asset and Knowledge/Model modules are supporting surfaces with bounded commands.","Given a plugin that exposes an ungranted provider action, when binding validation runs, then the plugin/action is rejected.","Surface-binding schema, permission/action tests, realtime projection tests, and compatibility receipt.",D048;D049,SRC-AM-001;SRC-CUR-004;SRC-CUR-010,ST-10.08,TS-CAS-006
FR-163,F28,Declare the viewer psychological role inside a named tension,NEW_V1_2,"Every derivative job shall declare the psychological role offered to the viewer, the meaningful tension that makes the role available, the intended movement through that tension, and the evidence connecting the tension to the source.",An Expression Moment or source-backed premise is proposed for derivative routing.,A PsychologicalRoleInTension contract attached to the archetype-routing decision.,The role is specific enough to evaluate. | The tension comes from source and Matrix of Edging evidence. | A topic or emotion label alone is insufficient.,"Given an Expression Moment about inherited silence, when routed, then the contract names the viewer role, such as witness, recognizer, challenger, or participant, and the tension the viewer enters.","Given a generic “inspire the audience” intention, when validation runs, then routing is blocked because no psychological role or live tension is declared.","Source spans, Matrix of Edging trace, role/tension evaluation, and operator approval receipt.",D055;D056,SRC-DOCT-001;SRC-INT-002;SRC-INT-003,ST-12.01,TS-ARC-001
FR-164,F28,"Compile broad signal, coalition signature, and Edge Product through Matrix of Edging",NEW_V1_2,The system shall distinguish pre-expression broad primary signal from post-expression Edge Product formation and shall compile surviving primitive candidates into one measurable Coalition Signature.,Source expression is accepted and an archetype route is requested.,"A MatrixOfEdgingResult containing broad signal lineage, candidate survival, coalition signature, Edge Product, and routeability.",Primitives are not edges. | Unsupported cleverness does not survive. | Coalition fatality remains visible.,"Given a truth-rich source answer, when the Matrix pass runs, then broad pressure, surviving primitive candidates, coalition geometry, and the emergent Edge Product remain separately inspectable.","Given an Edge Product invented directly from a topic label without primitive survival, when validation runs, then it is rejected.","Candidate survival scores, coalition geometry, fatality cases, and routeability receipts.",D055;D058;D066,SRC-DOCT-001;SRC-DOCT-006;SRC-DOCT-009,ST-12.01,TS-ARC-001
FR-165,F28,Compile an archetype coalition for every derivative,NEW_V1_2,"Each derivative shall bind a primary archetype, supporting archetype functions, asset-derivative route, category grammar, psychological geometry, and tension progression as one versioned ArchetypeCoalitionContract.",An Edge Product and content-batch job are accepted.,An ArchetypeCoalitionContract eligible for script compilation.,"Archetype is a psychological geometry, not a theme label. | Supporting archetypes cannot blur the primary role. | Category and substrate remain explicit.","Given one Edge Product, when a Carousel and short-video route are created, then each receives a category-native archetype coalition sharing source force without sharing a flattened template.","Given three attractive archetype labels with no primary geometry or sequence law, when validation runs, then the coalition is rejected.","Archetype registry trace, coalition compatibility, category crosswalk, and CBAR audit.",D055;D057;D066,SRC-DOCT-002;SRC-DOCT-005;SRC-INT-003,ST-12.02,TS-ARC-001
FR-166,F28,Compile text-bearing content through Guest Voice DNA,NEW_V1_2,"JIT Skill script writers and Composers shall write or rewrite non-verbatim text through the active Guest Voice DNA, source evidence, Edge Product, archetype coalition, and Distillation Layers; verbatim quotations shall remain marked as verbatim.","A derivative needs a headline, claim, slide copy, caption, overlay, voiceover, or animation line.",A VoiceDNAConstrainedScriptDraft with source and transformation lineage.,No anonymous generic brand voice. | Rewriting preserves source truth and guest cadence. | Verbatim and rewritten language are distinguishable.,"Given a dense interview answer, when Carousel copy is compiled, then the slides sound like the guest while using category-native compression rather than copying raw transcript mechanically.","Given polished copy that could belong to any creator, when Voice DNA evaluation runs, then the draft is rejected or repaired.","Voice DNA version, source-span crosswalk, distillation trace, contrastive examples, and VoiceContinuity evaluation.",D060;D061;D066,SRC-DOCT-002;SRC-DOCT-003;SRC-DOCT-006,ST-12.03,TS-ARC-001
FR-167,F28,Approve one archetype-coalition Final Script before composition,NEW_V1_2,"No Composition IR, VideoEditProgram, animation scene program, visual generation demand, or renderer workspace may be compiled until one versioned Final Script passes source fidelity, Voice DNA, archetype, primitive, Activative, and operator approval gates.",A script draft is proposed as the content substrate for a derivative.,An approved FinalScript record or a typed repair request.,Composition cannot conceal an unresolved script. | Approval pins the exact source and coalition versions. | Later revisions create a new script version.,"Given a source-led short, when the Final Script is approved, then selected source words, overlay copy, scene roles, animation opportunities, and primitive obligations are fixed before timeline composition.","Given a renderer-ready layout with no approved Final Script, when execution is requested, then composition is blocked.","Final Script review, source-fidelity evaluation, primitive receipt, archetype receipt, and operator decision.",D057;D060;D062,SRC-DOCT-002;SRC-DOCT-004;SRC-INT-001,ST-12.03,TS-ARC-001
FR-168,F28,"Preserve role, tension, coalition, and Final Script lineage through every embodiment",NEW_V1_2,"Every content-bearing object and rendered artifact shall link to the PsychologicalRoleInTension contract, Matrix result, Primitive Coalition Contract, Archetype Coalition Contract, Final Script, source spans, and transformation history.","Any downstream composition, generation, edit, repair, or export is created.",Complete doctrine-to-artifact lineage and invalidation edges.,A renderer cannot erase upstream reason. | A repair cannot change the role or tension silently. | Cross-format reuse retains the originating coalition.,"Given one animation scene reused as video B-roll and on a Carousel slide, when audited, then both uses resolve to the same source, Edge Product, primitive coalition, archetype coalition, and Final Script version.","Given an asset copied into another derivative without coalition lineage, when validation runs, then the use is rejected.","Lineage graph, selective invalidation tests, cross-format reuse receipts, and replay proof.",D044;D057;D067,SRC-DOCT-001;SRC-DOCT-002;SRC-DOCT-009,ST-12.04,TS-ARC-001
FR-169,F29,Query current Meaning and Experience Primitive Families,NEW_V1_2,"Before script or composition strategy is selected, the Pipeline shall query eligible Meaning and Experience Primitive Families using source evidence, psychological role, tension, archetype, category, Brand Context Version, and execution stage.",An accepted Edge Product enters derivative planning.,"A bounded primitive candidate field with activation, suppression, synergy, conflict, and misuse metadata.",Primitive retrieval precedes recipe selection. | Meaning and Experience planes remain distinct. | Primitive IDs are current and versioned.,"Given a SuperVisual concept, when primitives are queried, then meaning-transform, delivery-shape, and format-material candidates are returned with reasons and conflicts.","Given a preferred layout template, when it attempts to backfill primitive labels after selection, then the route is rejected.","Primitive registry queries, eligibility results, exclusions, and source-to-primitive rationale.",D056;D058;D059,SRC-DOCT-007;SRC-DOCT-008;SRC-DOCT-009,ST-12.05,TS-PRIM-001
FR-170,F29,Create explicit Primitive Bindings,NEW_V1_2,"Every selected primitive shall be bound with plane, family, role, activation reason, source evidence, suppression conditions, misuse risks, and evaluation targets.",Primitive candidates survive selection for one derivative.,Versioned PrimitiveBinding records.,A primitive label without activation reason is invalid. | Misuse and conflict metadata travel with the binding. | Required bindings reference evidence.,"Given an Irony Inversion primitive, when bound, then its source contradiction, intended role, suppression conditions, and misuse evaluation are explicit.","Given a primitive chosen because it is fashionable or frequently used, when no source or coalition reason exists, then binding fails.","Binding validation, source evidence, suppression tests, and primitive-role coverage.",D058;D059,SRC-DOCT-007;SRC-DOCT-008;SRC-DOCT-009,ST-12.05,TS-PRIM-001
FR-171,F29,Compile the Primitive Coalition Contract before recipe selection,NEW_V1_2,"Primary, supporting, suppression, and conflict bindings shall compile into one PrimitiveCoalitionContract with coalition intent, signature, coverage threshold, misuse threshold, source context, and content hash before Steering Recipes or composition methods are selected.",Primitive Bindings are accepted for a derivative.,An immutable PrimitiveCoalitionContract.,Coalition precedes Steering Recipe. | Coalition intent preserves psychological role and Edge Product. | Conflicts have explicit resolution.,"Given a Carousel route, when the coalition compiles, then the exact meaning transform, delivery force, progression function, format material, and suppression bindings are fixed before slide composition.","Given a Steering Recipe that has no compatible Primitive Coalition Contract, when retrieval returns it, then it is excluded.","Coalition hash, coverage checks, conflict tests, recipe-compatibility tests, and operator inspection.",D058;D059;D062,SRC-DOCT-001;SRC-DOCT-009;SRC-CUR-020,ST-12.06,TS-PRIM-001
FR-172,F29,Emit Coalition Signature and Edge Product as measurable execution objects,NEW_V1_2,"The coalition compiler shall emit the weighted family/candidate geometry, synergy, redundancy, routeability, and resulting Edge Product as separate measurable objects available to scripts, composition, evaluation, and learning.",A PrimitiveCoalitionContract is finalized.,CoalitionSignature and EdgeProduct records.,"Edge Product is emergent, not a renamed primitive. | Redundancy and fatality remain measurable. | Routeability is category-specific.","Given multiple surviving primitives, when the signature forms, then the system can explain which geometry produces recognition, humor exposure, mechanism reveal, or another Edge Product.","Given a coalition with high local charge but no routeable category expression, when evaluated, then coalition fatality is recorded rather than hidden.","Signature vectors, routeability scores, fatality fixtures, and category crosswalks.",D055;D058;D066,SRC-DOCT-001;SRC-DOCT-005;SRC-DOCT-009,ST-12.06,TS-PRIM-001
FR-173,F29,Build Steering Recipes from primitive coalitions,NEW_V1_2,"Steering Recipes shall be compiled or retrieved as execution strategies for a specific Primitive Coalition Contract, archetype coalition, composition state, embodiment, and known failure; they shall never act as the upstream source of the creative recipe.",A coalition and Final Script are approved and composition planning begins.,An eligible Steering Recipe set linked to coalition and embodiment.,Primitives build the recipe. | Steering Recipes operationalize and repair it. | Applicability and contradictory precedents are explicit.,"Given a weak identity-anchor composition, when recipes are retrieved, then only strategies compatible with its primitive coalition, archetype, Visual DNA, and current geometry are considered.","Given a visually similar recipe that would suppress the coalition’s recognition edge, when ranking runs, then it is excluded or returned as a contradiction.","Coalition-to-recipe crosswalk, hard negatives, retrieval receipt, and downstream decision lift.",D058;D059,SRC-CUR-020;SRC-DOCT-009;SRC-EXT-027,ST-12.07,TS-PRIM-001
